Gene	Function	Class	dN.dS	AlnLength	GeneAverage	Codon	GCProp	Immune
2641	LOC412072	Background	Background	0.05796	576	33.6336363636364	192	0.336336363636364	0
2642	LOC412074	Background	Background	0.10995	3390	40.0490909090909	1130	0.400490909090909	0
2643	LOC412076	Background	Background	0.07501	876	35.5218181818182	292	0.355218181818182	0
2644	LOC412077	Background	Background	0.06358	1770	40.6309090909091	590	0.406309090909091	0
2645	LOC412079	Background	Background	0.09395	1458	39.4672727272727	486	0.394672727272727	0
2646	LOC412080	Background	Background	0.02492	1470	43.6045454545455	490	0.436045454545455	0
2647	LOC412081	Background	Background	0.11562	4320	45.6790909090909	1440	0.456790909090909	0
2648	LOC412082	Background	Background	0.10075	642	36.2090909090909	214	0.362090909090909	0
2649	LOC412083	Background	Background	0.06785	2580	43.3536363636364	860	0.433536363636364	0
2650	LOC412084	Background	Background	0.14003	1743	31.5072727272727	581	0.315072727272727	0
2651	LOC412092	Background	Background	0.01026	5727	40.5954545454545	1909	0.405954545454545	0
2652	LOC412093	Background	Background	0.06344	3126	40.7836363636364	1042	0.407836363636364	0
2653	LOC412094	Background	Background	0.13335	1008	32.8190909090909	336	0.328190909090909	0
2654	LOC412097	Background	Background	0.0519	3090	34.3072727272727	1030	0.343072727272727	0
2655	LOC412099	Background	Background	0.13607	1056	50.6627272727273	352	0.506627272727273	0
2656	LOC412100	Background	Background	0.19058	477	34.9727272727273	159	0.349727272727273	0
2657	LOC412103	Background	Background	0.22513	3078	35.0809090909091	1026	0.350809090909091	0
2658	LOC412104	Background	Background	0.09396	3966	34.4790909090909	1322	0.344790909090909	0
2659	LOC412107	Background	Background	0.06128	657	35.7981818181818	219	0.357981818181818	0
2660	LOC412108	Background	Background	0.08084	1107	45.8645454545455	369	0.458645454545455	0
2661	LOC412111	Background	Background	0.02701	3696	37.1418181818182	1232	0.371418181818182	0
2662	LOC412114	Background	Background	0.08161	2586	34.6109090909091	862	0.346109090909091	0
2663	LOC412115	Signalling	Canon Immune	0.09948	2361	43.1763636363636	787	0.431763636363636	1
2664	LOC412116	Background	Background	0.02001	1050	37.1163636363636	350	0.371163636363636	0
2665	LOC412118	Background	Background	0.04036	1581	36.2363636363636	527	0.362363636363636	0
2666	LOC412119	Background	Background	0.06713	1767	30.6272727272727	589	0.306272727272727	0
2667	LOC412125	Background	Background	0.00762	555	42.4545454545455	185	0.424545454545455	0
2668	LOC412127	Background	Background	0.11889	345	37.4163636363636	115	0.374163636363636	0
2669	LOC412128	Background	Background	0.04748	1248	47.0490909090909	416	0.470490909090909	0
2670	LOC412129	Background	Background	0.06085	3354	36.4009090909091	1118	0.364009090909091	0
2671	LOC412141	Background	Background	0.05407	978	35.7427272727273	326	0.357427272727273	0
2672	LOC412148	Background	Background	0.02366	699	36.5327272727273	233	0.365327272727273	0
2673	LOC412149	Background	Background	0.0765	942	36.6427272727273	314	0.366427272727273	0
2674	LOC412150	Background	Background	0.0369	2280	39.6409090909091	760	0.396409090909091	0
2675	LOC412154	Background	Background	0.18779	2199	32.6572727272727	733	0.326572727272727	0
2676	LOC412155	Background	Background	0.13553	1416	35.5945454545455	472	0.355945454545455	0
2677	LOC412157	Background	Background	0.03564	5922	37.8063636363636	1974	0.378063636363636	0
2678	LOC412158	Background	Background	0.04184	1476	36.4972727272727	492	0.364972727272727	0
2679	LOC412159	Background	Background	0.01772	2385	36.2690909090909	795	0.362690909090909	0
2680	LOC412160	Background	Background	0.01901	630	34.9054545454545	210	0.349054545454545	0
2681	LOC412161	Background	Background	0.28783	1257	48.9254545454545	419	0.489254545454545	0
2682	LOC412167	Background	Background	0.17335	1683	43.5963636363636	561	0.435963636363636	0
2683	LOC412170	Background	Background	0.10145	843	34.0981818181818	281	0.340981818181818	0
2684	LOC412172	Background	Background	0.02981	1320	38.2363636363636	440	0.382363636363636	0
2685	LOC412175	Background	Background	0.05979	2601	41.8890909090909	867	0.418890909090909	0
2686	LOC412176	Background	Background	0.02272	5400	37.7863636363636	1800	0.377863636363636	0
2687	LOC412177	Background	Background	0.11382	1473	36.8945454545455	491	0.368945454545455	0
2688	LOC412180	Background	Background	0.00403	1041	34.8718181818182	347	0.348718181818182	0
2689	LOC412189	Background	Background	0.05511	588	41.5463636363636	196	0.415463636363636	0
2690	LOC412190	Background	Background	0.04406	1344	35.2954545454545	448	0.352954545454545	0
2691	LOC412192	Background	Background	0.07698	1254	32.7245454545455	418	0.327245454545455	0
2692	LOC412194	Background	Background	0.1975	672	37.0672727272727	224	0.370672727272727	0
2693	LOC412195	Background	Background	0.1343	1191	32.4418181818182	397	0.324418181818182	0
2694	LOC412196	Background	Background	0.12373	1398	42.3890909090909	466	0.423890909090909	0
2695	LOC412197	Background	Background	0.08165	510	45.6509090909091	170	0.456509090909091	0
2696	LOC412198	Background	Background	0.07966	4509	37.4763636363636	1503	0.374763636363636	0
2697	LOC412199	Background	Background	0.0272	837	35.2009090909091	279	0.352009090909091	0
2698	LOC412200	Background	Background	0.04863	2043	37.7436363636364	681	0.377436363636364	0
2699	LOC412205	Background	Background	0.09565	738	34.3436363636364	246	0.343436363636364	0
2700	LOC412212	Background	Background	0.13651	1653	34.8681818181818	551	0.348681818181818	0
2701	LOC412219	Background	Background	0.05946	3201	40.7054545454545	1067	0.407054545454545	0
2702	LOC412220	Background	Background	0.11408	1017	39.4927272727273	339	0.394927272727273	0
2703	LOC412224	Background	Background	0.04973	3882	39.9209090909091	1294	0.399209090909091	0
2704	LOC412227	Background	Background	0.0891	1467	35.5027272727273	489	0.355027272727273	0
2705	LOC412231	Background	Background	0.12818	984	36.5572727272727	328	0.365572727272727	0
2706	LOC412232	Background	Background	0.09302	909	30.49	303	0.3049	0
2707	LOC412233	Background	Background	0.12249	981	35.5563636363636	327	0.355563636363636	0
2708	LOC412234	Background	Background	0.13023	804	37.3809090909091	268	0.373809090909091	0
2709	LOC412235	Signalling	Canon Immune	0.10323	891	36.1490909090909	297	0.361490909090909	1
2710	LOC412236	Background	Background	0.08712	1977	33.5081818181818	659	0.335081818181818	0
2711	LOC412240	Background	Background	0.05568	294	30.5490909090909	98	0.305490909090909	0
2712	LOC412245	Background	Background	0.1845	1386	39.9963636363636	462	0.399963636363636	0
2713	LOC412247	Background	Background	0.13779	735	36.5745454545455	245	0.365745454545455	0
2714	LOC412249	Background	Background	0.09959	1695	32.6936363636364	565	0.326936363636364	0
2715	LOC412251	Background	Background	0.06398	2337	36.2009090909091	779	0.362009090909091	0
2716	LOC412256	Background	Background	0.0527	7290	38.0181818181818	2430	0.380181818181818	0
2717	LOC412259	Background	Background	0.07277	1125	37.2018181818182	375	0.372018181818182	0
2718	LOC412262	Background	Background	0.03674	2088	32.9154545454545	696	0.329154545454545	0
2719	LOC412263	Background	Background	0.06961	2907	44.3963636363636	969	0.443963636363636	0
2720	LOC412265	Background	Background	0.06595	2520	35.4409090909091	840	0.354409090909091	0
2721	LOC412266	Background	Background	0.03507	402	36.3863636363636	134	0.363863636363636	0
2722	LOC412267	Background	Background	0.07724	1071	34.3081818181818	357	0.343081818181818	0
2723	LOC412268	Background	Background	0.03898	1017	39.59	339	0.3959	0
2724	LOC412271	Background	Background	0.0904	1038	31.2945454545455	346	0.312945454545455	0
2725	LOC412274	Background	Background	0.0254	5577	42.0181818181818	1859	0.420181818181818	0
2726	LOC412276	Background	Background	0.07433	771	34.3718181818182	257	0.343718181818182	0
2727	LOC412277	Background	Background	0.13294	900	31.9090909090909	300	0.319090909090909	0
2728	LOC412278	Signalling	Canon Immune	0.04893	5001	35.9863636363636	1667	0.359863636363636	1
2729	LOC412281	Background	Background	0.06624	5448	43.8963636363636	1816	0.438963636363636	0
2730	LOC412282	Background	Background	0.08175	3339	33.7509090909091	1113	0.337509090909091	0
2731	LOC412284	Background	Background	0.0537	2475	35.4390909090909	825	0.354390909090909	0
2732	LOC412286	Background	Background	0.16805	1050	34.6054545454545	350	0.346054545454545	0
2733	LOC412287	Background	Background	0.11187	1341	35.3336363636364	447	0.353336363636364	0
2734	LOC412291	Background	Background	0.07361	1719	35.1581818181818	573	0.351581818181818	0
2735	LOC412293	Background	Background	0.0542	2916	36.7163636363636	972	0.367163636363636	0
2736	LOC412294	Background	Background	0.1533	753	33.9854545454545	251	0.339854545454545	0
2737	LOC412295	Background	Background	0.09255	1743	42.9354545454545	581	0.429354545454545	0
2738	LOC412296	Background	Background	0.05281	1371	43.9872727272727	457	0.439872727272727	0
2739	LOC412299	Background	Background	0.10378	831	48.1918181818182	277	0.481918181818182	0
2740	LOC412302	Background	Background	0.0128	684	40.5381818181818	228	0.405381818181818	0
2741	LOC412303	Background	Background	0.02581	1059	36.2272727272727	353	0.362272727272727	0
2742	LOC412305	Background	Background	0.09351	1473	34.3027272727273	491	0.343027272727273	0
2743	LOC412306	Background	Background	0.05104	1845	35.5954545454545	615	0.355954545454545	0
2744	LOC412308	Background	Background	0.04587	1071	35.5154545454545	357	0.355154545454545	0
2745	LOC412313	Background	Background	0.01318	1230	40.1690909090909	410	0.401690909090909	0
2746	LOC412315	Background	Background	0.05355	684	35.7772727272727	228	0.357772727272727	0
2747	LOC412319	Background	Background	0.05088	1059	36.8709090909091	353	0.368709090909091	0
2748	LOC412320	Background	Background	0.09764	1056	36.0709090909091	352	0.360709090909091	0
2749	LOC412323	Background	Background	0.06366	771	37.7909090909091	257	0.377909090909091	0
2750	LOC412326	Background	Background	0.03721	2034	34.5481818181818	678	0.345481818181818	0
2751	LOC412328	Background	Background	0.10106	324	35.2409090909091	108	0.352409090909091	0
2752	LOC412331	Background	Background	0.06964	2298	34.7581818181818	766	0.347581818181818	0
2753	LOC412332	Background	Background	0.01727	4044	37.0572727272727	1348	0.370572727272727	0
2754	LOC412339	Background	Background	0.01366	1014	36.1309090909091	338	0.361309090909091	0
2755	LOC412342	Background	Background	0.01139	813	35.2672727272727	271	0.352672727272727	0
2756	LOC412343	Background	Background	0.03124	648	41.6109090909091	216	0.416109090909091	0
2757	LOC412345	Background	Background	0.05617	786	37.2872727272727	262	0.372872727272727	0
2758	LOC412346	Background	Background	0.02887	1563	33.5781818181818	521	0.335781818181818	0
2759	LOC412348	Background	Background	0.03124	726	40.1463636363636	242	0.401463636363636	0
2760	LOC412349	Background	Background	0.02202	453	35.42	151	0.3542	0
2761	LOC412350	Background	Background	0.00437	1287	41.2318181818182	429	0.412318181818182	0
2762	LOC412354	Background	Background	0.07945	4017	48.9663636363636	1339	0.489663636363636	0
2763	LOC412355	Background	Background	0.08706	3054	36.1145454545455	1018	0.361145454545455	0
2764	LOC412357	Background	Background	0.046	1533	36.3518181818182	511	0.363518181818182	0
2765	LOC412361	Background	Background	0.02056	426	32.2236363636364	142	0.322236363636364	0
2766	LOC412362	Background	Background	0.08297	1329	32.3954545454545	443	0.323954545454545	0
2767	LOC412363	Background	Background	0.00109	579	32.0627272727273	193	0.320627272727273	0
2768	LOC412366	Background	Background	0.08742	807	33.9745454545455	269	0.339745454545455	0
2769	LOC412367	Background	Background	0.07209	867	35.1681818181818	289	0.351681818181818	0
2770	LOC412371	Background	Background	0.03126	7119	38.9654545454545	2373	0.389654545454545	0
2771	LOC412372	Background	Background	0.03815	2478	36.3272727272727	826	0.363272727272727	0
2772	LOC412375	Background	Background	0.10235	933	35.4390909090909	311	0.354390909090909	0
2773	LOC412377	Background	Background	0.00886	1488	43.8972727272727	496	0.438972727272727	0
2774	LOC412378	Background	Background	0.02841	933	36.9309090909091	311	0.369309090909091	0
2775	LOC412379	Background	Background	0.09124	3471	41.6645454545455	1157	0.416645454545455	0
2776	LOC412381	Background	Background	0.06154	486	34.5127272727273	162	0.345127272727273	0
2777	LOC412382	Background	Background	0.09062	1338	38.6472727272727	446	0.386472727272727	0
2778	LOC412384	Background	Background	0.03893	600	34.7881818181818	200	0.347881818181818	0
2779	LOC412386	Background	Background	0.08095	1851	34.92	617	0.3492	0
2780	LOC412388	Background	Background	0.01386	852	50.0845454545455	284	0.500845454545455	0
2781	LOC412391	Background	Background	0.03977	4851	43.4954545454545	1617	0.434954545454545	0
2782	LOC412393	Background	Background	0.09348	795	33.5727272727273	265	0.335727272727273	0
2783	LOC412396	Background	Background	0.13782	357	37.0018181818182	119	0.370018181818182	0
2784	LOC412397	Background	Background	0.04444	1674	35.4890909090909	558	0.354890909090909	0
2785	LOC412398	Background	Background	0.08643	1383	36.43	461	0.3643	0
2786	LOC412399	Background	Background	0.0586	1038	42.2581818181818	346	0.422581818181818	0
2787	LOC412401	Background	Background	0.09282	2247	45.7054545454545	749	0.457054545454545	0
2788	LOC412406	Background	Background	0.04571	4779	38.6590909090909	1593	0.386590909090909	0
2789	LOC412407	Background	Background	0.08545	729	36.0136363636364	243	0.360136363636364	0
2790	LOC412408	Background	Background	0.05407	2817	33.2027272727273	939	0.332027272727273	0
2791	LOC412409	Background	Background	0.05803	1365	35.5854545454545	455	0.355854545454545	0
2792	LOC412410	Background	Background	0.10111	1545	30.85	515	0.3085	0
2793	LOC412412	Background	Background	0.01834	1305	34.8654545454545	435	0.348654545454545	0
2794	LOC412414	Background	Background	0.05159	1119	38.8345454545455	373	0.388345454545455	0
2795	LOC412416	Background	Background	0.13883	1404	36.1363636363636	468	0.361363636363636	0
2796	LOC412419	Background	Background	0.01849	1362	39.2	454	0.392	0
2797	LOC412422	Background	Background	0.06794	4461	46.4927272727273	1487	0.464927272727273	0
2798	LOC412423	Background	Background	0.03004	1530	33.5590909090909	510	0.335590909090909	0
2799	LOC412430	Background	Background	0.12678	1524	34.3345454545455	508	0.343345454545455	0
2800	LOC412431	Background	Background	0.13235	1311	29.7972727272727	437	0.297972727272727	0
2801	LOC412435	Background	Background	0.06525	1311	33.59	437	0.3359	0
2802	LOC412439	Background	Background	0.04877	1164	47.8209090909091	388	0.478209090909091	0
2803	LOC412443	Background	Background	0.09456	354	33.7436363636364	118	0.337436363636364	0
2804	LOC412445	Background	Background	0.1007	603	34.9909090909091	201	0.349909090909091	0
2805	LOC412446	Background	Background	0.07512	2457	33.2954545454545	819	0.332954545454545	0
2806	LOC412449	Background	Background	0.0197	312	29.9845454545455	104	0.299845454545455	0
2807	LOC412451	Background	Background	0.05625	1275	35.9072727272727	425	0.359072727272727	0
2808	LOC412452	Background	Background	0.01928	726	38.1290909090909	242	0.381290909090909	0
2809	LOC412453	Background	Background	0.17525	1098	35.9645454545455	366	0.359645454545455	0
2810	LOC412456	Background	Background	0.02468	2148	36.0081818181818	716	0.360081818181818	0
2811	LOC412457	Background	Background	0.0468	1449	34.94	483	0.3494	0
2812	LOC412459	Background	Background	0.03911	1377	38.4827272727273	459	0.384827272727273	0
2813	LOC412460	Background	Background	0.114	1014	33.3872727272727	338	0.333872727272727	0
2814	LOC412464	Background	Background	0.15105	3627	37.0427272727273	1209	0.370427272727273	0
2815	LOC412467	Background	Background	0.05988	1554	36.0409090909091	518	0.360409090909091	0
2816	LOC412468	Background	Background	0.02875	2664	40.9563636363636	888	0.409563636363636	0
2817	LOC412470	Background	Background	0.06176	1470	47.7918181818182	490	0.477918181818182	0
2818	LOC412471	Background	Background	0.02481	1428	39.1781818181818	476	0.391781818181818	0
2819	LOC412472	Background	Background	0.07865	1803	37.4927272727273	601	0.374927272727273	0
2820	LOC412473	Background	Background	0.12957	789	33.3445454545455	263	0.333445454545455	0
2821	LOC412475	Background	Background	0.06547	906	52.6581818181818	302	0.526581818181818	0
2822	LOC412478	Background	Background	0.01366	1029	38.5545454545455	343	0.385545454545455	0
2823	LOC412481	Background	Background	0.0224	1122	38.3654545454545	374	0.383654545454545	0
2824	LOC412487	Background	Background	0.02786	927	34.2745454545455	309	0.342745454545455	0
2825	LOC412488	Background	Background	0.08344	843	33.1718181818182	281	0.331718181818182	0
2826	LOC412491	Background	Background	0.13652	1206	38.0054545454545	402	0.380054545454545	0
2827	LOC412495	Background	Background	0.0437	1803	38.2645454545455	601	0.382645454545455	0
2828	LOC412504	Background	Background	0.04131	699	37.1954545454545	233	0.371954545454545	0
2829	LOC412505	Background	Background	0.0604	1809	34.6554545454545	603	0.346554545454545	0
2830	LOC412506	Background	Background	0.06034	2262	37.0136363636364	754	0.370136363636364	0
2831	LOC412508	Background	Background	0.05199	6636	39.8690909090909	2212	0.398690909090909	0
2832	LOC412510	Background	Background	0.14648	2364	31.2827272727273	788	0.312827272727273	0
2833	LOC412511	Background	Background	0.11231	1398	37.8590909090909	466	0.378590909090909	0
2834	LOC412513	Background	Background	0.05512	1659	35.6390909090909	553	0.356390909090909	0
2835	LOC412516	Background	Background	0.05434	1971	32.0136363636364	657	0.320136363636364	0
2836	LOC412523	Background	Background	0.02197	504	35.3890909090909	168	0.353890909090909	0
2837	LOC412526	Background	Background	0.05302	1056	37.0527272727273	352	0.370527272727273	0
2838	LOC412528	Background	Background	0.03256	1161	44.3890909090909	387	0.443890909090909	0
2839	LOC412529	Background	Background	0.0349	1836	38.1172727272727	612	0.381172727272727	0
2840	LOC412531	Background	Background	0.03489	1545	33.4163636363636	515	0.334163636363636	0
2841	LOC412536	Signalling	Canon Immune	0.18645	1077	29.7781818181818	359	0.297781818181818	1
2842	LOC412540	Background	Background	0.08684	1314	50.2572727272727	438	0.502572727272727	0
2843	LOC412541	Background	Background	0.05171	1899	49.8163636363636	633	0.498163636363636	0
2844	LOC412544	Background	Background	0.03739	6903	39.3681818181818	2301	0.393681818181818	0
2845	LOC412545	Background	Background	0.08259	1101	29.5445454545455	367	0.295445454545455	0
2846	LOC412547	Background	Background	0.0049	390	36.3409090909091	130	0.363409090909091	0
2847	LOC412548	Background	Background	0.07613	951	37.29	317	0.3729	0
2848	LOC412549	Background	Background	0.09684	540	33.9572727272727	180	0.339572727272727	0
2849	LOC412552	Background	Background	0.0078	486	40.7954545454545	162	0.407954545454545	0
2850	LOC412554	Background	Background	0.08206	645	39.8454545454545	215	0.398454545454545	0
2851	LOC412557	Background	Background	0.13748	792	39.5427272727273	264	0.395427272727273	0
2852	LOC412560	Background	Background	0.01306	1116	35.6954545454545	372	0.356954545454545	0
2853	LOC412563	Background	Background	0.10845	1188	33.0581818181818	396	0.330581818181818	0
2854	LOC412564	Background	Background	0.05482	2733	33.2763636363636	911	0.332763636363636	0
2855	LOC412573	Background	Background	0.0719	1410	32.1990909090909	470	0.321990909090909	0
2856	LOC412574	Background	Background	0.04566	2904	36.6263636363636	968	0.366263636363636	0
2857	LOC412578	Background	Background	0.02522	522	37.4436363636364	174	0.374436363636364	0
2858	LOC412580	Background	Background	0.07343	1494	34.9518181818182	498	0.349518181818182	0
2859	LOC412584	Background	Background	0.04984	1911	32.9763636363636	637	0.329763636363636	0
2860	LOC412588	Background	Background	0.01129	1509	38.7927272727273	503	0.387927272727273	0
2861	LOC412589	Background	Background	0.25573	1014	32.2209090909091	338	0.322209090909091	0
2862	LOC412591	Background	Background	0.0831	549	46.6309090909091	183	0.466309090909091	0
2863	LOC412593	Background	Background	0.01829	3414	37.0545454545455	1138	0.370545454545455	0
2864	LOC412596	Background	Background	0.07135	1539	37.9754545454545	513	0.379754545454545	0
2865	LOC412598	Background	Background	0.08437	1206	36.3109090909091	402	0.363109090909091	0
2866	LOC412599	Background	Background	0.02188	990	33.9854545454545	330	0.339854545454545	0
2867	LOC412601	Background	Background	0.01804	1062	49.8209090909091	354	0.498209090909091	0
2868	LOC412606	Background	Background	0.17973	2025	30.5909090909091	675	0.305909090909091	0
2869	LOC412607	Background	Background	0.09047	3027	36.6918181818182	1009	0.366918181818182	0
2870	LOC412608	Background	Background	0.02634	1275	36.5345454545455	425	0.365345454545455	0
2871	LOC412611	Background	Background	0.13704	1401	30.2045454545455	467	0.302045454545455	0
2872	LOC412612	Background	Background	0.05078	1230	41.9154545454545	410	0.419154545454545	0
2873	LOC412613	Background	Background	0.04633	960	37.5290909090909	320	0.375290909090909	0
2874	LOC412616	Background	Background	0.05328	687	36.4572727272727	229	0.364572727272727	0
2875	LOC412617	Background	Background	0.04288	1554	39.7745454545455	518	0.397745454545455	0
2876	LOC412619	Background	Background	0.0211	1539	38.4609090909091	513	0.384609090909091	0
2877	LOC412620	Background	Background	0.06098	1236	33.7227272727273	412	0.337227272727273	0
2878	LOC412623	Background	Background	0.0435	3138	41.8418181818182	1046	0.418418181818182	0
2879	LOC412624	Background	Background	0.08464	1932	33.4272727272727	644	0.334272727272727	0
2880	LOC412629	Background	Background	0.06792	1905	36.47	635	0.3647	0
2881	LOC412630	Receptor	Canon Immune	0.19078	1452	40.51	484	0.4051	1
2882	LOC412635	Background	Background	0.08933	1479	34.4818181818182	493	0.344818181818182	0
2883	LOC412636	Background	Background	0.06063	948	35.4618181818182	316	0.354618181818182	0
2884	LOC412637	Background	Background	0.13301	1782	37.96	594	0.3796	0
2885	LOC412638	Background	Background	0.10131	3273	33.7636363636364	1091	0.337636363636364	0
2886	LOC412641	Background	Background	0.13793	2232	39.1636363636364	744	0.391636363636364	0
2887	LOC412642	Background	Background	0.01621	651	34.7445454545455	217	0.347445454545455	0
2888	LOC412643	Background	Background	0.07835	3402	39.0763636363636	1134	0.390763636363636	0
2889	LOC412644	Background	Background	0.06866	696	32.6290909090909	232	0.326290909090909	0
2890	LOC412646	Background	Background	0.1422	1416	46.3790909090909	472	0.463790909090909	0
2891	LOC412647	Signalling	Canon Immune	0.00924	1071	46.1936363636364	357	0.461936363636364	1
2892	LOC412650	Background	Background	0.07427	3879	38.8181818181818	1293	0.388181818181818	0
2893	LOC412655	Background	Background	0.13361	2397	44.2136363636364	799	0.442136363636364	0
2894	LOC412661	Background	Background	0.03663	870	35.6018181818182	290	0.356018181818182	0
2895	LOC412662	Background	Background	0.06019	2325	37.3690909090909	775	0.373690909090909	0
2896	LOC412663	Background	Background	0.06739	7905	47.2718181818182	2635	0.472718181818182	0
2897	LOC412665	Background	Background	0.01075	1032	40.3709090909091	344	0.403709090909091	0
2898	LOC412667	Background	Background	0.08829	1767	51.2263636363636	589	0.512263636363636	0
2899	LOC412670	Background	Background	0.12516	1095	40.0909090909091	365	0.400909090909091	0
2900	LOC412674	Background	Background	0.12212	669	36.3636363636364	223	0.363636363636364	0
2901	LOC412675	Background	Background	0.14437	936	35.2372727272727	312	0.352372727272727	0
2902	LOC412676	Background	Background	0.04369	4248	37.15	1416	0.3715	0
2903	LOC412678	Background	Background	0.11793	915	34.4072727272727	305	0.344072727272727	0
2904	LOC412679	Background	Background	0.0983	1416	34.8481818181818	472	0.348481818181818	0
2905	LOC412681	Background	Background	0.04081	2493	39.8581818181818	831	0.398581818181818	0
2906	LOC412687	Signalling	Canon Immune	0.04384	1431	37.5145454545455	477	0.375145454545455	1
2907	LOC412690	Background	Background	0.08398	942	37.83	314	0.3783	0
2908	LOC412694	Background	Background	0.13188	597	38.2836363636364	199	0.382836363636364	0
2909	LOC412696	Background	Background	0.04553	828	33.9490909090909	276	0.339490909090909	0
2910	LOC412700	Background	Background	0.01974	2205	35.1463636363636	735	0.351463636363636	0
2911	LOC412701	Background	Background	0.04847	11265	42.52	3755	0.4252	0
2912	LOC412705	Background	Background	0.01455	681	34.7609090909091	227	0.347609090909091	0
2913	LOC412707	Background	Background	0.04794	1272	37.63	424	0.3763	0
2914	LOC412708	Background	Background	0.12543	639	32.0827272727273	213	0.320827272727273	0
2915	LOC412710	Background	Background	0.00987	399	33.8345454545455	133	0.338345454545455	0
2916	LOC412711	Background	Background	0.01635	2019	37.2327272727273	673	0.372327272727273	0
2917	LOC412712	Background	Background	0.02449	1713	34.4327272727273	571	0.344327272727273	0
2918	LOC412714	Background	Background	0.02196	1053	46.0227272727273	351	0.460227272727273	0
2919	LOC412721	Background	Background	0.04158	3711	36.1336363636364	1237	0.361336363636364	0
2920	LOC412722	Background	Background	0.01986	1488	39.87	496	0.3987	0
2921	LOC412727	Background	Background	0.08183	1794	35.6545454545455	598	0.356545454545455	0
2922	LOC412728	Background	Background	0.03976	1776	32.4272727272727	592	0.324272727272727	0
2923	LOC412734	Background	Background	0.06699	1557	33.2690909090909	519	0.332690909090909	0
2924	LOC412735	Background	Background	0.05649	630	46.58	210	0.4658	0
2925	LOC412739	Background	Background	0.08215	3630	48.5372727272727	1210	0.485372727272727	0
2926	LOC412741	Background	Background	0.07383	3285	36.4381818181818	1095	0.364381818181818	0
2927	LOC412742	Background	Background	0.0062	2892	41.1645454545455	964	0.411645454545455	0
2928	LOC412744	Background	Background	0.02743	969	38.4636363636364	323	0.384636363636364	0
2929	LOC412745	Background	Background	0.10887	2553	31.0009090909091	851	0.310009090909091	0
2930	LOC412746	Background	Background	0.06667	4686	35.19	1562	0.3519	0
2931	LOC412748	Background	Background	0.0689	1416	45.4036363636364	472	0.454036363636364	0
2932	LOC412749	Background	Background	0.05834	1809	33.3336363636364	603	0.333336363636364	0
2933	LOC412750	Background	Background	0.04329	2925	35.0254545454545	975	0.350254545454545	0
2934	LOC412751	Background	Background	0.0288	1434	36.1354545454545	478	0.361354545454545	0
2935	LOC412755	Background	Background	0.04069	1278	35.5327272727273	426	0.355327272727273	0
2936	LOC412762	Background	Background	0.03609	1329	44.2445454545455	443	0.442445454545455	0
2937	LOC412764	Background	Background	0.07046	1224	49.83	408	0.4983	0
2938	LOC412767	Non-Canon Immune	Non-Canon	0.04612	306	43.73	102	0.4373	1
2939	LOC412769	Background	Background	0.1546	378	44.6363636363636	126	0.446363636363636	0
2940	LOC412770	Background	Background	0.06606	1302	44.1981818181818	434	0.441981818181818	0
2941	LOC412774	Effector	Canon Immune	0.14143	3585	49.6863636363636	1195	0.496863636363636	1
2942	LOC412775	Non-Canon Immune	Non-Canon	0.10264	11538	49.6045454545455	3846	0.496045454545455	1
2943	LOC412778	Background	Background	0.06558	5874	49.2263636363636	1958	0.492263636363636	0
2944	LOC412782	Background	Background	0.07954	1149	35.7072727272727	383	0.357072727272727	0
2945	LOC412784	Background	Background	0.06964	1371	35.0963636363636	457	0.350963636363636	0
2946	LOC412787	Background	Background	0.08682	1320	38.6445454545455	440	0.386445454545455	0
2947	LOC412788	Receptor	Canon Immune	0.18539	1527	41.4309090909091	509	0.414309090909091	1
2948	LOC412795	Background	Background	0.03775	3132	49.2163636363636	1044	0.492163636363636	0
2949	LOC412799	Background	Background	0.02314	1497	40.8154545454545	499	0.408154545454545	0
2950	LOC412804	Background	Background	0.05538	1356	35.2854545454545	452	0.352854545454545	0
2951	LOC412806	Background	Background	0.08992	393	33.7045454545455	131	0.337045454545455	0
2952	LOC412810	Signalling	Canon Immune	0.14319	2475	45.6718181818182	825	0.456718181818182	1
2953	LOC412815	Background	Background	0.14123	7092	42.5418181818182	2364	0.425418181818182	0
2954	LOC412816	Signalling	Canon Immune	0.04381	813	37.8636363636364	271	0.378636363636364	1
2955	LOC412817	Background	Background	0.11107	2964	36.0572727272727	988	0.360572727272727	0
2956	LOC412823	Background	Background	0.03789	2358	33.8427272727273	786	0.338427272727273	0
2957	LOC412824	Background	Background	0.02307	870	40.7945454545455	290	0.407945454545455	0
2958	LOC412825	Effector	Canon Immune	0.02062	9633	50.7227272727273	3211	0.507227272727273	1
2959	LOC412832	Background	Background	0.09597	3486	31.3509090909091	1162	0.313509090909091	0
2960	LOC412834	Background	Background	0.13297	2802	34.6118181818182	934	0.346118181818182	0
2961	LOC412837	Background	Background	0.11727	945	45.4827272727273	315	0.454827272727273	0
2962	LOC412838	Background	Background	0.02054	2613	48.9609090909091	871	0.489609090909091	0
2963	LOC412842	Background	Background	0.03481	1527	46.5254545454545	509	0.465254545454545	0
2964	LOC412843	Background	Background	0.09116	1698	47.4027272727273	566	0.474027272727273	0
2965	LOC412850	Background	Background	0.07949	2460	36.4845454545455	820	0.364845454545455	0
2966	LOC412851	Background	Background	0.10141	942	31.7209090909091	314	0.317209090909091	0
2967	LOC412853	Background	Background	0.02986	2361	53.4090909090909	787	0.534090909090909	0
