Gene	dN.dS	AlnLength	GeneAverage	Function	Codon	GCProp
LOC411918	0.05499	5217	39.42	NA	1739	0.3942
LOC411919	0.055	582	51.2809090909091	NA	194	0.512809090909091
LOC411920	0.02824	1467	42.0590909090909	NA	489	0.420590909090909
LOC411922	0.13519	1053	34.8254545454545	NA	351	0.348254545454545
LOC411923	0.05868	2919	35.2109090909091	NA	973	0.352109090909091
LOC411930	0.16163	1815	35.3872727272727	NA	605	0.353872727272727
LOC411936	0.05906	462	37.5445454545455	NA	154	0.375445454545455
LOC411937	0.05081	1221	33.69	NA	407	0.3369
LOC411939	0.02128	2760	40.8954545454545	NA	920	0.408954545454545
LOC411942	0.06207	1449	32.8572727272727	NA	483	0.328572727272727
LOC411947	0.03915	1173	32.1236363636364	NA	391	0.321236363636364
LOC411953	0.05934	1248	32.0363636363636	NA	416	0.320363636363636
LOC411955	0.0944	2958	32.37	NA	986	0.3237
LOC411958	0.08055	1395	49.5654545454545	NA	465	0.495654545454545
LOC411960	0.05737	2847	36.1554545454545	NA	949	0.361554545454545
LOC411962	0.0194	642	40.1872727272727	NA	214	0.401872727272727
LOC411965	0.00243	942	39.0372727272727	NA	314	0.390372727272727
LOC411970	0.12744	804	35.5263636363636	NA	268	0.355263636363636
LOC411972	0.09642	1413	35.8036363636364	NA	471	0.358036363636364
LOC411974	0.08484	1353	35.4563636363636	NA	451	0.354563636363636
LOC411976	0.03588	1200	46.3554545454545	NA	400	0.463554545454545
LOC411978	0.16792	822	47.2918181818182	NA	274	0.472918181818182
LOC411980	0.03971	2082	39.8181818181818	Signalling	694	0.398181818181818
LOC411981	0.04407	7227	39.2681818181818	NA	2409	0.392681818181818
LOC411982	0.02658	885	41.4163636363636	NA	295	0.414163636363636
LOC411983	0.13485	852	44.4636363636364	NA	284	0.444636363636364
LOC411985	0.05631	4266	36.5981818181818	NA	1422	0.365981818181818
LOC411989	0.04003	1179	40.7572727272727	NA	393	0.407572727272727
LOC411991	0.02415	2097	46.2209090909091	NA	699	0.462209090909091
LOC411995	0.08444	1641	33.9309090909091	NA	547	0.339309090909091
LOC411996	0.13228	3189	29.6127272727273	NA	1063	0.296127272727273
LOC411997	0.16932	1317	39.6072727272727	NA	439	0.396072727272727
LOC411998	0.11964	1575	36.8881818181818	NA	525	0.368881818181818
LOC412000	0.08423	1365	31.5472727272727	NA	455	0.315472727272727
LOC412002	0.12455	3477	38.4963636363636	NA	1159	0.384963636363636
LOC412003	0.0365	2523	35.71	NA	841	0.3571
LOC412005	0.06221	1188	34.1290909090909	NA	396	0.341290909090909
LOC412007	0.20544	969	43.7745454545455	NA	323	0.437745454545455
LOC412008	0.10671	936	42.8809090909091	NA	312	0.428809090909091
LOC412009	0.01421	798	31.9090909090909	NA	266	0.319090909090909
LOC412010	0.01138	1401	34.9427272727273	NA	467	0.349427272727273
LOC412011	0.06895	2205	49.9236363636364	NA	735	0.499236363636364
LOC412016	0.04331	996	35.0309090909091	NA	332	0.350309090909091
LOC412017	0.09582	837	36.9836363636364	NA	279	0.369836363636364
LOC412018	0.14189	1488	35.1781818181818	NA	496	0.351781818181818
LOC412020	0.12096	1767	35.6027272727273	NA	589	0.356027272727273
LOC412021	0.07019	1353	37.0218181818182	NA	451	0.370218181818182
LOC412024	0.05396	855	36.8745454545455	NA	285	0.368745454545455
LOC412025	0.10011	1857	35.9281818181818	NA	619	0.359281818181818
LOC412027	0.14204	1050	37.3154545454545	NA	350	0.373154545454545
LOC412030	0.01194	615	36.9536363636364	NA	205	0.369536363636364
LOC412031	0.10839	1536	38.3990909090909	NA	512	0.383990909090909
LOC412034	0.11861	1554	32.0109090909091	NA	518	0.320109090909091
LOC412035	0.12329	3840	32.4190909090909	NA	1280	0.324190909090909
LOC412041	0.0775	1023	44.3081818181818	NA	341	0.443081818181818
LOC412046	0.04456	5907	48.8354545454545	NA	1969	0.488354545454545
LOC412053	0.0587	1692	36.8463636363636	NA	564	0.368463636363636
LOC412055	0.04028	2466	38.4081818181818	NA	822	0.384081818181818
LOC412059	0.01474	2454	41.6563636363636	NA	818	0.416563636363636
LOC412064	0.02055	738	35.5509090909091	NA	246	0.355509090909091
LOC412069	0.05008	1497	38.2218181818182	NA	499	0.382218181818182
LOC412070	0.03872	954	34.8290909090909	NA	318	0.348290909090909
LOC412072	0.05796	576	33.6336363636364	NA	192	0.336336363636364
LOC412074	0.10995	3390	40.0490909090909	NA	1130	0.400490909090909
LOC412076	0.07501	876	35.5218181818182	NA	292	0.355218181818182
LOC412077	0.06358	1770	40.6309090909091	NA	590	0.406309090909091
LOC412079	0.09395	1458	39.4672727272727	NA	486	0.394672727272727
LOC412080	0.02492	1470	43.6045454545455	NA	490	0.436045454545455
LOC412081	0.11562	4320	45.6790909090909	NA	1440	0.456790909090909
LOC412082	0.10075	642	36.2090909090909	NA	214	0.362090909090909
LOC412083	0.06785	2580	43.3536363636364	NA	860	0.433536363636364
LOC412084	0.14003	1743	31.5072727272727	NA	581	0.315072727272727
LOC412092	0.01026	5727	40.5954545454545	NA	1909	0.405954545454545
LOC412093	0.06344	3126	40.7836363636364	NA	1042	0.407836363636364
LOC412094	0.13335	1008	32.8190909090909	NA	336	0.328190909090909
LOC412097	0.0519	3090	34.3072727272727	NA	1030	0.343072727272727
LOC412099	0.13607	1056	50.6627272727273	NA	352	0.506627272727273
LOC412100	0.19058	477	34.9727272727273	NA	159	0.349727272727273
LOC412103	0.22513	3078	35.0809090909091	NA	1026	0.350809090909091
LOC412104	0.09396	3966	34.4790909090909	NA	1322	0.344790909090909
LOC412107	0.06128	657	35.7981818181818	NA	219	0.357981818181818
LOC412108	0.08084	1107	45.8645454545455	NA	369	0.458645454545455
LOC412111	0.02701	3696	37.1418181818182	NA	1232	0.371418181818182
LOC412114	0.08161	2586	34.6109090909091	NA	862	0.346109090909091
LOC412115	0.09948	2361	43.1763636363636	Signalling	787	0.431763636363636
LOC412116	0.02001	1050	37.1163636363636	NA	350	0.371163636363636
LOC412118	0.04036	1581	36.2363636363636	NA	527	0.362363636363636
LOC412119	0.06713	1767	30.6272727272727	NA	589	0.306272727272727
LOC412125	0.00762	555	42.4545454545455	NA	185	0.424545454545455
LOC412127	0.11889	345	37.4163636363636	NA	115	0.374163636363636
LOC412128	0.04748	1248	47.0490909090909	NA	416	0.470490909090909
LOC412129	0.06085	3354	36.4009090909091	NA	1118	0.364009090909091
LOC412141	0.05407	978	35.7427272727273	NA	326	0.357427272727273
LOC412148	0.02366	699	36.5327272727273	NA	233	0.365327272727273
LOC412149	0.0765	942	36.6427272727273	NA	314	0.366427272727273
LOC412150	0.0369	2280	39.6409090909091	NA	760	0.396409090909091
LOC412154	0.18779	2199	32.6572727272727	NA	733	0.326572727272727
LOC412155	0.13553	1416	35.5945454545455	NA	472	0.355945454545455
LOC412157	0.03564	5922	37.8063636363636	NA	1974	0.378063636363636
LOC412158	0.04184	1476	36.4972727272727	NA	492	0.364972727272727
LOC412159	0.01772	2385	36.2690909090909	NA	795	0.362690909090909
LOC412160	0.01901	630	34.9054545454545	NA	210	0.349054545454545
LOC412161	0.28783	1257	48.9254545454545	NA	419	0.489254545454545
LOC412167	0.17335	1683	43.5963636363636	NA	561	0.435963636363636
LOC412170	0.10145	843	34.0981818181818	NA	281	0.340981818181818
LOC412172	0.02981	1320	38.2363636363636	NA	440	0.382363636363636
LOC412175	0.05979	2601	41.8890909090909	NA	867	0.418890909090909
LOC412176	0.02272	5400	37.7863636363636	NA	1800	0.377863636363636
LOC412177	0.11382	1473	36.8945454545455	NA	491	0.368945454545455
LOC412180	0.00403	1041	34.8718181818182	NA	347	0.348718181818182
LOC412189	0.05511	588	41.5463636363636	NA	196	0.415463636363636
LOC412190	0.04406	1344	35.2954545454545	NA	448	0.352954545454545
LOC412192	0.07698	1254	32.7245454545455	NA	418	0.327245454545455
LOC412194	0.1975	672	37.0672727272727	NA	224	0.370672727272727
LOC412195	0.1343	1191	32.4418181818182	NA	397	0.324418181818182
LOC412196	0.12373	1398	42.3890909090909	NA	466	0.423890909090909
LOC412197	0.08165	510	45.6509090909091	NA	170	0.456509090909091
LOC412198	0.07966	4509	37.4763636363636	NA	1503	0.374763636363636
LOC412199	0.0272	837	35.2009090909091	NA	279	0.352009090909091
LOC412200	0.04863	2043	37.7436363636364	NA	681	0.377436363636364
LOC412205	0.09565	738	34.3436363636364	NA	246	0.343436363636364
LOC412212	0.13651	1653	34.8681818181818	NA	551	0.348681818181818
LOC412219	0.05946	3201	40.7054545454545	NA	1067	0.407054545454545
LOC412220	0.11408	1017	39.4927272727273	NA	339	0.394927272727273
LOC412224	0.04973	3882	39.9209090909091	NA	1294	0.399209090909091
LOC412227	0.0891	1467	35.5027272727273	NA	489	0.355027272727273
LOC412231	0.12818	984	36.5572727272727	NA	328	0.365572727272727
LOC412232	0.09302	909	30.49	NA	303	0.3049
LOC412233	0.12249	981	35.5563636363636	NA	327	0.355563636363636
LOC412234	0.13023	804	37.3809090909091	NA	268	0.373809090909091
LOC412235	0.10323	891	36.1490909090909	Signalling	297	0.361490909090909
LOC412236	0.08712	1977	33.5081818181818	NA	659	0.335081818181818
LOC412240	0.05568	294	30.5490909090909	NA	98	0.305490909090909
LOC412245	0.1845	1386	39.9963636363636	NA	462	0.399963636363636
LOC412247	0.13779	735	36.5745454545455	NA	245	0.365745454545455
LOC412249	0.09959	1695	32.6936363636364	NA	565	0.326936363636364
LOC412251	0.06398	2337	36.2009090909091	NA	779	0.362009090909091
LOC412256	0.0527	7290	38.0181818181818	NA	2430	0.380181818181818
LOC412259	0.07277	1125	37.2018181818182	NA	375	0.372018181818182
LOC412262	0.03674	2088	32.9154545454545	NA	696	0.329154545454545
LOC412263	0.06961	2907	44.3963636363636	NA	969	0.443963636363636
LOC412265	0.06595	2520	35.4409090909091	NA	840	0.354409090909091
LOC412266	0.03507	402	36.3863636363636	NA	134	0.363863636363636
LOC412267	0.07724	1071	34.3081818181818	NA	357	0.343081818181818
LOC412268	0.03898	1017	39.59	NA	339	0.3959
LOC412271	0.0904	1038	31.2945454545455	NA	346	0.312945454545455
LOC412274	0.0254	5577	42.0181818181818	NA	1859	0.420181818181818
LOC412276	0.07433	771	34.3718181818182	NA	257	0.343718181818182
LOC412277	0.13294	900	31.9090909090909	NA	300	0.319090909090909
LOC412278	0.04893	5001	35.9863636363636	Signalling	1667	0.359863636363636
LOC412281	0.06624	5448	43.8963636363636	NA	1816	0.438963636363636
LOC412282	0.08175	3339	33.7509090909091	NA	1113	0.337509090909091
LOC412284	0.0537	2475	35.4390909090909	NA	825	0.354390909090909
LOC412286	0.16805	1050	34.6054545454545	NA	350	0.346054545454545
LOC412287	0.11187	1341	35.3336363636364	NA	447	0.353336363636364
LOC412291	0.07361	1719	35.1581818181818	NA	573	0.351581818181818
LOC412293	0.0542	2916	36.7163636363636	NA	972	0.367163636363636
LOC412294	0.1533	753	33.9854545454545	NA	251	0.339854545454545
LOC412295	0.09255	1743	42.9354545454545	NA	581	0.429354545454545
LOC412296	0.05281	1371	43.9872727272727	NA	457	0.439872727272727
LOC412299	0.10378	831	48.1918181818182	NA	277	0.481918181818182
LOC412302	0.0128	684	40.5381818181818	NA	228	0.405381818181818
LOC412303	0.02581	1059	36.2272727272727	NA	353	0.362272727272727
LOC412305	0.09351	1473	34.3027272727273	NA	491	0.343027272727273
LOC412306	0.05104	1845	35.5954545454545	NA	615	0.355954545454545
LOC412308	0.04587	1071	35.5154545454545	NA	357	0.355154545454545
LOC412313	0.01318	1230	40.1690909090909	NA	410	0.401690909090909
LOC412315	0.05355	684	35.7772727272727	NA	228	0.357772727272727
LOC412319	0.05088	1059	36.8709090909091	NA	353	0.368709090909091
LOC412320	0.09764	1056	36.0709090909091	NA	352	0.360709090909091
LOC412323	0.06366	771	37.7909090909091	NA	257	0.377909090909091
LOC412326	0.03721	2034	34.5481818181818	NA	678	0.345481818181818
LOC412328	0.10106	324	35.2409090909091	NA	108	0.352409090909091
LOC412331	0.06964	2298	34.7581818181818	NA	766	0.347581818181818
LOC412332	0.01727	4044	37.0572727272727	NA	1348	0.370572727272727
LOC412339	0.01366	1014	36.1309090909091	NA	338	0.361309090909091
LOC412342	0.01139	813	35.2672727272727	NA	271	0.352672727272727
LOC412343	0.03124	648	41.6109090909091	NA	216	0.416109090909091
LOC412345	0.05617	786	37.2872727272727	NA	262	0.372872727272727
LOC412346	0.02887	1563	33.5781818181818	NA	521	0.335781818181818
LOC412348	0.03124	726	40.1463636363636	NA	242	0.401463636363636
LOC412349	0.02202	453	35.42	NA	151	0.3542
LOC412350	0.00437	1287	41.2318181818182	NA	429	0.412318181818182
LOC412354	0.07945	4017	48.9663636363636	NA	1339	0.489663636363636
LOC412355	0.08706	3054	36.1145454545455	NA	1018	0.361145454545455
LOC412357	0.046	1533	36.3518181818182	NA	511	0.363518181818182
LOC412361	0.02056	426	32.2236363636364	NA	142	0.322236363636364
LOC412362	0.08297	1329	32.3954545454545	NA	443	0.323954545454545
LOC412363	0.00109	579	32.0627272727273	NA	193	0.320627272727273
LOC412366	0.08742	807	33.9745454545455	NA	269	0.339745454545455
LOC412367	0.07209	867	35.1681818181818	NA	289	0.351681818181818
LOC412371	0.03126	7119	38.9654545454545	NA	2373	0.389654545454545
LOC412372	0.03815	2478	36.3272727272727	NA	826	0.363272727272727
LOC412375	0.10235	933	35.4390909090909	NA	311	0.354390909090909
LOC412377	0.00886	1488	43.8972727272727	NA	496	0.438972727272727
LOC412378	0.02841	933	36.9309090909091	NA	311	0.369309090909091
LOC412379	0.09124	3471	41.6645454545455	NA	1157	0.416645454545455
LOC412381	0.06154	486	34.5127272727273	NA	162	0.345127272727273
LOC412382	0.09062	1338	38.6472727272727	NA	446	0.386472727272727
LOC412384	0.03893	600	34.7881818181818	NA	200	0.347881818181818
LOC412386	0.08095	1851	34.92	NA	617	0.3492
LOC412388	0.01386	852	50.0845454545455	NA	284	0.500845454545455
LOC412391	0.03977	4851	43.4954545454545	NA	1617	0.434954545454545
LOC412393	0.09348	795	33.5727272727273	NA	265	0.335727272727273
LOC412396	0.13782	357	37.0018181818182	NA	119	0.370018181818182
LOC412397	0.04444	1674	35.4890909090909	NA	558	0.354890909090909
LOC412398	0.08643	1383	36.43	NA	461	0.3643
LOC412399	0.0586	1038	42.2581818181818	NA	346	0.422581818181818
LOC412401	0.09282	2247	45.7054545454545	NA	749	0.457054545454545
LOC412406	0.04571	4779	38.6590909090909	NA	1593	0.386590909090909
LOC412407	0.08545	729	36.0136363636364	NA	243	0.360136363636364
LOC412408	0.05407	2817	33.2027272727273	NA	939	0.332027272727273
LOC412409	0.05803	1365	35.5854545454545	NA	455	0.355854545454545
LOC412410	0.10111	1545	30.85	NA	515	0.3085
LOC412412	0.01834	1305	34.8654545454545	NA	435	0.348654545454545
LOC412414	0.05159	1119	38.8345454545455	NA	373	0.388345454545455
LOC412416	0.13883	1404	36.1363636363636	NA	468	0.361363636363636
LOC412419	0.01849	1362	39.2	NA	454	0.392
LOC412422	0.06794	4461	46.4927272727273	NA	1487	0.464927272727273
LOC412423	0.03004	1530	33.5590909090909	NA	510	0.335590909090909
LOC412430	0.12678	1524	34.3345454545455	NA	508	0.343345454545455
LOC412431	0.13235	1311	29.7972727272727	NA	437	0.297972727272727
LOC412435	0.06525	1311	33.59	NA	437	0.3359
LOC412439	0.04877	1164	47.8209090909091	NA	388	0.478209090909091
LOC412443	0.09456	354	33.7436363636364	NA	118	0.337436363636364
LOC412445	0.1007	603	34.9909090909091	NA	201	0.349909090909091
LOC412446	0.07512	2457	33.2954545454545	NA	819	0.332954545454545
LOC412449	0.0197	312	29.9845454545455	NA	104	0.299845454545455
LOC412451	0.05625	1275	35.9072727272727	NA	425	0.359072727272727
LOC412452	0.01928	726	38.1290909090909	NA	242	0.381290909090909
LOC412453	0.17525	1098	35.9645454545455	NA	366	0.359645454545455
LOC412456	0.02468	2148	36.0081818181818	NA	716	0.360081818181818
LOC412457	0.0468	1449	34.94	NA	483	0.3494
LOC412459	0.03911	1377	38.4827272727273	NA	459	0.384827272727273
LOC412460	0.114	1014	33.3872727272727	NA	338	0.333872727272727
LOC412464	0.15105	3627	37.0427272727273	NA	1209	0.370427272727273
LOC412467	0.05988	1554	36.0409090909091	NA	518	0.360409090909091
LOC412468	0.02875	2664	40.9563636363636	NA	888	0.409563636363636
LOC412470	0.06176	1470	47.7918181818182	NA	490	0.477918181818182
LOC412471	0.02481	1428	39.1781818181818	NA	476	0.391781818181818
LOC412472	0.07865	1803	37.4927272727273	NA	601	0.374927272727273
LOC412473	0.12957	789	33.3445454545455	NA	263	0.333445454545455
LOC412475	0.06547	906	52.6581818181818	NA	302	0.526581818181818
LOC412478	0.01366	1029	38.5545454545455	NA	343	0.385545454545455
LOC412481	0.0224	1122	38.3654545454545	NA	374	0.383654545454545
LOC412487	0.02786	927	34.2745454545455	NA	309	0.342745454545455
LOC412488	0.08344	843	33.1718181818182	NA	281	0.331718181818182
LOC412491	0.13652	1206	38.0054545454545	NA	402	0.380054545454545
LOC412495	0.0437	1803	38.2645454545455	NA	601	0.382645454545455
LOC412504	0.04131	699	37.1954545454545	NA	233	0.371954545454545
LOC412505	0.0604	1809	34.6554545454545	NA	603	0.346554545454545
LOC412506	0.06034	2262	37.0136363636364	NA	754	0.370136363636364
LOC412508	0.05199	6636	39.8690909090909	NA	2212	0.398690909090909
LOC412510	0.14648	2364	31.2827272727273	NA	788	0.312827272727273
LOC412511	0.11231	1398	37.8590909090909	NA	466	0.378590909090909
LOC412513	0.05512	1659	35.6390909090909	NA	553	0.356390909090909
LOC412516	0.05434	1971	32.0136363636364	NA	657	0.320136363636364
LOC412523	0.02197	504	35.3890909090909	NA	168	0.353890909090909
LOC412526	0.05302	1056	37.0527272727273	NA	352	0.370527272727273
LOC412528	0.03256	1161	44.3890909090909	NA	387	0.443890909090909
LOC412529	0.0349	1836	38.1172727272727	NA	612	0.381172727272727
LOC412531	0.03489	1545	33.4163636363636	NA	515	0.334163636363636
LOC412536	0.18645	1077	29.7781818181818	Signalling	359	0.297781818181818
LOC412540	0.08684	1314	50.2572727272727	NA	438	0.502572727272727
LOC412541	0.05171	1899	49.8163636363636	NA	633	0.498163636363636
LOC412544	0.03739	6903	39.3681818181818	NA	2301	0.393681818181818
LOC412545	0.08259	1101	29.5445454545455	NA	367	0.295445454545455
LOC412547	0.0049	390	36.3409090909091	NA	130	0.363409090909091
LOC412548	0.07613	951	37.29	NA	317	0.3729
LOC412549	0.09684	540	33.9572727272727	NA	180	0.339572727272727
LOC412552	0.0078	486	40.7954545454545	NA	162	0.407954545454545
LOC412554	0.08206	645	39.8454545454545	NA	215	0.398454545454545
LOC412557	0.13748	792	39.5427272727273	NA	264	0.395427272727273
LOC412560	0.01306	1116	35.6954545454545	NA	372	0.356954545454545
LOC412563	0.10845	1188	33.0581818181818	NA	396	0.330581818181818
LOC412564	0.05482	2733	33.2763636363636	NA	911	0.332763636363636
LOC412573	0.0719	1410	32.1990909090909	NA	470	0.321990909090909
LOC412574	0.04566	2904	36.6263636363636	NA	968	0.366263636363636
LOC412578	0.02522	522	37.4436363636364	NA	174	0.374436363636364
LOC412580	0.07343	1494	34.9518181818182	NA	498	0.349518181818182
LOC412584	0.04984	1911	32.9763636363636	NA	637	0.329763636363636
LOC412588	0.01129	1509	38.7927272727273	NA	503	0.387927272727273
LOC412589	0.25573	1014	32.2209090909091	NA	338	0.322209090909091
LOC412591	0.0831	549	46.6309090909091	NA	183	0.466309090909091
LOC412593	0.01829	3414	37.0545454545455	NA	1138	0.370545454545455
LOC412596	0.07135	1539	37.9754545454545	NA	513	0.379754545454545
LOC412598	0.08437	1206	36.3109090909091	NA	402	0.363109090909091
LOC412599	0.02188	990	33.9854545454545	NA	330	0.339854545454545
LOC412601	0.01804	1062	49.8209090909091	NA	354	0.498209090909091
LOC412606	0.17973	2025	30.5909090909091	NA	675	0.305909090909091
LOC412607	0.09047	3027	36.6918181818182	NA	1009	0.366918181818182
LOC412608	0.02634	1275	36.5345454545455	NA	425	0.365345454545455
LOC412611	0.13704	1401	30.2045454545455	NA	467	0.302045454545455
LOC412612	0.05078	1230	41.9154545454545	NA	410	0.419154545454545
LOC412613	0.04633	960	37.5290909090909	NA	320	0.375290909090909
LOC412616	0.05328	687	36.4572727272727	NA	229	0.364572727272727
LOC412617	0.04288	1554	39.7745454545455	NA	518	0.397745454545455
LOC412619	0.0211	1539	38.4609090909091	NA	513	0.384609090909091
LOC412620	0.06098	1236	33.7227272727273	NA	412	0.337227272727273
LOC412623	0.0435	3138	41.8418181818182	NA	1046	0.418418181818182
LOC412624	0.08464	1932	33.4272727272727	NA	644	0.334272727272727
LOC412629	0.06792	1905	36.47	NA	635	0.3647
LOC412630	0.19078	1452	40.51	Receptor	484	0.4051
LOC412635	0.08933	1479	34.4818181818182	NA	493	0.344818181818182
LOC412636	0.06063	948	35.4618181818182	NA	316	0.354618181818182
LOC412637	0.13301	1782	37.96	NA	594	0.3796
LOC412638	0.10131	3273	33.7636363636364	NA	1091	0.337636363636364
LOC412641	0.13793	2232	39.1636363636364	NA	744	0.391636363636364
LOC412642	0.01621	651	34.7445454545455	NA	217	0.347445454545455
LOC412643	0.07835	3402	39.0763636363636	NA	1134	0.390763636363636
LOC412644	0.06866	696	32.6290909090909	NA	232	0.326290909090909
LOC412646	0.1422	1416	46.3790909090909	NA	472	0.463790909090909
LOC412647	0.00924	1071	46.1936363636364	Signalling	357	0.461936363636364
LOC412650	0.07427	3879	38.8181818181818	NA	1293	0.388181818181818
LOC412655	0.13361	2397	44.2136363636364	NA	799	0.442136363636364
LOC412661	0.03663	870	35.6018181818182	NA	290	0.356018181818182
LOC412662	0.06019	2325	37.3690909090909	NA	775	0.373690909090909
LOC412663	0.06739	7905	47.2718181818182	NA	2635	0.472718181818182
LOC412665	0.01075	1032	40.3709090909091	NA	344	0.403709090909091
LOC412667	0.08829	1767	51.2263636363636	NA	589	0.512263636363636
LOC412670	0.12516	1095	40.0909090909091	NA	365	0.400909090909091
LOC412674	0.12212	669	36.3636363636364	NA	223	0.363636363636364
LOC412675	0.14437	936	35.2372727272727	NA	312	0.352372727272727
LOC412676	0.04369	4248	37.15	NA	1416	0.3715
LOC412678	0.11793	915	34.4072727272727	NA	305	0.344072727272727
LOC412679	0.0983	1416	34.8481818181818	NA	472	0.348481818181818
LOC412681	0.04081	2493	39.8581818181818	NA	831	0.398581818181818
LOC412687	0.04384	1431	37.5145454545455	Signalling	477	0.375145454545455
LOC412690	0.08398	942	37.83	NA	314	0.3783
LOC412694	0.13188	597	38.2836363636364	NA	199	0.382836363636364
LOC412696	0.04553	828	33.9490909090909	NA	276	0.339490909090909
LOC412700	0.01974	2205	35.1463636363636	NA	735	0.351463636363636
LOC412701	0.04847	11265	42.52	NA	3755	0.4252
LOC412705	0.01455	681	34.7609090909091	NA	227	0.347609090909091
LOC412707	0.04794	1272	37.63	NA	424	0.3763
LOC412708	0.12543	639	32.0827272727273	NA	213	0.320827272727273
LOC412710	0.00987	399	33.8345454545455	NA	133	0.338345454545455
LOC412711	0.01635	2019	37.2327272727273	NA	673	0.372327272727273
LOC412712	0.02449	1713	34.4327272727273	NA	571	0.344327272727273
LOC412714	0.02196	1053	46.0227272727273	NA	351	0.460227272727273
LOC412721	0.04158	3711	36.1336363636364	NA	1237	0.361336363636364
LOC412722	0.01986	1488	39.87	NA	496	0.3987
LOC412727	0.08183	1794	35.6545454545455	NA	598	0.356545454545455
LOC412728	0.03976	1776	32.4272727272727	NA	592	0.324272727272727
LOC412734	0.06699	1557	33.2690909090909	NA	519	0.332690909090909
LOC412735	0.05649	630	46.58	NA	210	0.4658
LOC412739	0.08215	3630	48.5372727272727	NA	1210	0.485372727272727
LOC412741	0.07383	3285	36.4381818181818	NA	1095	0.364381818181818
LOC412742	0.0062	2892	41.1645454545455	NA	964	0.411645454545455
LOC412744	0.02743	969	38.4636363636364	NA	323	0.384636363636364
LOC412745	0.10887	2553	31.0009090909091	NA	851	0.310009090909091
LOC412746	0.06667	4686	35.19	NA	1562	0.3519
LOC412748	0.0689	1416	45.4036363636364	NA	472	0.454036363636364
LOC412749	0.05834	1809	33.3336363636364	NA	603	0.333336363636364
LOC412750	0.04329	2925	35.0254545454545	NA	975	0.350254545454545
LOC412751	0.0288	1434	36.1354545454545	NA	478	0.361354545454545
LOC412755	0.04069	1278	35.5327272727273	NA	426	0.355327272727273
LOC412762	0.03609	1329	44.2445454545455	NA	443	0.442445454545455
LOC412764	0.07046	1224	49.83	NA	408	0.4983
LOC412767	0.04612	306	43.73	NA	102	0.4373
LOC412769	0.1546	378	44.6363636363636	NA	126	0.446363636363636
LOC412770	0.06606	1302	44.1981818181818	NA	434	0.441981818181818
LOC412774	0.14143	3585	49.6863636363636	Effector	1195	0.496863636363636
LOC412775	0.10264	11538	49.6045454545455	NA	3846	0.496045454545455
LOC412778	0.06558	5874	49.2263636363636	NA	1958	0.492263636363636
LOC412782	0.07954	1149	35.7072727272727	NA	383	0.357072727272727
LOC412784	0.06964	1371	35.0963636363636	NA	457	0.350963636363636
LOC412787	0.08682	1320	38.6445454545455	NA	440	0.386445454545455
LOC412788	0.18539	1527	41.4309090909091	Receptor	509	0.414309090909091
LOC412795	0.03775	3132	49.2163636363636	NA	1044	0.492163636363636
LOC412799	0.02314	1497	40.8154545454545	NA	499	0.408154545454545
LOC412804	0.05538	1356	35.2854545454545	NA	452	0.352854545454545
LOC412806	0.08992	393	33.7045454545455	NA	131	0.337045454545455
LOC412810	0.14319	2475	45.6718181818182	Signalling	825	0.456718181818182
LOC412815	0.14123	7092	42.5418181818182	NA	2364	0.425418181818182
LOC412816	0.04381	813	37.8636363636364	Signalling	271	0.378636363636364
LOC412817	0.11107	2964	36.0572727272727	NA	988	0.360572727272727
LOC412823	0.03789	2358	33.8427272727273	NA	786	0.338427272727273
LOC412824	0.02307	870	40.7945454545455	NA	290	0.407945454545455
LOC412825	0.02062	9633	50.7227272727273	Effector	3211	0.507227272727273
LOC412832	0.09597	3486	31.3509090909091	NA	1162	0.313509090909091
LOC412834	0.13297	2802	34.6118181818182	NA	934	0.346118181818182
LOC412837	0.11727	945	45.4827272727273	NA	315	0.454827272727273
LOC412838	0.02054	2613	48.9609090909091	NA	871	0.489609090909091
LOC412842	0.03481	1527	46.5254545454545	NA	509	0.465254545454545
LOC412843	0.09116	1698	47.4027272727273	NA	566	0.474027272727273
LOC412850	0.07949	2460	36.4845454545455	NA	820	0.364845454545455
LOC412851	0.10141	942	31.7209090909091	NA	314	0.317209090909091
LOC412853	0.02986	2361	53.4090909090909	NA	787	0.534090909090909
LOC412855	0.04243	5064	49.9854545454545	NA	1688	0.499854545454545
LOC412858	0.13211	2352	51.47	NA	784	0.5147
LOC412859	0.10912	1362	52.5363636363636	NA	454	0.525363636363636
LOC412862	0.091	1515	42.5027272727273	NA	505	0.425027272727273
LOC412864	0.09613	477	36.27	NA	159	0.3627
LOC412866	0.02495	2637	39.8790909090909	NA	879	0.398790909090909
LOC412868	0.06133	855	34.0663636363636	NA	285	0.340663636363636
LOC412870	0.02187	333	31.5318181818182	NA	111	0.315318181818182
LOC412876	0.03819	1800	49.0854545454545	NA	600	0.490854545454545
LOC412878	0.09923	4293	51.6118181818182	NA	1431	0.516118181818182
LOC412880	0.06508	1740	36.3545454545455	NA	580	0.363545454545455
LOC412883	0.02587	1230	52.5572727272727	NA	410	0.525572727272727
LOC412885	0.02616	930	49.4618181818182	NA	310	0.494618181818182
LOC412888	0.0347	2667	52.4045454545455	NA	889	0.524045454545455
LOC412889	0.08536	1218	37.1327272727273	NA	406	0.371327272727273
LOC412896	0.01462	789	51.6072727272727	NA	263	0.516072727272727
