Gene	All_Advanced_Eusocial	All_Social	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC551410	1	1	1	1	1	1	1	1	1	1	1
LOC551411	1	1	1	1	1	1	1	1	1	1	1
LOC551412	1	1	1	1	1	1	1	1	1	1	1
LOC551418	1	1	1	1	1	1	1	1	1	1	1
LOC551421	1	1	1	1	1	1	1	1	1	1	1
LOC551422	1	1	1	1	1	1	1	1	1	0.83427733239092	1
LOC551424	1	1	1	1	1	0.0294655698497118	1	1	1	1	1
LOC551427	1	1	1	1	1	1	1	1	1	1	1
LOC551429	1	1	1	1	1	1	1	1	1	1	1
LOC551430	1	1	1	1	1	1	1	1	1	1	1
LOC551431	1	1	1	1	1	1	1	0.611078206898685	1	1	1
LOC551432	1	1	1	1	1	1	1.49382963104736e-07	1	1	1	1
LOC551433	1	1	1	1	1	1	2.02121590984072e-15	1	1.21332478003729e-08	1	1
LOC551434	1	1	1	1	1	1	1	1	1	1	1
LOC551436	1	1	1	1	1	1	1	1	1	1	1
LOC551449	1	1	1	1	1	1	1	0.000975980413971167	1	1	1
LOC551451	1	1	1	1	1	1	1	1	1	1	1
LOC551454	1	1	1	0.530280410083889	1	1	1	0.614757987679109	1	3.40537132944048e-10	1
LOC551458	1	1	1	1	1	1	1	1	1	1	1
LOC551459	1	1	1	1	NA	1	0.160741543245052	1	1	1	1
LOC551461	1	1	1	1	1	1	1	1	2.54652926853591e-15	1	1
LOC551462	1	1	1	1	1	1	8.3216117951862e-09	1	1	1	1
LOC551463	1	1	1	1	1	1	1	1	1	1	1
LOC551465	1	1	1	1	1	1	1	1	1	1	1
LOC551466	1	1	1	1	1	1	1	0.796682322221628	1	1	1
LOC551469	1	1	1	1	1	1	1	1	1	1	1
LOC551470	1	1	1	1	1	1	1	1	1	1	1
LOC551474	1	1	1	1	1	1	1	1	1	1	1
LOC551476	1	1	1	1	1	1	1	0.852739590321761	1	1	1
LOC551477	1	1	1	1	1	1	0.000594248059270267	1	1	1	1
LOC551479	1	1	1	1	1	1	1	1	1	1	1
LOC551480	1	1	1	1	1	1	1	1	1	1	1
LOC551485	1	1	1	1	1	1	1	1	1	1	1
LOC551488	1	1	1	1	1	1	1	1	1	1	1
LOC551489	1	1	1	1	1	1	1	1	1	1	1
LOC551492	1	1	1	1	1	1	1	1	1	1	1
LOC551493	1	1	1	1	1	1	1	1	0.404846570897177	0.0644976710585057	1
LOC551494	1	1	1	1	1	1	1	1	2.29644822696808e-05	3.62139345415559e-07	1
LOC551495	1	1	1	1	1	1	1	1	1	1	1
LOC551497	1	0.000203408062660657	1	1	1	1	1	1	1	1	1
LOC551498	1	1	1	0.00357940923206001	1	1	1	1	1	1	1
LOC551499	1	1	1	1	1	1	1	1	1	1	1
LOC551502	1	1	1	1	1	1	1	1	3.19239591124976e-11	1	1
LOC551505	1	1	1	1	1	1	1	1	1	1	1
LOC551506	1	1	1	0.00945497964059651	1	1	1.96424224805142e-07	1	1	1	1
LOC551508	1	1	1	1	1	1	1	1	1	1	1
LOC551509	1	1	1	1	1	1	1	1	1	1	1
LOC551510	1	1	1	1	1	1	1	6.63673454058546e-11	6.65112363592754e-09	1	1
LOC551511	1	1	1	1	1	1	1	1	1	1	1
LOC551516	1	1	1	1	1	1	1	1	1	1	1
LOC551518	1	1	1	1	1	1	1	1	1	1	1
LOC551519	1	1	1	1	1	1	1	1	1	1	1
LOC551520	1	1	1	1	1	1	1	1	1	1	1
LOC551521	1	1	1	1	1	1	1	1	1	1	1
LOC551523	1	1	1	1	1	1	1	1	1	1	1
LOC551524	1	1	1	1	1	1	1	1	1	1	1
LOC551525	1	1	1	1	1	1	1	1	1	1	1
LOC551528	1	1	1	1	1	1	1	1	1	1	1
LOC551531	1	1	1	1	1	1	1	1	1	1	1
LOC551532	1	1	1	1	1	1	1	1	1	1	1
LOC551535	1	1	1	1	1	1	1	1	1	1	1
LOC551536	1	1	1	1	1	8.81382493776665e-09	1	1	1	1	1
LOC551538	1	1	1	1	1	1	1	1	1	1	1
LOC551539	1	1	1	1	1	1	1	1	1	1	1
LOC551540	1	1	1	1	1	1	1	1	1	1	1
LOC551545	1	1	1	1	1	1	1	1	1.16901353067606e-11	1	1
LOC551546	1	1	1	1	1	1	1	1	1	1	1
LOC551547	1	1	1	1	1	1	1	1	1	1	1
LOC551548	1	1	1	1	1	1	1	1	1	1	1
LOC551550	1	1	1	1	1	1	1	1	1	1	1
LOC551551	2.02392394759312e-08	1	1	2.01490105099144e-10	1	1	1	1	1	1	1
LOC551552	1	1	1	1	1	1	1	1	1	1	1
LOC551558	1	1	1	1	1	1	1	1	1	1	1
LOC551559	1	1	1	1	1	1	1	1	1	1	0.133933909230873
LOC551560	1	1	1	1	1	1	1	1	1	1	1
LOC551563	1	1	1	1	1	0.786902454266789	1	1	1	1	1
LOC551566	1	1	1	1	1	0.000856925691655366	1.34063237199894e-07	1	1	1	1
LOC551570	1	1	1	1	1	1	1	1	0.120976184615843	1	1
LOC551571	1	1	1	1	1	1	1	1	1	1	1
LOC551573	1	1	1	1	1	1	1	1	1	0.392676801236688	1
LOC551576	1	1	1	1	1	1	0.000194576111605361	1	0.419716205426285	1	1
LOC551579	1	1	1	1	1	1	1	1	1	1	1
LOC551580	1	1	1	1	1	1	1	1	0.00328667020599782	1	1
LOC551582	1	1	1	1	1	1	1	1	1	0.355563904279596	1
LOC551584	1	1	1	1	1	1	1	1	1	1	1
LOC551585	1	1	1	1	1	1	1	1	1	1	1
LOC551586	1	1	1	1	1	1	1	1	1	1	1
LOC551587	0.78769992752698	1	1	0.156381374155248	1	1	2.0807419235482e-12	1	1	1	1
LOC551588	1	1	1	1	1	1	1	1	1	1	1
LOC551590	1	1	1	1	1	1	1	1	1	1	1
LOC551593	1	1	1	1	1	1	1	1	1	1	1
LOC551595	1	1	1	1	1	1	1	1	1	1	1
LOC551596	1	1	1	1	1	1	1	1	0.00567227941390021	1	1
LOC551597	1	1	1	1	1	1	1	1	1	1	1
LOC551599	1	1	1	1	1	1	1	1	0.13717175753807	1	1
LOC551604	1	1	1	1	1	1	0.0028201743676527	1	1	1	1
LOC551605	1	1	1	1	1	1	1	1	3.81023755811836e-05	1	1
LOC551606	1	1	1	1	1	1	1	1	1	1	1
LOC551609	1	1	1	1	1	1	1	1	1	1	1
LOC551610	1	1	1	1	1	1	1	1	1	1	1
LOC551613	1	1	1	1	1	0.0285263155225556	1	1	1	0.251241479044642	1
LOC551614	1	1	1	1	1	1	1	1	1	1	1
LOC551617	1	1	1	1	1	1	1	1	1	1	1
LOC551620	1	1	1	1	1	1	1	1	1	1	1
LOC551621	1	1	1	1	1	1	1	1	1	1	1
LOC551622	1	1	1	1	1	1	1	1	1	1	1
LOC551625	1	1	1	1	1	0.732426194397077	1	1	1	1	1
LOC551628	1	1	1	1	1	1	1	1	1	1	1
LOC551636	1	1	1	1	1	0.00788923308625194	1	1	1	1	1
LOC551637	1	1	1	1	1	1	1	1	1	1	1
LOC551644	1	1	1	1	1	1	1	1	1	1	1
LOC551650	1	1	1	1	1	1	1	1	1	1	1
LOC551652	1	1	1	1	1	1	1	1	1	1	1
LOC551655	1	1	1	1	1	1	1	1	1	1	1
LOC551659	1	1	1	1	1	1	0.00467689552358701	1	1	1	1
LOC551666	1.18635350345493e-05	0.415575914180826	1	0.430584888245327	1	1	1	1	1	1	1
LOC551667	1	1	1	1	1	1	1	1	1	1	1
LOC551672	1	1	1	1	1	1	1	1	1	1	1
LOC551673	1	1	1	1	1	1	1	1	3.94200260426359e-11	1	1
LOC551676	1	1	1	1	1	1	1	1	1	1	1
LOC551677	1	1	1	1	1	1	5.46634996554858e-05	1	0.291640322749816	1	1
LOC551678	1	1	1	1	1	1	1	1	1	1	1
LOC551680	1	1	1	1	1	1	1	1	1.67889078666062e-07	1	1
LOC551682	1	1	1	1	1	1	1	1	0.00997667406522198	1	1
LOC551684	1	1	1	1	1	1	1	1	1	1	1
LOC551686	1	1	1	1	1	1	1	1	1	1	1
LOC551690	1	1	1	1	1	1	1	1	0.0101404420010954	1	1
LOC551692	1	1	1	1	1	1	1	1	1	1	1
LOC551694	1	1	1	1	1	1	1	1	1.9734019970291e-05	1	1
LOC551696	1	1	1	1	1	1	1	1	1	1	1
LOC551700	1	1	1	1	1	1	1	1	1	1	1
LOC551702	1	1	1	1	1	1	1	1	1	1	1
LOC551703	1	1	1	1	1	1	1	1	1	1	1
LOC551705	1	1	1	1	1	1	0.465947280724618	1	1	1	1
LOC551708	1	1	1	1	1	1	1	1	1	1	1
LOC551710	1	1	1	1	1	0.882295327589388	1	1	0.240936953841228	1	1
LOC551711	1	1	1	1	1	0.65062758606294	1	1	1	0.0717254841064413	1
LOC551715	1	1	1	1	1	1	1	1	1	1	1
LOC551717	1	1	1	1	1	1	1	1	1	1	1
LOC551718	1	1	1	1	1	1	1	1	1	1	1
LOC551720	1	1	1	1	1	1	1	1	1	1	1
LOC551722	1	1	1	1	1	1	0.833061876884435	1	1	1	1
LOC551724	1	1	1	1	1	8.06987309638228e-07	1	1	4.73702690278514e-05	1	1
LOC551725	1	1	1	1	1	1	1	1	1	1	1
LOC551726	1	1	1	1	1	1	1	1	1	1	1
LOC551727	1	1	1	1	1	0.112408304963782	1	1	1	1	1
LOC551730	1	1	1	1	1	1	0.0113996209620282	1	1	1	1
LOC551731	1	1	1	1	1	1	1	1	1	1	1
LOC551733	1	1	1	1	1	1	1	1	1	1	1
LOC551734	1	1	1	1	1	1	1	1	1	1	1
LOC551737	1	1	1	1	1	1	1	1	1	1	1
LOC551738	1	1	1	1	1	2.01419208770339e-06	1	1	1	1	1
LOC551739	1	1	1	1	1	1	1	1	1	1	1
LOC551740	1	1	1	1	1	1	1	1	1	1	1
LOC551743	1	1	1	1	1	1	1	1	1	1	1
LOC551744	1	1	1	1	1	1	1	1	1	1	1
LOC551745	1	1	1	1	1	0.0010543037320386	1	1	1	1	1
LOC551747	1	1	1	1	1	1	1	1	1	1	1
LOC551751	1	1	1	1	1	1	1	1	1	1	1
LOC551754	0.00304994486564002	1	1	1	1	1	1	1	1.46515222041188e-23	1	1
LOC551756	1	1	1	1	1	1	1	1	1	0.0425026372066124	1
LOC551758	1	1	1	1	1	1	1	1	1	1	1
LOC551759	1	1	1	1	1	1	1	1	1	1	1
LOC551760	1	1	1	NA	NA	1	1	1	1	1	1
LOC551761	1	1	1	1	1	1	1	1	1	1	1
LOC551763	1	1	1	1	1	1	1	1	1	1	1
LOC551765	1	1	1	1	1	1	1	1	1	1	1
LOC551766	1	1	1	1	1	1	1	1	1	1	1
LOC551770	1	1	1	1	1	1	1	1	1	1	1
LOC551771	1	1	1	1	1	1	1	1	1	1	1
LOC551772	1	1	1	1	1	1	0.00137104220879037	1	1.29621643518981e-20	1	1
LOC551773	1	1	1	1	1	1	1	1	1	1	1
LOC551774	1	1	1	1	1	1	8.12307828908936e-10	1	1	1	1
LOC551775	1	1	1	1	1	1	1	1	1.45150248809275e-12	1	1
LOC551778	1	1	1	1	1	1	1	1	1	1	1
LOC551779	1	1	1	1	1	1	1	1	1	1	1.48776717061511e-07
LOC551780	1	1	1	1	1	1	0.0115658155017505	1	1	1	1
LOC551781	1	1	1	1	1	1	1	1	1	1	1
LOC551782	1	1	1	1	1	1	1.58780157748287e-18	1	1	1	1
LOC551784	1	1	1	1	1	1	1	1	1	1	1
LOC551785	1	1	1	1	1	1	1	1	1	1	1
LOC551787	1	1	1	1	1	1	1	1	0.00053552360029129	1	1
LOC551791	1	1	1	1	1	1	1	1	1	1	1
LOC551792	1	1	1	1	1	1	1	1	1	1	1
LOC551793	1	1	1	1	1	1	1	1	1	1	1
LOC551796	1	1	1	1	1	1	1	1	1	1	1
LOC551801	1	1	1	1	1	1	1	1	1	1	1
LOC551804	1	1	1	1	1	1	1	1	1	1	1
LOC551807	1	1	1	0.0639179494724591	1	1	1	1	1	1	1
LOC551809	1	1	1	1	1	1	0.0553535493173475	1	1	1	1
LOC551811	1	1	1	1	1	1	1	1	1	1	1
LOC551812	1	1	1	1	1	1	1	1	1	1	1
LOC551820	1	1	1	1	1	1	1	1	1	1	1
LOC551822	1	1	1	1	1	1	1	1	1	1	1
LOC551823	1	1	1	1	1	1	1	1	1	1	1
LOC551824	1	1	1	1	1	1	1	1	1	1	1
LOC551825	1	1	1	1	1	1	1	1	1	1	1
LOC551830	1	1	1	1	1	1	1	1	1	1	1
LOC551831	1	1	1	1	1	1	1	1	1	1	1
LOC551832	1	1	1	1	1	1	1	1	1	1	1
LOC551833	1	1	1	1	1	1	1	1	1	1	1
LOC551834	1	1	1	1	1	1	1	1	1	1	1
LOC551835	1	1	1	1	1	1	1	1	1	1	1
LOC551838	1	1	1	1	1	1	1	1	1	1	1
LOC551839	1	1	1	1	1	1	1	1	1	1	1
LOC551840	1	1	1	1	1	1	5.48491662559932e-07	1	1	1	1
LOC551842	1	1	1	1	1	1	1	0.0745148889922485	1	1	1
LOC551843	1	1	1	1	1	1	1	1	1	1	1
LOC551844	1	1	1	1	1	1	0.635931393465735	1	1	1	1
LOC551848	1	1	1	1	1	1	1	1	1	1	1
LOC551849	1	1	1	1	1	1	1	1	1	1	1
LOC551852	1	1	1	1	1	1	1	1	1	1	1
LOC551854	1	1	1	1	1	0.0554512047100481	1	1	1	1	1
LOC551856	1	1	1	1	1	1	1	1	6.98021851260956e-05	1	1
LOC551857	1	1	1	1	1	1	1	1	1	1	1
LOC551858	1	1	1	1	1	1	1	1	1	1	1
LOC551859	1	1	1	1	1	1	1	1	0.523050728876557	1	1
LOC551860	1	1	1	1	1	1	1	1	1	1	1
LOC551861	1	1	1	1	1	1	1	1	1	1	1
LOC551867	1	1	1	1	1	1	1	1	1	1	1
LOC551868	1	1	1	1	1	1	1	1	0.0875266297460256	1	1
LOC551869	1	1	1	1	1	1	1	1	1	1	1
LOC551870	1	1	1	1	1	1	1	1	1	1	1
LOC551871	1	1	1	1	1	1	9.75271086603326e-13	1	3.09084430771035e-12	1	1
LOC551874	1	1	1	1	1	1	1	1	1	1	1
LOC551875	1	1	1	1	1	1	1	1	1	1	1
LOC551877	1	1	1	1	1	1	1	1	1	1	1
LOC551885	1	1	1	1	1	1	1	1	1	1	1
LOC551888	1	1	1	1	1	1	1	1	1	1	1
LOC551889	1	1	1	1	1	1	1	1	1	1	1
LOC551891	1	1	1	1	1	1	1	1	1	1	1
LOC551893	1	1	1	1	1	1	1	1	1	1	1
LOC551895	1	1	1	1	1	0.101447625621092	0.0280945313376385	1	1	1	1
LOC551896	1	1	1	1	1	1	1	1	1	1	1
LOC551897	1	1	1	1	1	1	1	1	1	1	1
LOC551901	1	1	1	1	1	1	1	1	1	1	1
LOC551902	1	1	1	1	1	1	1	1	1	1	1
LOC551903	1	1	1	1	1	1	1	1	1	1	1
LOC551904	1	1	1	1	1	1	1	1	1	1	1
LOC551906	1	1	1	1	1	1	1	1	1	1	1
LOC551907	1	1	1	1	1	0.000223779994720024	1	1	1	1	1
LOC551913	1	1	1	1	1	1	1	1	1	1	1
LOC551914	1	1	1	1	1	1	1	1	1	1	1
LOC551916	1	1	1	1	1	1	1	1	1	1	1
LOC551918	1	1	1	1	1	1	1	1	1	1	1
LOC551919	1	1	1	1	1	1	2.69001038527028e-13	1	1	1	1
LOC551920	1	1	1	1	1	1	1	1	0.00231672346432267	1	1
LOC551927	1	1	1	1	1	1	1	1	1	1	1
LOC551928	1	1	1	1	1	1	1	1	1	1	1
LOC551930	1	1	1	1	1	1	1	1	1	1	1
LOC551936	1	1	1	1	1	1	1	1	0.00399034566605225	0.30827251648542	1
LOC551938	1	1	1	1	1	1	1	1	1	1	1
LOC551939	1	1	1	1	1	1	1	1	1	1	1
LOC551944	1	1	1	1	1	0.0804520823240289	1	1	1	1	1
LOC551945	1	1	1	1	1	1	1	1	1	1	1
LOC551946	1	1	1	1	1	1	1	1	1	1	1
LOC551947	1	1	1	1	1	5.91981945200688e-29	1	1	1	1	1
LOC551950	1	1	1	1	1	1	1	1	1	1	1
LOC551954	1	1	1	1	1	1	1	1	1	1	1
LOC551956	1	1	1	1	1	1	1	1	1	1	1
LOC551957	1	1	1	1	1	1	1	1	0.00399034566605225	0.30827251648542	1
LOC551958	1	1	1	1	1	0.000845214525381182	1	1	1	1	1
LOC551959	1	1	1	1	1	1	1	1	1	1	1
LOC551960	1	1	1	1	1	4.27955135476753e-05	1	1	1	1	1
LOC551963	1	1	1	1	1	1	1	1	1	1	1
LOC551966	1	1	1	1	1	1	1	1	1	1	1
LOC551967	1	1	1	1	1	1	1	1	1	1	1
LOC551968	1	1	1	1	1	1	1	1	1	1	1
LOC551974	1	1	1	1	1	1	1	1	1	1	1
LOC551976	1	1	1	1	1	1	1	1	1.10563062931327e-11	1	1
LOC551978	1	1	1	1	1	1	1	1	1	1	1
LOC551981	1	1	1	1	1	1	1	1	1	1	1
LOC551983	1	1	1	1	1	1	1	1	1	1	1
LOC551984	1	1	1	1	1	1	0.00862249726385153	1	1	1	1
LOC551990	1	1	1	1	1	1	1	1	1	1	1
LOC551991	1	1	1	1	1	1	1	1	1	1	1
LOC551993	1	1	1	1	1	1	1	1	1	1	1
LOC551997	1	1	1	1	1	4.94894890633841e-07	1	1	1.80492120247921e-14	1	1
LOC551998	1	1	1	1	NA	1	1	1	1	1	1
LOC552001	1	1	1	1	1	1	1	1	1	1	1
LOC552005	1	1	1	0.517973334572822	1	1	1	1	0.179214252057149	1	1
LOC552006	1	1	1	1	1	1	1	1	8.38379306801471e-05	1	1
LOC552007	1	1	1	1	1	1	1	1	1	1	1
LOC552008	1	1	1	1	1	1	1	1	0.00155929614774937	1	1
LOC552010	1	1	1	1	1	1	1	1	1	1	1
LOC552012	1	1	1	1	1	1	1	1	1	1	1
LOC552014	1	1	1	1	1	1	1	1	1	1	1
LOC552015	1	1	1	1	1	1	1	1	1	1	1
LOC552016	1	1	1	1	1	1.50113268083456e-05	1	1	1	1	1
LOC552017	1	2.97085767564236e-14	1	1.62968653640758e-08	1	1	0.0343966008580384	1	1	1	1
LOC552019	1	1	1	1	1	1	1	1	1	1	1
LOC552020	1	1	1	1	NA	1	0.484882280556995	1	0.0222228720241544	1	1
LOC552021	1	1	1	1	1	1	1	1	1	1	1
LOC552022	1	1	1	1	1	1	0.0669403411214503	1	1	1	1
LOC552023	1	1	1	1	1	1	1	1	1	1	1
LOC552024	1	1	1	1	1	1	1	1	1	1	1
LOC552026	1	1	1	1	1	1	1	1	0.00119557204068283	1	1
LOC552028	1	1	1	1	1	1	1	1	1	1	1
LOC552029	1	1	1	1	1	1	1	1	1	1	1
LOC552030	1	1	1	1	1	1	1	1	1	1	1
LOC552031	1	1	1	1	1	1	1	1	1	1	1
LOC552032	1	1	1	1	1	1	1	1	1	1	1
LOC552034	1	1	1	1	1	1	1	1	1	1	1
LOC552037	1	1	1	1	1	1	1	1	1	1	1
LOC552039	1	1	1	1	1	1	1	1	1	1	1
LOC552040	1	1	1	1	1	1	1	1	0.431143374790299	1	1
LOC552042	1	1	1	1	1	1	1	1	1	1	1
LOC552044	1	1	1	1	1	1	1	1	1	1	1
LOC552047	1	1	1	1	1	1	1	1	1	1	1
LOC552048	1	1	1	1	1	1	1	1	1	1	1
LOC552050	1	1	1	1	1	1	1	1	1	1	1
LOC552052	1	1	1	1	1	1	1	1	1	1	1
LOC552053	1	1	1	1	1	0.00406700182538884	1	1	1	1	1
LOC552055	1	1	1	1	1	1	1	1	1	1	1
LOC552058	1	1	1	1	1	1	1	1	6.46762474880162e-05	1	1
LOC552061	1	1	1	1	1	1	1	1	1	1	1
LOC552063	1	1	1	1	1	1	1	1	1	1	1
LOC552065	1	1	1	1	1	1	1	1	1	1	1
LOC552067	1	1	1	1	1	1	1	1	1	1	1
LOC552068	1	1	1	1	1	1	1	1	1	1	1
LOC552070	1	1	1	1	1	1	1	1	1	1	0.125815742732639
LOC552071	1	1	1	0.198337745020264	NA	1	1	1	1	1	1
LOC552072	1	1	1	1	1	1	1	1	1	1	1
LOC552074	1	4.27957546079506e-08	1	1	3.23767221698413e-24	1	0.0492729787178379	1	1	1	1
LOC552076	1	1	1	1	1	1	1	1	1	1	1
LOC552077	1	1	1	1	1	1	1	1	1	1	1
LOC552081	1	1	1	1	1	1	1	1	0.0196871345863135	1	1
LOC552082	1	1	1	1	1	0.0416148078475372	1	1	1	1	1
LOC552083	1	1	1	1	1	1	1	1	1	1	1
LOC552084	1	1	1	1	1	1	1	1	1	1	1
LOC552085	1	1	1	1	1	1	1	1	1	1	1
LOC552088	1	1	1	1	1	1	1	1	1	1	1
LOC552090	1	1	1	1	1	1	1	1	1	1	1
LOC552094	1	1	1	1	1	1	1	1	1	1	1
LOC552097	1	1	1	1	1	1	1	1	1	1	1
LOC552098	1	1	1	1	1	1	1	1	1	1	1
LOC552099	1	1	1	1	1	1	1	1	1	1	1
LOC552101	1	1	1	1	1	1	1	1	1	1	1
LOC552102	1	1	1	1	1	1	1	1	1	1	1
LOC552103	1	1	1	1	1	1	1	1	3.41551576609869e-05	1	1
LOC552104	1	1	1	1	1	1	1	1	0.609021596618432	1	1
LOC552105	1	1	1	1	1	1	1	1	1	1	1
LOC552106	1	1	1	1	1	0.0936004635265612	1	1	1	1	1
LOC552108	1	1	1	1	1	1	1	1	1	1	1
LOC552113	1	1	1	0.0281269947621475	1	1	1	1	1	1	1
LOC552114	1	1	1	1	1	1	1	1	7.45914519165958e-09	1	1
LOC552116	1	1	1	1	1	1	1	1	1	1	1
LOC552117	1	1	1	1	1	1	1	1	0.0307292624004527	1	1
LOC552118	1	1	1	1	1	1	1	1	1	1	1
LOC552125	1	1	1	1	1	1	1	1	1	1	1
LOC552128	1	1	1	1	1	1	0.0189272182543765	1	1	1	1
LOC552129	1	1	1	1	1	1	0.188289646816665	1	1	1	1
LOC552134	1	1	1	1	1	1	1	1	1	1	1
LOC552140	1	1	1	1	1	1	1	1	1	1	1
LOC552147	1	1	1	1	1	1	1	1	1	1	1
LOC552148	1	1	1	1	1	1	1	1	1	1	1
LOC552151	1	1	1	1	1	1	1	1	1.6139121349133e-10	1	1
LOC552152	1	1	1	1	1	1	1	1	1	1	1
LOC552153	1	1	1	1	1	1	0.00394510794091746	1	7.4351844158465e-16	1	1
LOC552154	1	1	1	1	1	1	1	1	1	1	1
LOC552155	1	1	1	1	1	1	1	1	1	1	1
LOC552159	1	1	1	1	1	1	1	1	1	1	1
LOC552166	1	1	1	1	1	1	1	1	2.91578961008572e-16	1	1
LOC552169	1	1	1	1	1	1	1	1	1	1	1
LOC552170	1	1	1	1	1	0.147801952175658	1	1	1	1	1
LOC552171	1	1	1	1	1	1	1	1	1	1	1
LOC552172	1	1	1	1	1	1	1	1	1	1	1
LOC552175	1	1	1	1	1	1	1	1	1	1	1
LOC552178	1	1	1	1	1	1	1	1	0.000510987270695103	1	1
LOC552182	1	1	1	1	1	1	1	1	1	1	1
LOC552183	1	1	1	1	1	1	1	1	1	1	1
LOC552185	1	1	1	1	1	1	1	1	1	1	1
LOC552187	1	1	1	1	1	1	1	1	1	1	1
LOC552195	1	1	1	1	1	1	1	1	1	1	1
LOC552198	1	1	1	1	1	1	1	1	0.0162695434045483	1	1
LOC552200	1	1	1	1	1	1	1	1	1	1	1
LOC552202	1	1	1	1	1	1	1	1	1	1	1
LOC552205	1	1	1	1	1	1	1	0.0829447193824475	0.000265174228441349	1	1
LOC552211	1	1	1	1	1	1	1	1	1	1	1
LOC552214	1	1	1	1	1	1	1	1	1	1	1
LOC552215	1	1	1	1	1	1	1	1	1	1	1
LOC552216	1	1	1	1	1	1	1	1	1	1	1
LOC552217	1	1	1	1	1	1	1	1	1	1	1
LOC552221	1	1	1	1	1	1	1	1	1	1	1
LOC552223	1	1	1	1	1	1	1	1	1	1	1
LOC552225	1	1	1	1	1	1	1	1	1	1	1
LOC552227	1	1	1	1	1	1	1	1	1	1	1
LOC552231	1	1	1	1	1	1	1	1	1	1	1
LOC552234	1	1	1	1	1	1	1	1	1	1	1
LOC552238	1	1	1	1	1	1	1	1.78543394167978e-05	1	1	1
LOC552239	1	1	1	1	1	1	0.712068357342937	1	1	1	1
LOC552241	1	1	1	1	1	1	1	1	0.000228372012506669	1	1
LOC552244	1	1	1	1	1	1	1	1	1	1	1
LOC552253	1	1	1	1	1	1	1	1	1	1	1
LOC552257	1	1	1	7.26954292258996e-16	1	1	0.524851679927001	0.0725631624988677	0.0998466097297743	1	1
LOC552258	1	1	1	1	1	1	1	1	1	1	1
LOC552259	1	1	1	1	1	1	0.0336059030282225	1	1	1	1
LOC552260	1	1	1	1	1	1	1	1	1	1	1
LOC552261	1	1	1	1	1	1	1	1	1	1	1
LOC552264	1	1	1	1	1	1	1	1	1	1	1
LOC552265	1	1	1	1	1	1	1	1	1	1	1
LOC552266	1	1	1	1	1	1	1	1	1	1	1
LOC552267	1	1	1	1	1	1	1	1	1	1	1
LOC552268	1	1	1	1	1	1	1	1	1	1	1
LOC552273	1	1	1	1	1	1	1	1	1	1	1
LOC552274	1	1	1	1	1	1	1	1	1	1	1
LOC552280	1	1	1	1	1	1	1	1	4.08279396056175e-12	1	1
LOC552282	1	1	1	1	1	1	1	1	3.96840573207728e-06	1	1
LOC552284	1	1	1	1	1	1	1	1	0.0131879953504926	1	1
LOC552285	1	1	1	1	1	1	1	1	1	1	1
LOC552287	1	1	1	1	1	1	1	1	1	1	1
LOC552288	1	1	1	1	1	1	1	1	1	1	1
LOC552289	1	1	1	1	1	1	2.06371468807898e-19	1	1	1	1
LOC552290	1	1	1	1	1	1	1	1	1	1	1
LOC552291	1	1	1	1	1	1	1	1	1	1	1
LOC552293	1	1	1	1	1	1	1	1	1	1	1
LOC552294	1	1	1	1	1	1	1	1	1	1	1
LOC552295	1	1	1	1	1	1	1	1	1	1	1
LOC552297	1	1	1	1	1	1	1	1	0.00372768493548675	1	1
LOC552299	1	1	1	1	1	1	1	1	1	1	1
LOC552305	1	1	1	1	1	1	1	1	1	1	1
LOC552306	1	1	1	1	1	1	1	1	1	1	1
LOC552307	1	1	1	1	1	1	1	1	1	1	1
LOC552308	1	1	1	1	1	1	1	1	1	1	1
LOC552309	1	1	1	1	1	1	1	1	1	1	1
LOC552310	1	1	1	1	1	1	1	1	1	1	1
LOC552312	1	1	1	1	1	1	1	1	1.40220338308627e-08	1	1
LOC552316	1	1	1	1	1	1	1	1	1.80101231276963e-12	1	1
LOC552317	1	1	1	0.0123223921699164	1	1	1	1	1	1	1
LOC552318	1	1	1	1	1	1	1	1	1.26434437677111e-08	1	1
LOC552319	1	1	1	1	1	0.001032543569219	1	1	1	1	1
LOC552323	1	1	1	1	1	1	1	1	1	1	1
LOC552324	1	1	1	1	1	1	1	1	1	1	1
LOC552325	1	1	1	1	1	1	1	1	1	1	1
LOC552326	1	1	1	1	1	1	1	1	1	1	1
LOC552328	1	1	1	1	1	1	1	1	1	1	1
LOC552329	1	1	1	1	1	1	1	1	1	1	1
LOC552332	1	1	1	1	1	1	1	1	1	1	1
LOC552334	1	1	1	1	1	1	1	1	1	1	1
LOC552336	1	1	1	1	1	9.03398891644059e-08	1	1	1	1	1
LOC552340	1	1	1	1	1	1	1	1	1	1	1
LOC552343	1	1	1	1	1	1	1	1	1	1	1
LOC552345	1	1	1	1	1	1	1	1	1	1	1
LOC552347	1	1	1	1	1	1	1	1	1	1	1
LOC552354	1	1	1	1	1	1	1	1	3.38851405328185e-12	1	1
LOC552358	1	1	1	1	1	1	0.000148401387410291	1	1	1	1
LOC552359	1	1	1	1	1	1	1	1	1	1	1
LOC552361	1	1	1	1	1	1	1	1	1	1	1
LOC552362	1	1	1	1	1	1	1	1	1	1	1
LOC552363	1	1	1	1	1	1	1	1	1	1	1
