Gene	AlnLength	Codon	Function	dN.dS	GCProp	All_Advanced_Eusocial	All_Social	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC411780	2139	713	NA	0.04215	0.357645454545455	1	1	1	1	1	1	1	1	1	1	1
LOC411781	1278	426	NA	0.21155	0.423018181818182	1	1	1	1	1	1	1	1	1.62274099205493e-05	1	1
LOC411786	1254	418	NA	0.01418	0.347036363636364	1	1	1	1	1	1	1	1	1	1	1
LOC411789	912	304	NA	0.04399	0.361563636363636	1	1	1	1	1	1	1	1	1	1	1
LOC411790	798	266	NA	0.16031	0.361254545454545	1	1	1	1	1	1	1	1	1	1	1
LOC411793	1053	351	NA	0.03829	0.351563636363636	1	1	1	1	1	1	1	1	1	1	1
LOC411794	2052	684	NA	0.04495	0.408372727272727	1	1	1	1	1	1	0.00174560497246967	1	1	1	1
LOC411795	879	293	NA	0.11754	0.336018181818182	1	1	1	1	1	1	1	1	1	1	1
LOC411796	1206	402	NA	0.06323	0.346	1	1	1	1	1	1	1	1	1	1	1
LOC411797	1158	386	NA	0.11115	0.360090909090909	1	1	1	1	1	0.0020378015138267	1	1	1	1	1
LOC411799	1707	569	NA	0.05549	0.366572727272727	1	1	1	1	1	1	1	1	1	1	1
LOC411802	2331	777	NA	0.09662	0.322572727272727	1	1	1	1	1	1	1	1	1	1	1
LOC411805	1737	579	NA	0.13786	0.420418181818182	1	1	1	1	1	1.21084677383834e-06	1	1	4.69077038613783e-07	1	1
LOC411806	4320	1440	NA	0.06958	0.401863636363636	1	1	1	1	1	1	0.141560059656808	1	1	5.09771576746951e-09	1
LOC411807	1374	458	NA	0.09819	0.480336363636364	1	1	1	1	1	1	1	1	1	1	1
LOC411808	1530	510	NA	0.07027	0.438963636363636	1	1	1	1	1	1	1	1	4.74349279654254e-21	1	1
LOC411809	1890	630	NA	0.18226	0.384709090909091	1	1	1	1	1	1	1	1	1	1	2.61355156034289e-09
LOC411813	1617	539	NA	0.07945	0.419	1	1	1	1	1	1	1	1	0.00722459873510395	1	1
LOC411815	1182	394	NA	0.08179	0.359245454545455	1	1	1	1	1	1	1	1	1	1	1
LOC411820	1191	397	NA	0.04379	0.459745454545455	1	1	1	1	1	1	1	1	1	1	1
LOC411822	714	238	NA	0.16317	0.352409090909091	1	1	1	1	1	1	1	1	1	1	1
LOC411828	1515	505	NA	0.01144	0.456618181818182	1	1	1	1	1	1	1	1	1	1	1
LOC411832	516	172	NA	0.07427	0.366118181818182	1	1	1	1	1	1	1	1	1	1	1
LOC411833	1134	378	NA	0.10764	0.3687	1	1	1	1	1	1	9.74226015667081e-05	1	1	1	1
LOC411836	768	256	NA	0.06537	0.3416	2.40932348106611e-05	1	1	1	1	1	1	1	1	1	1
LOC411837	855	285	NA	0.04647	0.3448	1	1	1	1	1	1	1	1	1	2.10805913566791e-11	1
LOC411839	1185	395	NA	0.12623	0.332581818181818	1	1	1	1	1	1	1	1	1	1	1
LOC411841	1494	498	NA	0.13216	0.363272727272727	1	1	1	1	1	1	1	1	1	1	1
LOC411845	918	306	NA	0.08074	0.374936363636364	1	1	1	1	1	1	1	1	1	1	1
LOC411846	1956	652	NA	0.16767	0.431772727272727	1	1	1	1	1	1	1	1	1	1	1
LOC411849	1461	487	NA	0.08398	0.3571	1	1	1	1	1	1	1	1	1	1	1
LOC411850	2043	681	NA	0.13606	0.400218181818182	0.010619471376675	1	1	1	1	1	1	1	1	1	1
LOC411852	645	215	NA	0.08311	0.371245454545455	1	1	1	1	1	1	1	1	1	1	1
LOC411854	1644	548	NA	0.11648	0.393381818181818	1	1	1	1	1	1	1	1	1	1	1
LOC411856	879	293	NA	0.02721	0.365790909090909	1	1	1	1	1	1	1	1	1	1	1
LOC411857	657	219	NA	0.03824	0.377327272727273	1	1	1	1	1	1	1	1	1	1	1
LOC411858	1050	350	NA	0.05047	0.3763	1	1	1	1	1	1	1	1	0.0261179834566144	1	1
LOC411861	759	253	NA	0.12438	0.357409090909091	1	1	1	1	1	1	1	1	1	1	1
LOC411863	738	246	NA	0.16146	0.3353	1	1	1	1	1	1	1	1	1	1	1
LOC411864	3792	1264	NA	0.057	0.458	1	1	1	1	1	1	1	1	2.00458462217202e-06	1	1
LOC411865	2601	867	NA	0.05175	0.355772727272727	1	1	1	1	1	1	1	1	1	1	1
LOC411870	210	70	NA	0.09	0.361481818181818	1	1	1	1	1	1	1	1	1	1	0.92056335581505
LOC411875	1446	482	NA	0.09409	0.341627272727273	1	1	1	1	1	1	1	1	1	1	1
LOC411879	939	313	NA	0.00373	0.410518181818182	1	1	1	1	1	1	1	1	1	1	1
LOC411881	2628	876	NA	0.02799	0.431990909090909	1	1	1	1	1	1	1	1	0.00538253511114464	1	1
LOC411882	867	289	NA	0.05906	0.334581818181818	1	1	1	1	1	1	1	1	1	1	3.68015437340932e-05
LOC411886	1518	506	NA	0.0433	0.324	1	1	1	1	1	0.000124922418847032	1	1	1	1	1
LOC411888	2319	773	Effector	0.04704	0.5139	1	1	1	1	1	1	1	1	1	1	1
LOC411890	1170	390	NA	0.01835	0.443190909090909	1	1	1	1	1	1	1	1	1	1	1
LOC411891	2010	670	NA	0.0599	0.396027272727273	1	1	1	1	1	1	1	1	1	1	1
LOC411892	1059	353	Signalling	0.05843	0.352318181818182	1	1	1	1	1	1	1	1	1	0.012209936487328	1
LOC411893	966	322	NA	0.12818	0.408518181818182	1	1	1	1	1	1	1	1	1	1	1
LOC411896	1989	663	NA	0.07406	0.351245454545455	1	1	1	1	1	1	1	1	1	1	1
LOC411897	1683	561	NA	0.068	0.368918181818182	1	1	1	1	1	1	1	1	0.672751320910452	1	1
LOC411901	1038	346	NA	0.00461	0.407345454545455	1	1	1	1	1	1	1	1	1	1	1
LOC411903	2811	937	NA	0.04901	0.374236363636364	1	1	1	1	1	1	1	1	1	1	1
LOC411904	2616	872	NA	0.03061	0.400863636363636	1	1	1	1	1	1	1	1	1	1	1
LOC411905	2601	867	NA	0.05044	0.396254545454545	1	1	1	1	1	1	1	1	1	1	1
LOC411906	2943	981	NA	0.09225	0.366881818181818	1	1	1	1	1	1	1	1	1	1	1
LOC411908	1533	511	NA	0.11902	0.358472727272727	1	1	1	1	1	1	1	1	1	1	1
LOC411909	1098	366	NA	0.11583	0.3662	1	1	1	1	1	1	1	1	1	1	1
LOC411915	1068	356	Signalling	0.05363	0.388045454545455	1	1	1	1	1	1	0.696520378358408	1	1	1	1
LOC411916	1185	395	NA	0.07558	0.373290909090909	1	1	1	1	1	1	1	1	1	1	1
LOC411917	2190	730	NA	0.10831	0.401036363636364	1	1	1	1.66531314682901e-08	1	1	1	1	1	1	1
LOC411918	5217	1739	NA	0.05499	0.3942	1	1	1	1	1	1	1	1	1	1	1
LOC411919	582	194	NA	0.055	0.512809090909091	1	1	1	1	1	1	1.18059004248898e-05	1	1	1	1
LOC411920	1467	489	NA	0.02824	0.420590909090909	1	1	1	0.0179837438127666	1	1	0.000186559273251766	1	1	1	1
LOC411922	1053	351	NA	0.13519	0.348254545454545	1	1	1	1	1	1	1	1	1	1	1
LOC411923	2919	973	NA	0.05868	0.352109090909091	1	1	1	1	1	1	1	1	1	1	1
LOC411930	1815	605	NA	0.16163	0.353872727272727	1	1	1	1	1	1	0.000234938117815368	1	1	1	1
LOC411936	462	154	NA	0.05906	0.375445454545455	1	1	1	1	1	1	1	1	1	1	1
LOC411937	1221	407	NA	0.05081	0.3369	1	1	1	1	1	1	1	1	1	1	1
LOC411939	2760	920	NA	0.02128	0.408954545454545	1	1	1	1	1	1	1	1	1	1	1
LOC411942	1449	483	NA	0.06207	0.328572727272727	1	1	1	1	1	1.41419314933428e-08	1	1	0.00312277358592506	1	1
LOC411947	1173	391	NA	0.03915	0.321236363636364	1	1	1	1	1	1	1	1	7.04635117314143e-06	1	1
LOC411953	1248	416	NA	0.05934	0.320363636363636	1	1	1	1	1	1	1	1	1	1	1
LOC411955	2958	986	NA	0.0944	0.3237	1	1	1	1	1	1	1	1	1.06553857600578e-06	1	1
LOC411958	1395	465	NA	0.08055	0.495654545454545	1	1	1	1	1	1	1	1	1	1	1
LOC411960	2847	949	NA	0.05737	0.361554545454545	1	1	1	1	1	3.30562824050511e-10	1	1	1	1	1
LOC411962	642	214	NA	0.0194	0.401872727272727	1	1	1	1	1	1	1	1	1	1	1
LOC411965	942	314	NA	0.00243	0.390372727272727	1	1	1	1	1	1	1	1	1	1	1
LOC411970	804	268	NA	0.12744	0.355263636363636	1	1	1	1	1	1	1	1	0.000149087645314909	1	1
LOC411972	1413	471	NA	0.09642	0.358036363636364	1	1	1	1	1	1	1	1	1	1	1
LOC411974	1353	451	NA	0.08484	0.354563636363636	1	1	1	1	1	1	1	1	1	1	1
LOC411976	1200	400	NA	0.03588	0.463554545454545	1	1	1	1	1	1	1	1	1	1	1
LOC411978	822	274	NA	0.16792	0.472918181818182	1	1	1	1	1	1	1.59956290521641e-06	1	1	1	1
LOC411980	2082	694	Signalling	0.03971	0.398181818181818	1	1	1	1	1	1	1	1	1	1	1
LOC411981	7227	2409	NA	0.04407	0.392681818181818	1	1	1	1	1	1	1.0816559006002e-05	1	1	0.102036259283978	1
LOC411982	885	295	NA	0.02658	0.414163636363636	1	1	1	2.85496895193171e-07	1	1	0.000181062643859393	1	1	1	1
LOC411983	852	284	NA	0.13485	0.444636363636364	1	1	1	1	1	1	1	1	1	1	1
LOC411985	4266	1422	NA	0.05631	0.365981818181818	1	1	1	1	1	1.25119979137908e-08	0.871279343303678	1	1	1	1
LOC411989	1179	393	NA	0.04003	0.407572727272727	1	1	1	1	1	1	1	1	1	1	1
LOC411991	2097	699	NA	0.02415	0.462209090909091	1	1	1	1	1	1	0.982467563500035	1	0.225546604129153	1	1
LOC411995	1641	547	NA	0.08444	0.339309090909091	1	1	1	1	1	7.13352608509181e-09	1	0.462793566562596	1	1	1
LOC411996	3189	1063	NA	0.13228	0.296127272727273	1	1	1	1	1	1	1	1	1	1	1
LOC411997	1317	439	NA	0.16932	0.396072727272727	1	1	1	1	1	1	5.73713856167903e-06	1	1	1	1
LOC411998	1575	525	NA	0.11964	0.368881818181818	1	1	1	1	1	1	0.314726695081785	1	2.29880064207395e-06	1	1
LOC412000	1365	455	NA	0.08423	0.315472727272727	1	1	1	0.0109302314422873	1	1	0.407739665305068	1	1	1	0.0117626076953179
LOC412002	3477	1159	NA	0.12455	0.384963636363636	1	1	1	1	1	1.15882308944196e-05	0.00839500013231555	1	1	1	1
LOC412003	2523	841	NA	0.0365	0.3571	1	1	1	1	1	1	1	1	1	1	1
LOC412005	1188	396	NA	0.06221	0.341290909090909	1	1	1	1	1	1	1	1	1	1	1
LOC412007	969	323	NA	0.20544	0.437745454545455	1	1	1	1	1	1	1	1	1.84393417981842e-13	1	1
LOC412008	936	312	NA	0.10671	0.428809090909091	1	1	1	1	1	1	0.000657836785339009	1	1	1	1
LOC412009	798	266	NA	0.01421	0.319090909090909	1	1	1	1	1	1	1	1	1	1	1
LOC412010	1401	467	NA	0.01138	0.349427272727273	1	1	1	1	1	1	1	1	1	1	1
LOC412011	2205	735	NA	0.06895	0.499236363636364	1	1	1	1	1	1	1	1	1	1	1
LOC412016	996	332	NA	0.04331	0.350309090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412017	837	279	NA	0.09582	0.369836363636364	1	1	1	1	1	1	1	1	1	1	1
LOC412018	1488	496	NA	0.14189	0.351781818181818	1	1	1	1	1	0.0467583910495144	1	1	1	1	3.61692103894773e-05
LOC412020	1767	589	NA	0.12096	0.356027272727273	1	1	1	1	1	1	1	1	0.0004472488412043	1	1
LOC412021	1353	451	NA	0.07019	0.370218181818182	1	1	1	1	1	1	1	1	1	1	1
LOC412024	855	285	NA	0.05396	0.368745454545455	1	1	1	1	1	1	1	1	1	1	1
LOC412025	1857	619	NA	0.10011	0.359281818181818	1	1	1	1	1	1	1	1	0.0238208014898277	1	1
LOC412027	1050	350	NA	0.14204	0.373154545454545	1	1	1	1	1	1	1	0.635740784721807	1	1	1
LOC412030	615	205	NA	0.01194	0.369536363636364	1	1	1	1	1	1	1	1	1	1	1
LOC412031	1536	512	NA	0.10839	0.383990909090909	1	1	1	1	1	1	1	1	1	1	1
LOC412034	1554	518	NA	0.11861	0.320109090909091	1	1	1	1	1	1	3.12659737585752e-08	1	1	1	1
LOC412035	3840	1280	NA	0.12329	0.324190909090909	1	1	1	1	1	1	1	1	1	1	1
LOC412041	1023	341	NA	0.0775	0.443081818181818	1	1	1	1	1	1	1	1	1	1	1
LOC412046	5907	1969	NA	0.04456	0.488354545454545	1	1	1	1	1	1	1	1	1	1	0.319288198814213
LOC412053	1692	564	NA	0.0587	0.368463636363636	1	1	1	1	1	1	1	1	1.85495492623342e-06	1	1
LOC412055	2466	822	NA	0.04028	0.384081818181818	1	1	1	1	1	0.984527699752539	1	1	1	1	1
LOC412059	2454	818	NA	0.01474	0.416563636363636	1	1	1	1	1	1	1	1	1	1	1
LOC412064	738	246	NA	0.02055	0.355509090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412069	1497	499	NA	0.05008	0.382218181818182	1	1	1	1	1	1	0.00689098355523412	1	0.000148037246019357	1	1
LOC412070	954	318	NA	0.03872	0.348290909090909	1	1	1	1	1	1	1	1	1	1	1
LOC412072	576	192	NA	0.05796	0.336336363636364	1	1	1	1	1	1	1	1	1	1	1
LOC412074	3390	1130	NA	0.10995	0.400490909090909	1	1	1	1	1	1	1	1	1	1	1
LOC412076	876	292	NA	0.07501	0.355218181818182	1	1	1	1	1	1	1	1	1	1	1
LOC412077	1770	590	NA	0.06358	0.406309090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412079	1458	486	NA	0.09395	0.394672727272727	1	1	1	1	1	1	1	1	1	1	1
LOC412080	1470	490	NA	0.02492	0.436045454545455	1	1	1	1	1	1	1	1	1	1	1
LOC412081	4320	1440	NA	0.11562	0.456790909090909	1	1	1	1	1	1	1.19745340296925e-11	1	1	1	1
LOC412082	642	214	NA	0.10075	0.362090909090909	1	1	1	1	1	1	1	1	1	1	1
LOC412083	2580	860	NA	0.06785	0.433536363636364	1	1	1	1	1	1	0.31512449840531	1	1	1	1
LOC412084	1743	581	NA	0.14003	0.315072727272727	1	1	1	1	1	8.56175169806682e-10	1	1	1	1	1
LOC412092	5727	1909	NA	0.01026	0.405954545454545	1	1	1	1	1	1	1	1	1	1	1
LOC412093	3126	1042	NA	0.06344	0.407836363636364	1	1	1	1	1	1	0.291106552899164	2.88984956502087e-12	1	1	1
LOC412094	1008	336	NA	0.13335	0.328190909090909	1	1	1	1	1	1	1	1	1	1	1
LOC412097	3090	1030	NA	0.0519	0.343072727272727	1	1	1	1	1	1	1	1	1	1	1
LOC412099	1056	352	NA	0.13607	0.506627272727273	1	1	1	1	1	1	4.62245049025992e-12	1	1	1	1
LOC412100	477	159	NA	0.19058	0.349727272727273	1	1	1	1	1	1	1	1	1	1	1
LOC412103	3078	1026	NA	0.22513	0.350809090909091	1	1	1	1	1	1	0.0146827252614676	1	1	1	1
LOC412104	3966	1322	NA	0.09396	0.344790909090909	1	1	1	1	1	0.00632457288241389	1	1	1	1	1
LOC412107	657	219	NA	0.06128	0.357981818181818	1	1	1	1	1	1	1	1	1	1	1
LOC412108	1107	369	NA	0.08084	0.458645454545455	1	1	1	1	1	1	1	1	9.67643401997793e-16	1	1
LOC412111	3696	1232	NA	0.02701	0.371418181818182	1	1	1	1	1	1	1	1	1	1	1
LOC412114	2586	862	NA	0.08161	0.346109090909091	1	1	1	1	1	1	1	7.90140938726805e-36	1	1	1
LOC412115	2361	787	Signalling	0.09948	0.431763636363636	1	1	1	1	1	1	1	1	1	1	1
LOC412116	1050	350	NA	0.02001	0.371163636363636	1	1	1	1	1	1	1	1	1	1	1
LOC412118	1581	527	NA	0.04036	0.362363636363636	1	1	1	1	1	1	1	1	1	1	1
LOC412119	1767	589	NA	0.06713	0.306272727272727	1	1	1	1	1	1	0.000199318612099585	1	1	1	1
LOC412125	555	185	NA	0.00762	0.424545454545455	1	1	1	1	NA	1	1	1	3.39670346949732e-07	1	1
LOC412127	345	115	NA	0.11889	0.374163636363636	1	1	1	1	1	1	1	1	1	1	1
LOC412128	1248	416	NA	0.04748	0.470490909090909	1	1	1	1	1	1	0.248068643042432	1	1	1	1
LOC412129	3354	1118	NA	0.06085	0.364009090909091	1	1	1	1	1	1	1	1	1.1200949200414e-07	1	1
LOC412141	978	326	NA	0.05407	0.357427272727273	1	1	1	1	1	1	1	1	1	1	1
LOC412148	699	233	NA	0.02366	0.365327272727273	1	1	1	1	1	1	1	1	1	1	1
LOC412149	942	314	NA	0.0765	0.366427272727273	1	1	1	1	1	1	1	1	1	1	1
LOC412150	2280	760	NA	0.0369	0.396409090909091	1	1	1	1	1	1	1	1	0.0103520264150007	1	1
LOC412154	2199	733	NA	0.18779	0.326572727272727	1	1	1	1	1	1	1	1	1	1	1
LOC412155	1416	472	NA	0.13553	0.355945454545455	1	1	1	1	1	1	0.0691069298732269	1	0.0756678543293735	1	1
LOC412157	5922	1974	NA	0.03564	0.378063636363636	1	1	1	1	1	9.26134208357802e-07	1	1	1	1.7132556554712e-05	1
LOC412158	1476	492	NA	0.04184	0.364972727272727	1	1	1	1	1	1	1	1	1	1	1
LOC412159	2385	795	NA	0.01772	0.362690909090909	1	1	1	1	1	1	1	1	1	0.00379297818025479	1
LOC412160	630	210	NA	0.01901	0.349054545454545	1	1	1	1	1	1	1	1	1	1	1
LOC412161	1257	419	NA	0.28783	0.489254545454545	1	1	1	1	1	1	1	1	1	1	1
LOC412167	1683	561	NA	0.17335	0.435963636363636	1	1	1	1	1	1	2.15608145285472e-08	1	9.02569383363796e-11	0.0555736072617595	1
LOC412170	843	281	NA	0.10145	0.340981818181818	1	1	1	1	1	1	1	1	1	1	1
LOC412172	1320	440	NA	0.02981	0.382363636363636	1	1	1	1	1	1	1	1	1	1	1
LOC412175	2601	867	NA	0.05979	0.418890909090909	1	1	1	1	1	1	1	1	1	1	1
LOC412176	5400	1800	NA	0.02272	0.377863636363636	1	1	1	1	1	1	1	1	1	1	1
LOC412177	1473	491	NA	0.11382	0.368945454545455	1	1	1	1	1	1	1	1	1	1	1
LOC412180	1041	347	NA	0.00403	0.348718181818182	1	1	1	1	1	1	1	1	1	1	1
LOC412189	588	196	NA	0.05511	0.415463636363636	1	1	1	1	1	1	1	1	1	1	1
LOC412190	1344	448	NA	0.04406	0.352954545454545	1	1	1	1	1	0.371289934652846	1	1	1	1	1
LOC412192	1254	418	NA	0.07698	0.327245454545455	1	1	1	1	1	1	1	1	1	1	1
LOC412194	672	224	NA	0.1975	0.370672727272727	1	1	1	1	1	1	1	1	1	1	1
LOC412195	1191	397	NA	0.1343	0.324418181818182	1	1	1	1	1	1	1	1	1	1	1
LOC412196	1398	466	NA	0.12373	0.423890909090909	1	1	1	1	1	1	1	1	1	1	1
LOC412197	510	170	NA	0.08165	0.456509090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412198	4509	1503	NA	0.07966	0.374763636363636	1	1	1	1	1	1	1	1	1	1	1
LOC412199	837	279	NA	0.0272	0.352009090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412200	2043	681	NA	0.04863	0.377436363636364	1	1	1	1	1	1	1	1	1	1	1
LOC412205	738	246	NA	0.09565	0.343436363636364	1	1	1	1	1	1	1	1	1	1	1
LOC412212	1653	551	NA	0.13651	0.348681818181818	1	1	1	0.751350222392921	1	1	1	1	1	1	1
LOC412219	3201	1067	NA	0.05946	0.407054545454545	1	1	1	1	1	1	1	1	1	1	1
LOC412220	1017	339	NA	0.11408	0.394927272727273	1	1	1	1	1	1	1	1	1	1	1
LOC412224	3882	1294	NA	0.04973	0.399209090909091	1	1	1	1	1	3.41429039668304e-11	1	1	1	1	1
LOC412227	1467	489	NA	0.0891	0.355027272727273	1	1	1	1	1	1	1	1	1	1	1
LOC412231	984	328	NA	0.12818	0.365572727272727	1	1	1	1	1	1	1	1	1	1	1
LOC412232	909	303	NA	0.09302	0.3049	1	1	1	1	1	6.49132926765493e-09	1	1	1	1	1
LOC412233	981	327	NA	0.12249	0.355563636363636	1	1	1	1	1	1	1	1	1	1	1
LOC412234	804	268	NA	0.13023	0.373809090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412235	891	297	Signalling	0.10323	0.361490909090909	1	1	1	1	1	1	1	1	1	1	1
LOC412236	1977	659	NA	0.08712	0.335081818181818	1	1	1	1	1	1	1	1	1	7.24019476597726e-10	1
LOC412240	294	98	NA	0.05568	0.305490909090909	1	1	1	1	1	1	1	1	1	1	1
LOC412245	1386	462	NA	0.1845	0.399963636363636	1	1	1	1	1	1.13431600795015e-10	1	1	1	1	1
LOC412247	735	245	NA	0.13779	0.365745454545455	1	1	1	1	1	1	1	1	1	1	1
LOC412249	1695	565	NA	0.09959	0.326936363636364	1	1	1	1	1	1	1	1	1.85271443077249e-05	1	1
LOC412251	2337	779	NA	0.06398	0.362009090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412256	7290	2430	NA	0.0527	0.380181818181818	1	1	1	1	1	1	1	1	1	1	1
LOC412259	1125	375	NA	0.07277	0.372018181818182	1	1	1	1	1	1	0.530949543507461	1	1	1	1
LOC412262	2088	696	NA	0.03674	0.329154545454545	1	1	1	1	1	1	1	1	1	1	1
LOC412263	2907	969	NA	0.06961	0.443963636363636	1	1	1	1	1	1	1	1	0.00517538091464503	1	1
LOC412265	2520	840	NA	0.06595	0.354409090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412266	402	134	NA	0.03507	0.363863636363636	1	1	1	1	1	1	1	1	1	1	1
LOC412267	1071	357	NA	0.07724	0.343081818181818	1	1	1	1	1	1	1	1	1	1	1
LOC412268	1017	339	NA	0.03898	0.3959	1	1	1	1	1	1	1	1	1	0.767163573690133	1
LOC412271	1038	346	NA	0.0904	0.312945454545455	1	1	1	1	1	0.240519655390824	1	1	1	1	1
LOC412274	5577	1859	NA	0.0254	0.420181818181818	1	1	1	1	1	1	1	1	1	1	1
LOC412276	771	257	NA	0.07433	0.343718181818182	1	1	1	1	1	1	1	1	1	0.797063776762393	1
LOC412277	900	300	NA	0.13294	0.319090909090909	1	1	1	1	1	1	1	1	1	1	1
LOC412278	5001	1667	Signalling	0.04893	0.359863636363636	1	1	1	1	1	1	2.12585631343382e-27	1	1	1	1
LOC412281	5448	1816	NA	0.06624	0.438963636363636	1	1	1	1	1	1	1	1	1	0.116674615595843	1
LOC412282	3339	1113	NA	0.08175	0.337509090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412284	2475	825	NA	0.0537	0.354390909090909	1	1	1	1	1	0.728620332967083	1	1	1	1	1
LOC412286	1050	350	NA	0.16805	0.346054545454545	1	1	1	1	1	1	1	1	1	1	1
LOC412287	1341	447	NA	0.11187	0.353336363636364	1	1	1	1	1	0.837107320256223	1	1	5.99876487920184e-08	1	1
LOC412291	1719	573	NA	0.07361	0.351581818181818	1	1	1	1	1	1	1	1	1	1	1
LOC412293	2916	972	NA	0.0542	0.367163636363636	1	1	1	1	1	0.0763036228551012	1	1	1	1	1
LOC412294	753	251	NA	0.1533	0.339854545454545	1	1	1	1	1	1	1	1	1	1	1
LOC412295	1743	581	NA	0.09255	0.429354545454545	1	1	1	1	1	1	1	1	1	1	1
LOC412296	1371	457	NA	0.05281	0.439872727272727	1	1	1	1	1	1	1	1	1	1	2.02400748430546e-05
LOC412299	831	277	NA	0.10378	0.481918181818182	1	1	1	1	1	1	1	1	1	1	1
LOC412302	684	228	NA	0.0128	0.405381818181818	1	1	1	1	1	1	1	1	1	1	1
LOC412303	1059	353	NA	0.02581	0.362272727272727	1	1	1	1	1	1	1	1	1	1	1
LOC412305	1473	491	NA	0.09351	0.343027272727273	1	1	1	1	1	1	1	0.0339013678568925	1	1	1
LOC412306	1845	615	NA	0.05104	0.355954545454545	1	1	1	1	1	1	1	1	1	1	1
LOC412308	1071	357	NA	0.04587	0.355154545454545	1	1	1	1	1	1	1	1	1	1	1
LOC412313	1230	410	NA	0.01318	0.401690909090909	1	1	1	1	1	1	0.100255639661263	1	1	1	1
LOC412315	684	228	NA	0.05355	0.357772727272727	1	1	1	1	1	1	1	1	1	0.0698435218799307	1
LOC412319	1059	353	NA	0.05088	0.368709090909091	1	1	1	1	1	1	1	1	2.52720532504199e-05	1	1
LOC412320	1056	352	NA	0.09764	0.360709090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412323	771	257	NA	0.06366	0.377909090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412326	2034	678	NA	0.03721	0.345481818181818	1	1	1	1	1	1	1	1	1	1	1
LOC412328	324	108	NA	0.10106	0.352409090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412331	2298	766	NA	0.06964	0.347581818181818	1	1	1	1	1	0.37770818335727	1	1	1	1	1
LOC412332	4044	1348	NA	0.01727	0.370572727272727	1	1	1	1	1	1	1	1	1	1	1
LOC412339	1014	338	NA	0.01366	0.361309090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412342	813	271	NA	0.01139	0.352672727272727	1	1	1	1	1	1	1	1	1	1	1
LOC412343	648	216	NA	0.03124	0.416109090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412345	786	262	NA	0.05617	0.372872727272727	1	1	1	1	1	1	1	1	1	1	1
LOC412346	1563	521	NA	0.02887	0.335781818181818	1	1	1	1	1	1	1	1	1	1	1
LOC412348	726	242	NA	0.03124	0.401463636363636	1	1	1	1	1	1	1	1	4.59404038893444e-10	1	1
LOC412349	453	151	NA	0.02202	0.3542	1	1	1	1	1	1	1	1	1	1	1
LOC412350	1287	429	NA	0.00437	0.412318181818182	1	1	1	1	1	1	1	1	1	1	1
LOC412354	4017	1339	NA	0.07945	0.489663636363636	1	1	1	1	1	1	1	1	1	1	1
LOC412355	3054	1018	NA	0.08706	0.361145454545455	1	1	1	1	1	1	1	1	1.88557393331032e-11	1	1
LOC412357	1533	511	NA	0.046	0.363518181818182	1	1	1	1	1	1	1	1	1	1	1
LOC412361	426	142	NA	0.02056	0.322236363636364	1	1	1	1	1	1	1	1	0.243329488309931	1	1
LOC412362	1329	443	NA	0.08297	0.323954545454545	1	1	1	1	1	1	1	1	1	0.000183743763116224	1
LOC412363	579	193	NA	0.00109	0.320627272727273	1	1	1	1	1	1	1	1	1	1	1
LOC412366	807	269	NA	0.08742	0.339745454545455	1	1	1	1	1	1	1	1	1	1	1
LOC412367	867	289	NA	0.07209	0.351681818181818	1	1	1	1	1	1	1	1	1	1	1
LOC412371	7119	2373	NA	0.03126	0.389654545454545	1	1	1	1	1	1	1	1	1	1	1
LOC412372	2478	826	NA	0.03815	0.363272727272727	1	1	1	1	1	1	1	1	1	1	1
LOC412375	933	311	NA	0.10235	0.354390909090909	1	1	1	1	1	1	1	1	1	1	1
LOC412377	1488	496	NA	0.00886	0.438972727272727	1	1	1	1	1	1	1	1	1	1	1
LOC412378	933	311	NA	0.02841	0.369309090909091	1	1	1	1	1	1	1	1	1	1	1
LOC412379	3471	1157	NA	0.09124	0.416645454545455	1	1	1	1	1	1	1	1	1	0.278285429643007	1
LOC412381	486	162	NA	0.06154	0.345127272727273	1	1	1	1	1	1	1	1	1	1	1
LOC412382	1338	446	NA	0.09062	0.386472727272727	1	1	1	1	1	1	1	1	1	1	1
LOC412384	600	200	NA	0.03893	0.347881818181818	1	1	1	1	1	1	1	1	1	1	1
LOC412386	1851	617	NA	0.08095	0.3492	1	1	1	1	1	1	1	1	1	1	1
LOC412388	852	284	NA	0.01386	0.500845454545455	1	1	1	1	1	1	1	1	1	1	1
LOC412391	4851	1617	NA	0.03977	0.434954545454545	1	1	1	1	1	1	1	1	1	0.88065181121913	1
