Gene	NoSelectedCodons	No_2hitCMD	No_3hitCMD	BranchTest	Prop2H	Prop3H	BranchType
Cpap3-c	4	1	0	Meli	0.25	0	Elaboration of Sociality
CPR19	6	0	0	Meli	0	0	Elaboration of Sociality
Dcr-1	18	5	3	Meli	0.277777777777778	0.166666666666667	Elaboration of Sociality
Dop1	17	1	2	Meli	0.0588235294117647	0.117647058823529	Elaboration of Sociality
DopR2	15	3	0	Meli	0.2	0	Elaboration of Sociality
E74	6	3	1	Meli	0.5	0.166666666666667	Elaboration of Sociality
Eif4g	14	0	0	Meli	0	0	Elaboration of Sociality
Ets97D-like	10	0	1	Meli	0	0.1	Elaboration of Sociality
Foxp	11	8	1	Meli	0.727272727272727	0.0909090909090909	Elaboration of Sociality
Gat-1B	14	0	4	Meli	0	0.285714285714286	Elaboration of Sociality
Glob1	13	0	0	Meli	0	0	Elaboration of Sociality
KAT2A	18	0	0	Meli	0	0	Elaboration of Sociality
LCCH3	34	14	8	Meli	0.411764705882353	0.235294117647059	Elaboration of Sociality
LOC100576162	5	0	0	Meli	0	0	Elaboration of Sociality
LOC100576321	20	0	0	Meli	0	0	Elaboration of Sociality
LOC100576346	6	1	0	Meli	0.166666666666667	0	Elaboration of Sociality
LOC100576359	6	5	4	Meli	0.833333333333333	0.666666666666667	Elaboration of Sociality
LOC100576361	14	0	0	Meli	0	0	Elaboration of Sociality
LOC100576374	4	0	0	Meli	0	0	Elaboration of Sociality
LOC100576384	9	3	0	Meli	0.333333333333333	0	Elaboration of Sociality
LOC100576472	4	0	1	Meli	0	0.25	Elaboration of Sociality
LOC100576497	19	0	0	Meli	0	0	Elaboration of Sociality
LOC100576543	15	1	0	Meli	0.0666666666666667	0	Elaboration of Sociality
LOC100576608	7	0	0	Meli	0	0	Elaboration of Sociality
LOC100576615	13	0	0	Meli	0	0	Elaboration of Sociality
LOC100576666	8	4	0	Meli	0.5	0	Elaboration of Sociality
LOC100576671	15	1	0	Meli	0.0666666666666667	0	Elaboration of Sociality
LOC100576703	19	1	0	Meli	0.0526315789473684	0	Elaboration of Sociality
LOC100576805	55	0	2	Meli	0	0.0363636363636364	Elaboration of Sociality
LOC100576866	10	0	0	Meli	0	0	Elaboration of Sociality
LOC100576912	18	0	0	Meli	0	0	Elaboration of Sociality
LOC100576953	7	0	0	Meli	0	0	Elaboration of Sociality
LOC100576965	25	3	2	Meli	0.12	0.08	Elaboration of Sociality
LOC100576974	12	0	0	Meli	0	0	Elaboration of Sociality
LOC100577030	87	1	0	Meli	0.0114942528735632	0	Elaboration of Sociality
LOC100577069	5	0	0	Meli	0	0	Elaboration of Sociality
LOC100577092	22	0	0	Meli	0	0	Elaboration of Sociality
LOC100577098	10	0	0	Meli	0	0	Elaboration of Sociality
LOC100577120	11	0	0	Meli	0	0	Elaboration of Sociality
LOC100577136	8	0	0	Meli	0	0	Elaboration of Sociality
LOC100577140	12	0	0	Meli	0	0	Elaboration of Sociality
LOC100577149	16	0	0	Meli	0	0	Elaboration of Sociality
LOC100577268	17	1	0	Meli	0.0588235294117647	0	Elaboration of Sociality
LOC100577296	14	0	2	Meli	0	0.142857142857143	Elaboration of Sociality
LOC100577376	12	0	0	Meli	0	0	Elaboration of Sociality
LOC100577386	6	0	0	Meli	0	0	Elaboration of Sociality
LOC100577527	12	0	0	Meli	0	0	Elaboration of Sociality
LOC100577561	11	0	3	Meli	0	0.272727272727273	Elaboration of Sociality
LOC100577600	25	0	0	Meli	0	0	Elaboration of Sociality
LOC100577606	3	0	0	Meli	0	0	Elaboration of Sociality
LOC100577638	11	5	1	Meli	0.454545454545455	0.0909090909090909	Elaboration of Sociality
LOC100577656	7	1	0	Meli	0.142857142857143	0	Elaboration of Sociality
LOC100577697	21	0	1	Meli	0	0.0476190476190476	Elaboration of Sociality
LOC100577856	34	0	0	Meli	0	0	Elaboration of Sociality
LOC100577901	20	1	0	Meli	0.05	0	Elaboration of Sociality
LOC100577905	7	0	0	Meli	0	0	Elaboration of Sociality
LOC100577936	51	5	0	Meli	0.0980392156862745	0	Elaboration of Sociality
LOC100577943	11	0	0	Meli	0	0	Elaboration of Sociality
LOC100577955	4	2	0	Meli	0.5	0	Elaboration of Sociality
LOC100577980	61	0	6	Meli	0	0.0983606557377049	Elaboration of Sociality
LOC100577995	6	0	0	Meli	0	0	Elaboration of Sociality
LOC100578011	10	0	0	Meli	0	0	Elaboration of Sociality
LOC100578105	6	0	0	Meli	0	0	Elaboration of Sociality
LOC100578126	9	3	2	Meli	0.333333333333333	0.222222222222222	Elaboration of Sociality
LOC100578144	12	1	1	Meli	0.0833333333333333	0.0833333333333333	Elaboration of Sociality
LOC100578201	9	0	0	Meli	0	0	Elaboration of Sociality
LOC100578226	24	0	0	Meli	0	0	Elaboration of Sociality
LOC100578321	15	3	0	Meli	0.2	0	Elaboration of Sociality
LOC100578332	16	0	2	Meli	0	0.125	Elaboration of Sociality
LOC100578349	23	0	1	Meli	0	0.0434782608695652	Elaboration of Sociality
LOC100578439	5	0	0	Meli	0	0	Elaboration of Sociality
LOC100578515	9	3	1	Meli	0.333333333333333	0.111111111111111	Elaboration of Sociality
LOC100578580	10	1	0	Meli	0.1	0	Elaboration of Sociality
LOC100578600	10	4	0	Meli	0.4	0	Elaboration of Sociality
LOC100578602	8	0	0	Meli	0	0	Elaboration of Sociality
LOC100578721	9	0	0	Meli	0	0	Elaboration of Sociality
LOC100578725	13	0	0	Meli	0	0	Elaboration of Sociality
LOC100578801	5	0	3	Meli	0	0.6	Elaboration of Sociality
LOC100578860	12	0	0	Meli	0	0	Elaboration of Sociality
LOC100578893	13	0	1	Meli	0	0.0769230769230769	Elaboration of Sociality
LOC100578920	25	1	6	Meli	0.04	0.24	Elaboration of Sociality
LOC100578939	83	2	0	Meli	0.0240963855421687	0	Elaboration of Sociality
LOC100578984	16	0	0	Meli	0	0	Elaboration of Sociality
LOC100579026	37	0	0	Meli	0	0	Elaboration of Sociality
LOC102653940	7	0	1	Meli	0	0.142857142857143	Elaboration of Sociality
LOC102654029	15	0	0	Meli	0	0	Elaboration of Sociality
LOC102654047	26	1	0	Meli	0.0384615384615385	0	Elaboration of Sociality
LOC102655259	7	0	0	Meli	0	0	Elaboration of Sociality
LOC102655778	4	0	0	Meli	0	0	Elaboration of Sociality
LOC102655824	6	2	0	Meli	0.333333333333333	0	Elaboration of Sociality
LOC102655922	16	0	0	Meli	0	0	Elaboration of Sociality
LOC102656444	3	1	0	Meli	0.333333333333333	0	Elaboration of Sociality
LOC102656473	31	0	0	Meli	0	0	Elaboration of Sociality
LOC102656490	16	0	0	Meli	0	0	Elaboration of Sociality
LOC102656594	10	0	0	Meli	0	0	Elaboration of Sociality
LOC102656656	41	7	3	Meli	0.170731707317073	0.0731707317073171	Elaboration of Sociality
LOC107963960	15	1	6	Meli	0.0666666666666667	0.4	Elaboration of Sociality
LOC107963983	9	0	0	Meli	0	0	Elaboration of Sociality
LOC107964839	9	0	0	Meli	0	0	Elaboration of Sociality
LOC107964884	15	0	0	Meli	0	0	Elaboration of Sociality
LOC113218521	10	1	0	Meli	0.1	0	Elaboration of Sociality
LOC113218569	18	1	0	Meli	0.0555555555555556	0	Elaboration of Sociality
LOC113218647	13	3	1	Meli	0.230769230769231	0.0769230769230769	Elaboration of Sociality
LOC113218781	16	0	0	Meli	0	0	Elaboration of Sociality
LOC113218809	8	0	0	Meli	0	0	Elaboration of Sociality
LOC113218959	8	1	0	Meli	0.125	0	Elaboration of Sociality
LOC408298	11	1	4	Meli	0.0909090909090909	0.363636363636364	Elaboration of Sociality
LOC408302	80	2	0	Meli	0.025	0	Elaboration of Sociality
LOC408304	23	0	0	Meli	0	0	Elaboration of Sociality
LOC408312	6	0	1	Meli	0	0.166666666666667	Elaboration of Sociality
LOC408315	25	1	1	Meli	0.04	0.04	Elaboration of Sociality
LOC408317	14	3	2	Meli	0.214285714285714	0.142857142857143	Elaboration of Sociality
LOC408320	3	1	0	Meli	0.333333333333333	0	Elaboration of Sociality
LOC408335	2	0	0	Meli	0	0	Elaboration of Sociality
LOC408337	8	1	0	Meli	0.125	0	Elaboration of Sociality
LOC408343	57	2	3	Meli	0.0350877192982456	0.0526315789473684	Elaboration of Sociality
LOC408354	53	7	1	Meli	0.132075471698113	0.0188679245283019	Elaboration of Sociality
LOC408372	66	1	0	Meli	0.0151515151515152	0	Elaboration of Sociality
LOC408373	4	1	0	Meli	0.25	0	Elaboration of Sociality
LOC408382	29	0	0	Meli	0	0	Elaboration of Sociality
LOC408443	24	5	0	Meli	0.208333333333333	0	Elaboration of Sociality
LOC408457	24	1	1	Meli	0.0416666666666667	0.0416666666666667	Elaboration of Sociality
LOC408511	14	0	1	Meli	0	0.0714285714285714	Elaboration of Sociality
LOC408520	7	1	0	Meli	0.142857142857143	0	Elaboration of Sociality
LOC408528	12	6	1	Meli	0.5	0.0833333333333333	Elaboration of Sociality
LOC408543	7	0	1	Meli	0	0.142857142857143	Elaboration of Sociality
LOC408546	9	0	0	Meli	0	0	Elaboration of Sociality
LOC408551	7	2	0	Meli	0.285714285714286	0	Elaboration of Sociality
LOC408552	12	4	0	Meli	0.333333333333333	0	Elaboration of Sociality
LOC408557	11	0	0	Meli	0	0	Elaboration of Sociality
LOC408559	8	2	0	Meli	0.25	0	Elaboration of Sociality
LOC408561	7	5	1	Meli	0.714285714285714	0.142857142857143	Elaboration of Sociality
LOC408568	6	1	0	Meli	0.166666666666667	0	Elaboration of Sociality
LOC408569	26	0	0	Meli	0	0	Elaboration of Sociality
LOC408579	10	0	0	Meli	0	0	Elaboration of Sociality
LOC408587	3	1	0	Meli	0.333333333333333	0	Elaboration of Sociality
LOC408589	20	2	0	Meli	0.1	0	Elaboration of Sociality
LOC408614	12	0	0	Meli	0	0	Elaboration of Sociality
LOC408625	7	0	0	Meli	0	0	Elaboration of Sociality
LOC408632	15	0	1	Meli	0	0.0666666666666667	Elaboration of Sociality
LOC408660	20	5	0	Meli	0.25	0	Elaboration of Sociality
LOC408661	13	0	0	Meli	0	0	Elaboration of Sociality
LOC408674	65	0	0	Meli	0	0	Elaboration of Sociality
LOC408687	4	0	0	Meli	0	0	Elaboration of Sociality
LOC408697	11	1	0	Meli	0.0909090909090909	0	Elaboration of Sociality
LOC408714	26	2	0	Meli	0.0769230769230769	0	Elaboration of Sociality
LOC408819	8	0	0	Meli	0	0	Elaboration of Sociality
LOC408824	42	4	2	Meli	0.0952380952380952	0.0476190476190476	Elaboration of Sociality
LOC408826	5	0	0	Meli	0	0	Elaboration of Sociality
LOC408827	29	0	0	Meli	0	0	Elaboration of Sociality
LOC408835	12	7	2	Meli	0.583333333333333	0.166666666666667	Elaboration of Sociality
LOC408836	9	3	0	Meli	0.333333333333333	0	Elaboration of Sociality
LOC408842	22	1	7	Meli	0.0454545454545455	0.318181818181818	Elaboration of Sociality
LOC408860	8	0	0	Meli	0	0	Elaboration of Sociality
LOC408863	15	1	0	Meli	0.0666666666666667	0	Elaboration of Sociality
LOC408866	4	0	0	Meli	0	0	Elaboration of Sociality
LOC408869	5	5	3	Meli	1	0.6	Elaboration of Sociality
LOC408874	7	2	2	Meli	0.285714285714286	0.285714285714286	Elaboration of Sociality
LOC408887	61	0	1	Meli	0	0.0163934426229508	Elaboration of Sociality
LOC408901	6	0	1	Meli	0	0.166666666666667	Elaboration of Sociality
LOC408915	15	0	0	Meli	0	0	Elaboration of Sociality
LOC408923	21	1	4	Meli	0.0476190476190476	0.19047619047619	Elaboration of Sociality
LOC408935	9	2	0	Meli	0.222222222222222	0	Elaboration of Sociality
LOC408942	16	2	1	Meli	0.125	0.0625	Elaboration of Sociality
LOC408958	31	1	3	Meli	0.032258064516129	0.0967741935483871	Elaboration of Sociality
LOC408959	14	0	0	Meli	0	0	Elaboration of Sociality
LOC409001	6	4	3	Meli	0.666666666666667	0.5	Elaboration of Sociality
LOC409007	42	1	0	Meli	0.0238095238095238	0	Elaboration of Sociality
LOC409025	7	0	0	Meli	0	0	Elaboration of Sociality
LOC409034	16	4	0	Meli	0.25	0	Elaboration of Sociality
LOC409041	6	0	0	Meli	0	0	Elaboration of Sociality
LOC409070	32	0	0	Meli	0	0	Elaboration of Sociality
LOC409078	35	0	0	Meli	0	0	Elaboration of Sociality
LOC409091	6	1	0	Meli	0.166666666666667	0	Elaboration of Sociality
LOC409106	13	0	0	Meli	0	0	Elaboration of Sociality
LOC409108	17	10	0	Meli	0.588235294117647	0	Elaboration of Sociality
LOC409109	19	0	0	Meli	0	0	Elaboration of Sociality
LOC409122	9	0	0	Meli	0	0	Elaboration of Sociality
LOC409153	7	0	1	Meli	0	0.142857142857143	Elaboration of Sociality
LOC409157	8	0	1	Meli	0	0.125	Elaboration of Sociality
LOC409159	20	1	1	Meli	0.05	0.05	Elaboration of Sociality
LOC409164	14	1	7	Meli	0.0714285714285714	0.5	Elaboration of Sociality
LOC409170	5	5	2	Meli	1	0.4	Elaboration of Sociality
LOC409179	8	1	0	Meli	0.125	0	Elaboration of Sociality
LOC409180	7	0	0	Meli	0	0	Elaboration of Sociality
LOC409186	8	2	1	Meli	0.25	0.125	Elaboration of Sociality
LOC409201	3	1	2	Meli	0.333333333333333	0.666666666666667	Elaboration of Sociality
LOC409225	4	2	1	Meli	0.5	0.25	Elaboration of Sociality
LOC409247	5	0	0	Meli	0	0	Elaboration of Sociality
LOC409273	18	0	1	Meli	0	0.0555555555555556	Elaboration of Sociality
LOC409279	3	3	2	Meli	1	0.666666666666667	Elaboration of Sociality
LOC409283	19	0	4	Meli	0	0.210526315789474	Elaboration of Sociality
LOC409286	12	4	4	Meli	0.333333333333333	0.333333333333333	Elaboration of Sociality
LOC409293	45	0	0	Meli	0	0	Elaboration of Sociality
LOC409299	12	0	1	Meli	0	0.0833333333333333	Elaboration of Sociality
LOC409307	9	0	0	Meli	0	0	Elaboration of Sociality
LOC409336	6	0	1	Meli	0	0.166666666666667	Elaboration of Sociality
LOC409357	5	0	4	Meli	0	0.8	Elaboration of Sociality
LOC409358	7	0	0	Meli	0	0	Elaboration of Sociality
LOC409377	22	2	7	Meli	0.0909090909090909	0.318181818181818	Elaboration of Sociality
LOC409379	4	1	0	Meli	0.25	0	Elaboration of Sociality
LOC409390	6	3	0	Meli	0.5	0	Elaboration of Sociality
LOC409441	7	2	0	Meli	0.285714285714286	0	Elaboration of Sociality
LOC409452	21	1	0	Meli	0.0476190476190476	0	Elaboration of Sociality
LOC409462	4	2	0	Meli	0.5	0	Elaboration of Sociality
LOC409467	13	0	0	Meli	0	0	Elaboration of Sociality
LOC409486	5	2	2	Meli	0.4	0.4	Elaboration of Sociality
LOC409488	9	0	0	Meli	0	0	Elaboration of Sociality
LOC409493	8	0	1	Meli	0	0.125	Elaboration of Sociality
LOC409500	10	1	0	Meli	0.1	0	Elaboration of Sociality
LOC409502	8	0	0	Meli	0	0	Elaboration of Sociality
LOC409513	9	0	0	Meli	0	0	Elaboration of Sociality
LOC409525	9	0	1	Meli	0	0.111111111111111	Elaboration of Sociality
LOC409529	9	0	1	Meli	0	0.111111111111111	Elaboration of Sociality
LOC409565	9	0	0	Meli	0	0	Elaboration of Sociality
LOC409607	4	3	2	Meli	0.75	0.5	Elaboration of Sociality
LOC409609	6	4	1	Meli	0.666666666666667	0.166666666666667	Elaboration of Sociality
LOC409628	16	0	0	Meli	0	0	Elaboration of Sociality
LOC409638	44	0	0	Meli	0	0	Elaboration of Sociality
LOC409645	5	0	1	Meli	0	0.2	Elaboration of Sociality
LOC409664	57	0	3	Meli	0	0.0526315789473684	Elaboration of Sociality
LOC409706	6	0	0	Meli	0	0	Elaboration of Sociality
LOC409713	7	4	1	Meli	0.571428571428571	0.142857142857143	Elaboration of Sociality
LOC409714	3	2	0	Meli	0.666666666666667	0	Elaboration of Sociality
LOC409733	43	2	0	Meli	0.0465116279069767	0	Elaboration of Sociality
LOC409752	10	1	1	Meli	0.1	0.1	Elaboration of Sociality
LOC409769	8	0	0	Meli	0	0	Elaboration of Sociality
LOC409787	98	2	1	Meli	0.0204081632653061	0.0102040816326531	Elaboration of Sociality
LOC409791	5	5	4	Meli	1	0.8	Elaboration of Sociality
LOC409795	6	0	0	Meli	0	0	Elaboration of Sociality
LOC409799	17	0	2	Meli	0	0.117647058823529	Elaboration of Sociality
LOC409804	7	0	4	Meli	0	0.571428571428571	Elaboration of Sociality
LOC409829	19	1	0	Meli	0.0526315789473684	0	Elaboration of Sociality
LOC409835	14	2	0	Meli	0.142857142857143	0	Elaboration of Sociality
LOC409845	4	1	1	Meli	0.25	0.25	Elaboration of Sociality
LOC409861	34	0	0	Meli	0	0	Elaboration of Sociality
LOC409863	3	1	0	Meli	0.333333333333333	0	Elaboration of Sociality
LOC409894	22	1	13	Meli	0.0454545454545455	0.590909090909091	Elaboration of Sociality
LOC409919	8	1	0	Meli	0.125	0	Elaboration of Sociality
LOC409920	4	2	2	Meli	0.5	0.5	Elaboration of Sociality
LOC409921	16	2	0	Meli	0.125	0	Elaboration of Sociality
LOC409924	6	0	0	Meli	0	0	Elaboration of Sociality
LOC409931	30	2	3	Meli	0.0666666666666667	0.1	Elaboration of Sociality
LOC409933	22	10	15	Meli	0.454545454545455	0.681818181818182	Elaboration of Sociality
LOC409955	12	1	3	Meli	0.0833333333333333	0.25	Elaboration of Sociality
LOC409976	11	0	0	Meli	0	0	Elaboration of Sociality
LOC409985	37	0	0	Meli	0	0	Elaboration of Sociality
LOC409990	5	2	1	Meli	0.4	0.2	Elaboration of Sociality
LOC410013	15	4	0	Meli	0.266666666666667	0	Elaboration of Sociality
LOC410056	3	1	1	Meli	0.333333333333333	0.333333333333333	Elaboration of Sociality
LOC410057	17	0	1	Meli	0	0.0588235294117647	Elaboration of Sociality
LOC410058	4	2	1	Meli	0.5	0.25	Elaboration of Sociality
LOC410101	3	0	0	Meli	0	0	Elaboration of Sociality
LOC410119	3	0	0	Meli	0	0	Elaboration of Sociality
LOC410120	27	0	0	Meli	0	0	Elaboration of Sociality
LOC410144	11	1	0	Meli	0.0909090909090909	0	Elaboration of Sociality
LOC410162	8	0	1	Meli	0	0.125	Elaboration of Sociality
LOC410229	76	3	4	Meli	0.0394736842105263	0.0526315789473684	Elaboration of Sociality
LOC410235	31	2	0	Meli	0.0645161290322581	0	Elaboration of Sociality
LOC410286	27	0	0	Meli	0	0	Elaboration of Sociality
LOC410301	13	1	0	Meli	0.0769230769230769	0	Elaboration of Sociality
LOC410315	7	0	0	Meli	0	0	Elaboration of Sociality
LOC410332	8	1	0	Meli	0.125	0	Elaboration of Sociality
LOC410336	59	1	0	Meli	0.0169491525423729	0	Elaboration of Sociality
LOC410337	9	2	0	Meli	0.222222222222222	0	Elaboration of Sociality
LOC410340	14	0	0	Meli	0	0	Elaboration of Sociality
LOC410344	28	0	0	Meli	0	0	Elaboration of Sociality
LOC410347	39	0	0	Meli	0	0	Elaboration of Sociality
LOC410353	8	0	0	Meli	0	0	Elaboration of Sociality
LOC410354	14	0	4	Meli	0	0.285714285714286	Elaboration of Sociality
LOC410371	20	2	0	Meli	0.1	0	Elaboration of Sociality
LOC410429	7	0	0	Meli	0	0	Elaboration of Sociality
LOC410432	23	1	2	Meli	0.0434782608695652	0.0869565217391304	Elaboration of Sociality
LOC410442	9	0	0	Meli	0	0	Elaboration of Sociality
LOC410449	4	1	1	Meli	0.25	0.25	Elaboration of Sociality
LOC410456	34	4	3	Meli	0.117647058823529	0.0882352941176471	Elaboration of Sociality
LOC410467	15	1	0	Meli	0.0666666666666667	0	Elaboration of Sociality
LOC410480	11	1	1	Meli	0.0909090909090909	0.0909090909090909	Elaboration of Sociality
LOC410497	7	3	1	Meli	0.428571428571429	0.142857142857143	Elaboration of Sociality
LOC410527	12	1	0	Meli	0.0833333333333333	0	Elaboration of Sociality
LOC410549	9	5	4	Meli	0.555555555555556	0.444444444444444	Elaboration of Sociality
LOC410550	4	0	0	Meli	0	0	Elaboration of Sociality
LOC410600	22	5	1	Meli	0.227272727272727	0.0454545454545455	Elaboration of Sociality
LOC410609	32	1	0	Meli	0.03125	0	Elaboration of Sociality
LOC410643	17	5	0	Meli	0.294117647058824	0	Elaboration of Sociality
LOC410648	24	11	1	Meli	0.458333333333333	0.0416666666666667	Elaboration of Sociality
LOC410649	8	6	6	Meli	0.75	0.75	Elaboration of Sociality
LOC410706	42	3	4	Meli	0.0714285714285714	0.0952380952380952	Elaboration of Sociality
LOC410717	21	9	4	Meli	0.428571428571429	0.19047619047619	Elaboration of Sociality
LOC410723	90	0	0	Meli	0	0	Elaboration of Sociality
LOC410730	24	0	0	Meli	0	0	Elaboration of Sociality
LOC410732	11	2	0	Meli	0.181818181818182	0	Elaboration of Sociality
LOC410777	17	1	3	Meli	0.0588235294117647	0.176470588235294	Elaboration of Sociality
LOC410784	7	0	0	Meli	0	0	Elaboration of Sociality
LOC410812	4	0	1	Meli	0	0.25	Elaboration of Sociality
LOC410821	8	4	0	Meli	0.5	0	Elaboration of Sociality
LOC410838	52	0	0	Meli	0	0	Elaboration of Sociality
LOC410855	8	6	0	Meli	0.75	0	Elaboration of Sociality
LOC410860	16	1	1	Meli	0.0625	0.0625	Elaboration of Sociality
LOC410864	8	0	0	Meli	0	0	Elaboration of Sociality
LOC410872	17	0	0	Meli	0	0	Elaboration of Sociality
LOC410876	16	0	0	Meli	0	0	Elaboration of Sociality
LOC410894	23	0	0	Meli	0	0	Elaboration of Sociality
LOC410905	29	0	0	Meli	0	0	Elaboration of Sociality
LOC410920	2	1	0	Meli	0.5	0	Elaboration of Sociality
LOC410922	10	1	1	Meli	0.1	0.1	Elaboration of Sociality
LOC410952	20	0	0	Meli	0	0	Elaboration of Sociality
LOC410953	6	0	1	Meli	0	0.166666666666667	Elaboration of Sociality
LOC410986	11	1	2	Meli	0.0909090909090909	0.181818181818182	Elaboration of Sociality
LOC410989	16	1	1	Meli	0.0625	0.0625	Elaboration of Sociality
LOC410997	15	7	1	Meli	0.466666666666667	0.0666666666666667	Elaboration of Sociality
LOC411003	5	0	0	Meli	0	0	Elaboration of Sociality
LOC411009	18	1	6	Meli	0.0555555555555556	0.333333333333333	Elaboration of Sociality
LOC411011	44	1	0	Meli	0.0227272727272727	0	Elaboration of Sociality
LOC411044	49	0	0	Meli	0	0	Elaboration of Sociality
LOC411048	16	0	1	Meli	0	0.0625	Elaboration of Sociality
LOC411053	6	0	0	Meli	0	0	Elaboration of Sociality
LOC411054	32	7	7	Meli	0.21875	0.21875	Elaboration of Sociality
LOC411076	33	2	0	Meli	0.0606060606060606	0	Elaboration of Sociality
LOC411083	28	17	5	Meli	0.607142857142857	0.178571428571429	Elaboration of Sociality
LOC411104	9	8	7	Meli	0.888888888888889	0.777777777777778	Elaboration of Sociality
LOC411105	8	0	0	Meli	0	0	Elaboration of Sociality
LOC411121	16	0	0	Meli	0	0	Elaboration of Sociality
LOC411144	6	0	0	Meli	0	0	Elaboration of Sociality
LOC411145	14	0	0	Meli	0	0	Elaboration of Sociality
LOC411154	14	0	0	Meli	0	0	Elaboration of Sociality
LOC411176	10	1	0	Meli	0.1	0	Elaboration of Sociality
LOC411195	14	0	1	Meli	0	0.0714285714285714	Elaboration of Sociality
LOC411206	6	1	1	Meli	0.166666666666667	0.166666666666667	Elaboration of Sociality
LOC411213	6	4	0	Meli	0.666666666666667	0	Elaboration of Sociality
LOC411214	80	0	0	Meli	0	0	Elaboration of Sociality
LOC411227	10	7	4	Meli	0.7	0.4	Elaboration of Sociality
LOC411245	5	0	0	Meli	0	0	Elaboration of Sociality
LOC411345	4	2	0	Meli	0.5	0	Elaboration of Sociality
LOC411347	9	2	0	Meli	0.222222222222222	0	Elaboration of Sociality
LOC411348	5	0	0	Meli	0	0	Elaboration of Sociality
LOC411371	19	0	0	Meli	0	0	Elaboration of Sociality
LOC411458	24	1	2	Meli	0.0416666666666667	0.0833333333333333	Elaboration of Sociality
LOC411459	15	0	1	Meli	0	0.0666666666666667	Elaboration of Sociality
LOC411474	40	0	4	Meli	0	0.1	Elaboration of Sociality
LOC411476	5	0	2	Meli	0	0.4	Elaboration of Sociality
LOC411477	27	0	1	Meli	0	0.037037037037037	Elaboration of Sociality
LOC411494	67	2	3	Meli	0.0298507462686567	0.0447761194029851	Elaboration of Sociality
LOC411539	9	4	2	Meli	0.444444444444444	0.222222222222222	Elaboration of Sociality
LOC411546	9	0	1	Meli	0	0.111111111111111	Elaboration of Sociality
LOC411586	48	1	1	Meli	0.0208333333333333	0.0208333333333333	Elaboration of Sociality
LOC411618	7	0	0	Meli	0	0	Elaboration of Sociality
LOC411638	5	0	0	Meli	0	0	Elaboration of Sociality
LOC411639	12	1	0	Meli	0.0833333333333333	0	Elaboration of Sociality
LOC411640	12	1	0	Meli	0.0833333333333333	0	Elaboration of Sociality
LOC411665	27	0	0	Meli	0	0	Elaboration of Sociality
LOC411670	50	1	0	Meli	0.02	0	Elaboration of Sociality
LOC411685	5	0	0	Meli	0	0	Elaboration of Sociality
LOC411697	13	0	0	Meli	0	0	Elaboration of Sociality
LOC411746	40	1	0	Meli	0.025	0	Elaboration of Sociality
LOC411772	5	5	1	Meli	1	0.2	Elaboration of Sociality
LOC411781	7	0	0	Meli	0	0	Elaboration of Sociality
LOC411805	8	1	1	Meli	0.125	0.125	Elaboration of Sociality
LOC411808	37	1	1	Meli	0.027027027027027	0.027027027027027	Elaboration of Sociality
LOC411813	6	1	0	Meli	0.166666666666667	0	Elaboration of Sociality
LOC411858	4	0	0	Meli	0	0	Elaboration of Sociality
LOC411864	11	0	1	Meli	0	0.0909090909090909	Elaboration of Sociality
LOC411881	8	0	0	Meli	0	0	Elaboration of Sociality
LOC411942	12	2	0	Meli	0.166666666666667	0	Elaboration of Sociality
LOC411947	10	0	2	Meli	0	0.2	Elaboration of Sociality
LOC411955	11	0	0	Meli	0	0	Elaboration of Sociality
LOC411970	3	3	0	Meli	1	0	Elaboration of Sociality
LOC411998	8	1	2	Meli	0.125	0.25	Elaboration of Sociality
LOC412007	12	0	1	Meli	0	0.0833333333333333	Elaboration of Sociality
LOC412020	4	0	0	Meli	0	0	Elaboration of Sociality
LOC412025	3	0	0	Meli	0	0	Elaboration of Sociality
LOC412053	6	0	1	Meli	0	0.166666666666667	Elaboration of Sociality
LOC412069	9	4	2	Meli	0.444444444444444	0.222222222222222	Elaboration of Sociality
LOC412108	30	0	2	Meli	0	0.0666666666666667	Elaboration of Sociality
LOC412125	59	0	0	Meli	0	0	Elaboration of Sociality
LOC412129	8	0	1	Meli	0	0.125	Elaboration of Sociality
LOC412150	4	0	0	Meli	0	0	Elaboration of Sociality
LOC412167	11	2	0	Meli	0.181818181818182	0	Elaboration of Sociality
LOC412249	6	0	0	Meli	0	0	Elaboration of Sociality
LOC412263	5	0	0	Meli	0	0	Elaboration of Sociality
LOC412287	10	4	1	Meli	0.4	0.1	Elaboration of Sociality
LOC412319	5	0	0	Meli	0	0	Elaboration of Sociality
LOC412348	27	1	0	Meli	0.037037037037037	0	Elaboration of Sociality
LOC412355	11	1	2	Meli	0.0909090909090909	0.181818181818182	Elaboration of Sociality
LOC412401	27	1	7	Meli	0.037037037037037	0.259259259259259	Elaboration of Sociality
LOC412470	26	1	1	Meli	0.0384615384615385	0.0384615384615385	Elaboration of Sociality
LOC412487	11	0	1	Meli	0	0.0909090909090909	Elaboration of Sociality
LOC412511	5	0	1	Meli	0	0.2	Elaboration of Sociality
LOC412552	28	3	1	Meli	0.107142857142857	0.0357142857142857	Elaboration of Sociality
LOC412591	18	0	2	Meli	0	0.111111111111111	Elaboration of Sociality
LOC412642	24	0	0	Meli	0	0	Elaboration of Sociality
LOC412661	8	0	1	Meli	0	0.125	Elaboration of Sociality
LOC412694	5	1	0	Meli	0.2	0	Elaboration of Sociality
