Gene	All_Post_Elaboration_Sociality	All_Post_Origin_Sociality	All_Solitary	Apis	Social_Corbiculates	Habropoda	Lasioglossum	Megachilidae	Melipona	Dufourea	Ceratina
LOC412749	1	1	1	1	1	1	1	1	1	1	1
LOC412750	1	1	1	1	1	1	1	1	1	1	1
LOC412751	1	1	1	1	1	1	1	1	1	1	1
LOC412755	1	1	1	1	1	1	1	1	1	1	1
LOC412762	1	1	1	1	1	1	1	1	1	1	1
LOC412764	1	1	1	1	1	1	1	0.004304665	1	1	1
LOC412769	1	1	1	1	1	1	1	1	1	1	1
LOC412770	1	1	1	1	1	1	1	1	1	1	1
LOC412778	1	1	1	1	1	1	1	1	1	1	1
LOC412782	1	1	1	1	1	1	1	1	1	1	1
LOC412784	1	1	1	1	1	1	1	1	1	1	1
LOC412787	1	1	1	0.002085472	1	1	1	1	1	1	1
LOC412795	1	1	1	1	1	1	1	1	1	1.310329e-05	1
LOC412799	1	1	1	1	1	1	1	1	1	1	2.613697e-17
LOC412804	1	1	1	1	1	1	0.001522084	1	1	1	1
LOC412806	1	1	1	1	1	1	1	0.02153112	1	1	1
LOC412815	1	1	1	1	1	1	1	0.003224049	0.0271386	1	1
LOC412817	1	1	1	1	1	1	1	1	0.003488512	1	1
LOC412823	1	1	1	1	1	1	1	1	1	1	1
LOC412824	1	1	1	1	1	1	1	1	1	1	1
LOC412832	1	1	1	1	1	1	1	1	1	1	1
LOC412834	1	1	1	1	1	1	1	2.302185e-07	1	1	1
LOC412837	1	1	1	1	1	1	1	1	1	1	1
LOC412838	1	1	1	1	1	1	1	1	1	1	1
LOC412842	1	1	1	1	1	1	1	1	1	1	1.060636e-21
LOC412843	1	1	1	1	1	1	1	1	1	1	1
LOC412850	1	1	1	1	1	1	1	1	1	1	2.245226e-17
LOC412851	1	1	1	1	1	1	1	1	1	1	0.5434336
LOC412853	1	1	1	1	1	1	1	1	1	1	1
LOC412855	1	1	1	1	1	1	1	1	5.025328e-07	1	4.44381e-19
LOC412858	1	1	1	1	1	1	1	1	1.0794e-06	1	1.878687e-11
LOC412859	4.57169373738216e-05	1	1	1	1	1	1	1	1.629197e-05	1	2.282897e-07
LOC412862	1	1	1	1	1	1	1	0.0006422435	1	1	1
LOC412864	1	1	1	1	1	1	1	1	1	1	1
LOC412866	1	1	1	1	1	1	1	1	1	1	1
LOC412868	1	1	1	1	1	1	1	1	1	1	1
LOC412870	1	1	1	1	1	1	1	1	1	1	1
LOC412876	1	1	1	1	1	1	1	1	1	1	1
LOC412878	1	1	1	1	1	1	1	1	1	1	1
LOC412880	1	1	1	1	1	1	1	1	1	1	1
LOC412883	1	1	1	1	1	1	1	1	1	1	1
LOC412885	1	1	1	1	1	1	1	1	1	1	1
LOC412888	1	1	1	1	1	1	1	1	1	1	1
LOC412889	1	1	1	1	1	1	1	1	1	1	1
LOC412896	1	1	1	1	1	1	1	1	1	1	1
LOC412897	1	1	1	1	1	1	1	1	3.23448e-07	1	2.500229e-14
LOC412898	1	1	1	1	1	1	1	1	1	1	1
LOC412907	1	1	1	1	1	1	1	1	1	1	1
LOC412913	1	1	1	1	1	1	1	1	1	1	1
LOC412916	1	1	1	1	1	1	1	1	1	1	1
LOC412917	1	1	1	1	1	1	1	1	1	1	1
LOC412919	1	1	1	1	1	1	1	1	4.954849e-14	1	1
LOC412924	1	1	1	1	1	1	1	1	1	1	1
LOC412926	1	1	1	1	1	1	1	1	1	1	1
LOC412927	1	1	1	1	1	1	1	1	1	1	1
LOC412928	1	1	1	1	1	1	1	1	1	1	1
LOC412929	1	1	1	1	1	1	0.005030429	1	1	1	1.567047e-07
LOC412931	1	1	1	1	1	1	1	1	1	1	1
LOC412932	1	1	1	1	1	1	1	1	1	1	1
LOC412933	1	1	1	1	1	1	1	1	1	1	1
LOC412941	1	1	1	1	1	1	1	1	1	1	1
LOC412943	1	1	1	1	1	1	1	1	1	0.8477	1
LOC412944	1	1	1	1	1	1	1	1	1	1	1
LOC412949	1	1	1	1	1	1	1	1	1	1	0.0695412
LOC412950	1	1	1	1	1	1	1	1	1	1	1
LOC412954	1	1	1	1	1	1	1	1	1	1	0.5640505
LOC412955	1	1	1	1	1	1	1	1	1	1	1
LOC412956	1	1	1	1	1	NA	1	1	1	1	1.609547e-10
LOC412959	1	1	1	1	1	1	1	1	1	1	1
LOC412965	1	1	1	0.14494	1	1	1	4.708159e-05	1	1	1
LOC412966	1	1	1	1	1	1	1	1	1	1	1
LOC412972	1	1	1	1	1	1	1	1	1	1	1
LOC412975	1	1	1	1	1	1	1	1	0.3475072	1	1
LOC412976	1	1	1	1	1	1	1	1	1	1	3.784689e-13
LOC412979	1	1	1	1	1	1	1	1	1	1	1
LOC412984	1	1	1	1	1	1	1	1	0.344681	1	0.4821299
LOC412985	1	1	1	1	1	1	1	1	1	1	1
LOC412986	1	1	1	1	1	1	1	1	1	1	1
LOC412997	1	1	1	1	1	1	1	1	1	1	1
LOC413001	1	1	1	1	1	1	1	2.096126e-09	1	1	7.961258e-13
LOC413005	1	1	1	1	1	1	1	1	1	1	8.616852e-25
LOC413006	1	1	1	1	1	1	1	1	1	1	1
LOC413011	1	1	1	1	1	1	1	1	1	1	1
LOC413012	1	1	1	1	1	1	1	1	1	1	1
LOC413014	1	1	1	1	1	1	1	1	1	1	1
LOC413018	1	1	1	0.0554407	1	1	1	1.97434e-07	2.290475e-07	1	1
LOC413020	1	1	1	1	1	1	1	1	1	1	1
LOC413024	1	1	1	1	1	1	1	1	2.120893e-07	1	1
LOC413029	1	1	1	1	1	1	1	1	1	1	1
LOC413030	1	1	1	1	1	1	1	1.933667e-05	1	1	1
LOC413032	1	1	1	1	1	1	0.08956215	0.1577734	1	1	1
LOC413034	1	1	1	1	1	1	1	1	1	1	1
LOC413036	1	1	1	1	1	1	1	0.1187018	1	1	1
LOC413040	1	1	1	1	1	1	1	1	1	1	1
LOC413043	1	1	1	1	1	1	1	1	1	1	1
LOC413046	1	1	1	1	1	1	0.4480458	1	1	1	0.0165239
LOC413052	1	1	1	1	1	1	1	1	1	1	1
LOC413053	1	1	1	1	1	1	1	1	1	1	1
LOC413055	1	1	1	1	1	1	1	1	1	1	1
LOC413063	1	1	1	1	1	1	1	1	1	1	1
LOC413064	1	1	1	1	1	1	1	1	1	1	1
LOC413065	1	1	1	1	1	1	1	1	1	1	1
LOC413068	1	1	1	1	1	1	1	1	1	1	1
LOC413069	1	1	1	1	1	1	1	1	1	1	1
LOC413071	1	1	1	1	1	1	1	1	1	1	1
LOC413074	1	1	1	1	1	1	1	1	1	1	1
LOC413078	1	1	1	1	1	1	1	1	1	1	1
LOC413080	1	1	1	1	1	1	1	1	1	1	1
LOC413081	1	1	1	1	1	1	1	1	1	1	1
LOC413086	1	1	1	1	1	1	1	1	0.008482649	1	1
LOC413087	1	1	1	1	1	1	1	1	1	1	1
LOC413089	1	1	1	1	1	1	1	1	0.001336734	1	1.190569e-06
LOC413096	1	1	1	1	0.6961088	1	1	1	1	1	1
LOC413099	1	1	1	1	1	1	1	1	1	1	0.08895053
LOC413103	1	1	1	1	1	1	1	1	1	1	1
LOC413110	1	1	1	1	1	1	1	1	1	1	0.005633578
LOC413113	1	1	1	1	1	1	1	1	0.0002142993	1	3.766566e-06
LOC413119	1	1	1	1	1	1	1	1	1	1	0.00308558
LOC413120	1	1	1	1	1	1	1	1	2.96459e-14	1	1
LOC413121	1	1	1	1	1	1	1	1	1	1	0.5475771
LOC413123	1	1	1	1	1	1	1	1	0.6254817	1	1
LOC413129	1	1	1	1	1	1	1	1	1	1	1
LOC413132	1	1	1	1	1	1	1	1	1.438852e-11	1	1
LOC413133	1	1	1	1	1	1	1	1	7.780275e-05	1	1
LOC413134	1	1	1	1	1	1	1	1	0.05284681	1	1
LOC413138	1	1	1	1	1	1	1	1	1	1	1
LOC413139	1	1	1	1	1	1	1	1	1	1	0.5665179
LOC413141	1	1	1	1	1	1	1	1	1	1	1
LOC413142	1	1	1	1	1	1	1	1	1	1	1
LOC413144	1	1	1	1	1	1	1	1	1	1	1
LOC413145	1	1	1	1	1	1	1	1	1	1	1
LOC413146	1	1	1	1	1	1	1	1	1	1	1
LOC413147	1	1	1	1	1	1	1	1	1	1	1
LOC413152	1	1	1	1	1	1	1	1	1	1	1
LOC413154	1	1	1	1	1	1	1	1	1	1	1
LOC413165	1	1	1	1	1	1	1	1	1	1	1
LOC413166	1	1	1	1	1	1	1	1	1	1	1
LOC413167	1	1	1	1	1	1	1	1	0.1210547	1	1
LOC413169	1	1	1	1	0.1904069	1	1	1	1	1	1
LOC413170	1	1	1	1	1	1	1	1	1.816319e-05	1	2.850594e-09
LOC413171	1	1	1	1	1	1	1	1	1	1	1
LOC413173	1	1	1	1	1	1	1	1	1	1	1
LOC413179	1	1	1	1	1	1	1	1	1	1	1
LOC413181	1	1	1	1	1	1	0.0005585163	1	1	1	1
LOC413183	1	1	1	1	1	1	1	1	0.7226474	1	9.665009e-08
LOC413184	1	1	1	1	1	1	1	1	1	1	1
LOC413185	1	1	1	1	1	1	1	0.2380572	1	1	0.3025261
LOC413186	1	1	1	1	1	1	1	1	1	1	1
LOC413189	1	0.001901605	1	1	1	1	1	1	1	1	1
LOC413190	1	1	1	1	1	1	1	1	1	1	1
LOC413192	1	1	1	1	1	1	1	1	1	1	1
LOC413195	1	1	1	1	1	1	1	1	1	1	1
LOC413196	1	1	1	1	1	1	1	1	1	1	1
LOC413197	1	1	1	1	1	1	1	1	1	1	0.0006145745
LOC413200	1	1	1	1	1	1	1	1	9.510931e-06	1	1
LOC413204	1	1	1	1	1	1	1	1	1	1	1
LOC413205	1	1	1	1	1	1	1	1	1	1	1
LOC413207	1	1	1	1	1	1	0.001099719	1	0.1254784	1	1
LOC413208	1	1	1	1	1	1	1	1	1	1	1.971841e-05
LOC413209	1	1	1	1	1	1	1	1	1	1	1
LOC413222	1	1	1	1	1	1	1	1	1	1	1
LOC413223	1	1	1	1	1	1	1	1	1	1	1
LOC413224	1	1	1	1	1	1	1	1	1	1	1
LOC413228	1	1	1	1	1	1	1	6.809606e-09	1	1	1
LOC413233	1	1	1	1	1	1	1	1	1	1	1
LOC413239	1	1	1	1	1	1	1	1	1	1	1
LOC413240	1	1	1	1	1	1	1	1	1	1	1
LOC413242	1	1	1	1	1	1	1	1	0.2243075	1	1
LOC413244	1	1	1	1	1	1	1	1	1	1	1
LOC413246	0.0332579541449837	1	1	1	1	1	1	1	1	1	4.0487e-22
LOC413248	1	1	1	1	1	1	3.690187e-05	1	1	1	1
LOC413250	1	1	1	1	1	1	1	1	1	1	1
LOC413252	1	1	1	1	1	1	1	1	1	1	1
LOC413253	1	1	1	1	1	1	1	1	1	1	1
LOC413255	1	1	1	1	1	1	1	1	1	1	1
LOC413259	1	1	1	1	1	1	1	1	1	1	1
LOC413265	1	1	1	1	1	NA	1	1	1	1	1
LOC413266	1	1	1	1	1	1	1	1	1	1	0.002719102
LOC413267	1	1	1	1	1	1	1	1	1	1	1
LOC413270	1	1	1	1	1	NA	1	1	0.001266629	1	2.152655e-28
LOC413271	1	1	1	1	1	1	1	1	1	1	0.705296
LOC413274	1	1	1	1	1	1	1	1	1	1	1
LOC413275	1	1	1	1	1	1	1	1	1	1	1
LOC413278	1	1	1	1	1	1	1	1	1	1	1
LOC413279	1	1	1	1	1	1	1	1	1	1	1
LOC413280	1	0.04898052	1	1	1	1.391152e-15	1	1	1	1	1
LOC413285	1	1	1	1	1	1	1	1	1	1	1
LOC413286	1	1	1	1	1	1	1	1	1	1	1
LOC413288	1	1	1	1	1	1	1	1	1	1	1
LOC413293	1	1	1	1	1	1	1	1	1	1	1
LOC413296	1	1	1	1	1	1	1	1	1	1	1
LOC413297	1	1	1	1	1	1	1	1	1	1	1
LOC413299	1	1	1	1	0.9654245	1	1	3.180162e-05	1	1	1
LOC413303	1	1	1	1	1	1	1	1	1	1	1
LOC413305	1	1	1	1	1	1	1	1	1	1	1
LOC413309	1	1	1	1	1	1	1	1	1	1	1
LOC413310	1	1	1	1	1	1	1	1	0.006946868	1	1
LOC413311	1	1	1	1	1	1	1	1	1	0.41754	1
LOC413313	1	1	1	1	1	1	1	1	1	1	1
LOC413314	0.332393798561444	1	1	1	1	1	1	1	1	1	3.297407e-12
LOC413318	1	1	1	1	1	1	1	1	1	1	0.003340666
LOC413319	1	1	1	0.009597001	1	1	1	1	1	1	1
LOC413328	1	1	1	1	1	1	1	1	1	1	1
LOC413332	1	1	1	1	1	1	1	1	1	1	1
LOC413333	1	1	1	1	1	1	1	1	1	1	1
LOC413334	1	1	1	1	1	1	1	1	1	1	1
LOC413336	1	1	1	1	1	1	1	1	1	1	1
LOC413340	1	0.8760135	1	1	1	1	1	1	1	1	1
LOC413341	1.12459530058708e-32	0.7844647	1	1	1	1	1	1	1	1	1
LOC413344	1	1	1	1	1	1	1	1	1	1	1
LOC413345	1	1	1	1	1	1	1	1	1	1	1
LOC413350	1	1	1	1	1	1	1	1	1	1	1
LOC413351	1	1	1	1	1	1	1	1	1	1	1
LOC413354	1	1	1	1	1	1	1	1	1	1	1
LOC413356	1	1	1	1	1	1	1	1	1	1	1
LOC413357	1	1	1	1	1	1	1	1	1	1	4.10026e-06
LOC413362	1	1	1	1	1	1	1	1	1	1	1
LOC413363	1	1	1	1	1	1	1	1	1	1	1
LOC413365	1	1	1	1	1	1	1	1	1	1	1
LOC413372	1	1	1	1	1	1	1	1	1	1	1
LOC413376	1	1	1	1	1	1	1	1	1	1	1
LOC413377	1	1	1	1	1	1	1	1	1	1	1
LOC413378	0.736593965089842	1	1	1	1	1	1	1	1	1	1
LOC413383	1	1	1	1	1	1	1	1	0.008458127	1	2.285102e-13
LOC413385	1	1	1	1	1	1	1	1	1	1	1
LOC413386	1	1	1	1	1	1	1	1	1	1	1
LOC413390	1	1	1	1	1	1	1	1	1	1	1
LOC413391	1	1	1	1	1	1	1	1	1	1	1
LOC413398	1	1	1	1	1	1	1	1	1	1	1
LOC413400	1	1	1	1	1	1	1	1	1	1	1
LOC413404	1	1	1	1	1	1	1	1	1	1	1
LOC413407	1	1	1	1	1	1	1	0.0002587061	1	1	1
LOC413410	1	1	1	1	1	1	1	1	1	1	4.158323e-19
LOC413416	1	1	1	1	1	1	1	1	1	1	1
LOC413418	1	1	1	1	1	1	1	1	1	1	1
LOC413423	1	1	1	1	1	1	1	1	1	1	1
LOC413425	1	1	1	1	1	1	1	1	1	1	1
LOC413427	1	1	1	4.837715e-06	1	1	1	1	1	1	1.740171e-20
LOC413429	1	1	1	1	1	1	1	1	1	1	1
LOC413437	1	1	1	1	1	1	1	1	1	1	1
LOC413438	1	1	1	1	1	1	1	1	1	1	1
LOC413439	1	1	1	1	1	1	1	1	1	1	1
LOC413440	1	1	1	1	1	1	1	1	1	1	6.152393e-11
LOC413441	1	1	1	1	1	1	1	1	1	1	1.031026e-15
LOC413448	1	1	1	1	1	1	1	1	1	1	1
LOC413451	1	1	1	1	1	1	1	1	1	1	0.8499727
LOC413460	1	1	1	1	1	1	1	1	1	1	1
LOC413462	1	1	1	1	1	1	0.2333098	1	1	1	1
LOC413464	1	1	1	1	1	1	1	1	1	1	0.001980101
LOC413466	1	1	1	1	1	1	1	1	1	1	1
LOC413467	1	1	1	1	4.89366e-06	1	1	1	1	1	1
LOC413468	1	1	1	1	1	1	1	1	1	1	1
LOC413470	1	1	1	1	1	1	1	1	1	1	1
LOC413474	1	1	1	1	1	1	1	1	1	1	1
LOC413478	1	1	1	1	1	1	1	1	1	1	1
LOC413481	1	1	1	1	1	1	1	1	1	1	1
LOC413484	1	1	1	1	1	1	1	1	1	1	1
LOC413486	1	1	1	1	1	1	1	1	1	1	1
LOC413488	1	1	1	1	1	1	1	1	1	1	1
LOC413489	1	1	1	1	1	1	1	1	1	1	1
LOC413490	1	1	1	1	1	1	1	1	1	1	1.238729e-14
LOC413491	1	1	1	1	1	1	1	1	1	1	1
LOC413493	1	1	1	1	1	1	1	1	1	1	1
LOC413494	1	1	1	1	1	1	1	1	1	1	1
LOC413495	1	1	1	1	1	1	1	1	1	1	1
LOC413498	1	1	1	1	1	1	1	0.002588642	0.3417154	1	1
LOC413499	1	1	1	1	1	1	1	1	1	1	1
LOC413500	1	1	1	1	1	1	1	1	1	1	1
LOC413501	1	1	1	1	1	1	1	1	1	1	0.02749572
LOC413510	1	1	1	1	1	1	1.035365e-05	1	1	1	1.207872e-22
LOC413512	1	1	1	1	1	1	1	1	1	1	1
LOC413517	1	1	1	1	1	1	1	1	1	1	1
LOC413520	1	1	1	1	1	1	1	1	1	1	1
LOC413523	1	1	1	1	1	1	1	1	1.311706e-07	1	1
LOC413524	1	1	1	1	1	1	1	4.499899e-17	1	1	1
LOC413525	1	1	1	1	1	1	1	1	1	1	1
LOC413529	1	1	1	1	1	1	1	1	1	1	1
LOC413531	1	1	1	1	1	1	1	1	1	1	1
LOC413533	1	1	1	1	1	1	1	1	1	1	1
LOC413534	1	1	1	0.2105276	1	1	1	1	1	1	1
LOC413542	1	1	1	1	1	1	1	1	1	1	1
LOC413544	1	1	1	1	1	1	1	1	1	1	1
LOC413545	1	1	1	1	1	1	1	1	1	1	1
LOC413547	1	1	1	1	1	1	1	0.00141699	1	1	1
LOC413548	1	1	1	1	1	1	1	1	1	1	1
LOC413549	1	1	1	1	1	1	1	1	1	1	1
LOC413551	1	1	1	1	1	1	1	1	1	1	4.118579e-20
LOC413557	1	1	1	1	1	1	1	1	3.591397e-08	1	1
LOC413560	1	1	1	1	1	1	1	1	1	1	0.1918499
LOC413567	1	1	1	1	1	1	1	1	1	1	0.3141463
LOC413573	1	1	1	1	1	1	1	1	1	1	1
LOC413577	1	1	1	1	1	1	1	1	1	1	1.998957e-20
LOC413579	1	1	1	1	1	1	1	1	1	1	1
LOC413582	1	1	1	4.095121e-08	1	1	1	1	1	1	1
LOC413583	1	1	1	1	1	1	1	1	1	1	1
LOC413588	1	1	1	1	1	1	1	1	1	1	1
LOC413590	1	1	1	1	1	1	1	1	1	1	1
LOC413594	1	1	1	1	1	1	1	1	1.220519e-08	1	1
LOC413596	1	1	1	1	1	1	1	1	1	1	1
LOC413601	1	1	1	1	1	1	1	1	1	1	1
LOC413605	1	1	1	1	1	1	1	1	1	1	1
LOC413607	1	1	1	1	1	1	1	1	0.007141754	1	1.324625e-08
LOC413613	1	1	1	1	1	1	1	1	0.1857062	1	1
LOC413614	1	1	1	1	1	1	1	1	1	1	1
LOC413618	1	1	1	1	1	1	1	1	1	1	1
LOC413619	1	1	1	1	1	1	1	1	1	1	1
LOC413620	1	1	1	1	1	1	1	1	1	1	1
LOC413623	1	1	1	1	1	1	1	1	1	1	1
LOC413625	1	1	1	1	1	1	1	1	1	1	1
LOC413627	1	1	1	1	1	NA	1	1	1	1	1
LOC413631	1	1	1	1	1	1	0.01414876	1	1	1	0.1829918
LOC413643	1	1	1	1	1	1	1	1	1	1	1
LOC413649	1	1	1	1	1	1	1	1	0.06901681	1	1
LOC413652	1	1	1	1	1	1	1	1	1	1	1
LOC413653	1	1	1	1	1	1	1	1	1	1	0.002834757
LOC413655	1	1	1	1	1	1	1	1	1	1	1
LOC413657	1	1	1	1	1	1	1	1	1	1	1
LOC413660	1	1	1	1	1	1	1	1	1	1	1
LOC413666	1	1	1	1	1	1	1	1	1	1	5.584638e-16
LOC413667	1	1	1	1	1	1	1	1	1	1	1
LOC413670	1	1	1	1	1	1	1	8.634934e-05	1	1	1
LOC413672	1	1	1	1	1	1	1	1	1	1	1
LOC413674	1	1	1	1	1	1	1	1	1	1	1
LOC413675	1	1	1	1	1	1	1	1	1	1	1
LOC413676	1	1	1	1	1	1	1	1	1	1	0.0002588381
LOC413677	1	1	1	1	1	1	1	1	1	1	1
LOC413678	1	1	1	1	1	1	1	1	1	1	1
LOC413680	1	1	1	1	1	1	1	1	1	1	1
LOC413688	1	1	1	1	1	1	1	1	1	1	1
LOC413689	1	1	1	1	1	1	1	1	1	1	1
LOC413690	1	1	1	1	1	1	1	1	1	1	1
LOC413691	1	1	1	1	1	1	1	1	1	1	1
LOC413699	1	1	1	1	1	1	1	1	1	1	1
LOC413702	1	1	1	1	1	1	1	1	1	1	1
LOC413708	1	1	1	1	1	1	1	1	1	1	1
LOC413709	1	1	1	1	1	1	1	1	1	1	1
LOC413711	1	1	1	1	1	1	1	1	1	1	1.875648e-09
LOC413713	1	1	1	1	1	1	1	1	1	1	1
LOC413714	1	1	1	1	1	1	1	1	1	1	1
LOC413720	1	1	1	1	1	1	1	1	1	1	1
LOC413721	1	1	1	1	1	1	1	1	0.3972451	1	1
LOC413724	1	1	1	1	1	1	1	1	1	1	1
LOC413727	1	1	1	1	1	1	1	1	1	1	0.1994971
LOC413728	1	1	1	1	1	1	1	1	1	1	1
LOC413730	1	1	1	1	1	1	1	1	1	1	1
LOC413732	1	1	1	1	1	1	1	1	1	1	2.939864e-05
LOC413735	1	1	1	1	1	1	1	1	1	1	1.830364e-06
LOC413736	1	1	1	1	1	1	1	1	1	1	1
LOC413738	1	1	1	1	1	1	1	1	1	1	1
LOC413740	1	1	1	1	1	1	1	1	1	1	1
LOC413754	1	1	1	1	1	1	1	1	1	1	1
LOC413755	1	1	1	1	1	1	1	1	0.161158	1	1
LOC413759	1	1	1	1	1	1	1	0.001884015	1.072332e-08	1	1
LOC413762	1	1	1	1	1	1	1	1	1	1	1
LOC413763	1	1	1	1	1	1	1	1	1	1	1
LOC413766	1	1	1	1	1	1	1	1	1	8.348311e-08	1
LOC413781	1	1	1	1	1	1	1	1	1	1	1
LOC413783	1	1	1	1	1	1	1	1	1	1	1
LOC413784	1	1	1	1	1	1	1	1	1	1	0.4296755
LOC413785	1	1	1	1	1	1	1	0.0005982212	1	1	1
LOC413787	1	1	1	1	1	1	1	1	1	1	1
LOC413791	1	1	1	1	1	1	1	1	1	1	1
LOC413792	1	1	1	1	1	1	1	0.5703472	1	1	1
LOC413793	1	1	1	1	1	1	1	1	1	1	1
LOC413794	1	1	1	1	1	1	1	1	1	1	1
LOC413795	1	1	1	1	1	1	1	1	1	1	1
LOC413796	1	1	1	1	1	1	1	1	1	1	3.720525e-05
LOC413799	1	1	1	1	1	1	1	1	1	1	1
LOC413802	1	1	1	1	1	1	1	1	1	1	1
LOC413805	1	1	1	1	1	1	1	0.09988201	2.089872e-05	1	1
LOC413810	1	1	1	1	1	1	1	1	0.0008751251	1	1
LOC413812	1	1	1	1	1	1	1	1	1	1	1
LOC413813	1	1	1	1	1	1	1	1	1	1	1
LOC413814	1	1	1	1	1	1	1	1	0.0002126298	1	1
LOC413815	1	1	1	1	1	1	1	1	1	1	1
LOC413817	1	1	1	1	1	1	1	1	1	1	1
LOC413821	1	1	1	1	1	1	1	0.008339929	1	1	1
LOC413822	1	1	1	1	1	1	1	1	1	1	1
LOC413827	1	1	1	1	1	1	1	1	1	1	2.35336e-11
LOC413831	1	1	1	1	1	1	1	1	1	1	1
LOC413834	1	1	1	1	1	1	1	1	1	1	1
LOC413840	1	1	1	1	1	1	1	1	1	1	1
LOC413842	1	1	1	1	1	1	1	1	1	1	1
LOC413844	1	1	1	1	1	1	1	1	1	1	1
LOC413852	1	1	1	1	1	1	1	1	1	1	1
LOC413854	1	1	1	1	1	1	1	1	3.242368e-17	1	1
LOC413855	1	1	1	1	1	1	1	1	1	1	1
LOC413867	1	1	1	1	1	1	1	0.2246475	1	1	1
LOC413868	1	1	1	1	1	1	1	1	1	1	1
LOC413869	1	1	1	1	1	1	1	1	1	1	1
LOC413870	1	1	1	1	1	1	1	1	1	1	1
LOC413873	1	1	1	1	1	1	1	1	1	1	6.227368e-40
LOC413874	1	1	1	1	1	1	1	1	1	1	1
LOC413875	1	1	1	1	1	1	1	1	1	1	1
LOC413877	1	1	1	1	1	1	1	1	1	1	1
LOC413878	1	1	1	1	1	1	1	1	1	1	1
LOC413880	1	1	1	1	1	1	1	1	1	1	1
LOC413881	1	1	1	1	1	1	1	1	1	1	1
LOC413889	1	1	1	1	1	1	1	1	1	1	1
LOC413892	1	1	1	1	1	1	1	1	1	1	1
LOC413895	1	1	1	1	1	1	1	1	1	1	1
LOC413898	1	1	1	1	1	1	1	1	1	1	1
LOC413899	1	1	1	1	1	1	1	1	1	1	1
LOC413906	1	1	1	1	1	1	1	1	7.481469e-06	1	1
LOC413907	1	1	1	1	1	1	0.002335054	0.1499784	8.203664e-07	1	1
LOC413909	1	1	1	1	1	1	1	1	1	1	1
LOC413912	1	1	1	1	1	1	1	1	1	1	1
LOC413914	1	1	1	1	1	1	1	1	1	1	1
LOC413915	1	1	1	1	1	1	1	1	1	1	1
LOC413916	1	1	1	1	1	1	1	1	1	1	1
LOC413917	1	1	1	2.651011e-09	1	1	1	1	1	1	1
LOC413919	1	1	1	1	1	1	1	1	1	1	4.815981e-11
LOC413925	1	1	1	1	1	1	1	1	1	1	1
LOC413926	1	1	1	0.3036801	1	1	1	1	1	1	1
LOC413929	1	1	1	1	1	1	1	1	1	1	1
LOC413930	1	1	1	1	1	1	1	1	1	1	1
LOC413931	1	1	1	1	1	1	1	1	1	1	1.060272e-05
LOC413933	1	1	1	1	1	1	1	1	1	1	1
LOC413936	1	1	1	1	1	1	1	1	1.165591e-21	1	1.18045e-14
LOC413940	1	1	1	1	1	1	1	1	1	1	1
LOC413942	1	1	1	1	1	1	1	1	1	1	2.087915e-05
LOC413943	1	1	1	1	1	1	1	1	1	1	1
LOC413944	1	1	1	1	1	1	1	1	1	1	1
LOC413946	1	1	1	1	1	1	1	1	1	1	0.1512816
LOC413950	1	1	1	1	1	1	1	1	1	1	0.9369813
LOC413955	1	1	1	1	1	1	1	1	1	1	0.1020911
LOC413957	1	1	1	1	1	1	1	1	1	1	1
LOC413958	1	1	1	1	1	1	1	1	1	1	1
LOC413963	1	1	1	1	1	1	1	1	1	1	1
LOC413976	1	1	1	1	1	1	1	1	1	1	1
LOC413977	1	1	1	1	1	1	1	1	0.001123348	1	2.010347e-05
LOC413980	1	1	1	1	1	1	1	1	1	1	1
LOC413984	1	1	1	1	1	1	1	1	1	1	1
LOC413987	1	1	1	1	1	1	1	1	1	1	1
LOC413989	1	1	1	1	1	1	1	1	1	1	1
LOC413995	1	1	1	1	1	1	0.002765672	1	1	1	1
LOC413997	1	1	1	1	1	1	1	1	1	1	1
LOC413998	1	1	1	1	1	1	1	1	1	1	4.918259e-11
LOC414001	1	1	1	1	1	1	1	1	1	1	1
LOC414004	1	1	1	1	1	1	1	1	1	1	2.615731e-10
LOC414008	1	1	1	1	1	1	1	1	1	1	1
LOC414009	1	1	1	1	1	1	1	1.653919e-05	1	1	1
LOC414011	1	1	1	1	1	1	1	1	1	1	1
LOC414012	1	1	1	1	1	1	1	1	1	1	1
LOC414014	1	1	1	1	1	1	1	1	1	1	0.08855288
LOC414015	1	1	1	1	1	1	1	1	1	1	1
LOC414017	1	1	1	1	1	1	1	0.005858345	0.0002374046	1	1
LOC414021	1	0.01537199	0.117463	1	1	1	1	1	1	1	1
LOC414022	1	1	1	1	1	1	1	1	1	1	3.765313e-17
LOC414027	1	1	1	1	1	1	1	1	1	1	1
LOC414028	1	1	1	1	1	1	1	0.06315027	1	1	1
LOC414029	1	1	1	1	1	1	1	1	1	1	1
LOC414032	1	1	1	1	1	1	1	1	1	1	4.758439e-16
LOC414033	1	1	1	1	1	1	1	1	1	1	1
LOC414035	1	1	1	1	1	1	1	1	0.0206986	1	0.005119488
LOC414036	1	1	1	1	1	1	1	1	1	1	1
LOC414037	1	1	1	0.09136993	1	1	1	1	1	1	1
LOC414038	1	1	1	1	1	1	1	1	1	1	1
LOC414039	1	1	1	1	1	1	1	1	1	1	1
LOC414048	1	1	1	0.7949883	1	1	1	1	1	1	1
LOC414051	1	1	1	1	1	1	1	1	1	1	1
