GO.ID	Term	Annotated	Significant	Expected	Rank.in.Fisher.classic	Fisher.elim	Fisher.classic	Ontology	SocOrigin	Class	Immune
GO:0008622	epsilon DNA polymerase complex	3	1	0.03	43	0.0263	0.0263	Cellular Component	Habro	Background	0
GO:1990072	TRAPPIII protein complex	3	1	0.03	45	0.0263	0.0263	Cellular Component	Habro	Background	0
GO:0005829	cytosol	822	13	7.27	46	0.02928	0.02928	Cellular Component	Habro	Background	0
GO:0016586	RSC-type complex	31	2	0.27	47	0.03051	0.03051	Cellular Component	Habro	Background	0
GO:0033061	DNA recombinase mediator complex	4	1	0.04	49	0.03491	0.03491	Cellular Component	Habro	Background	0
GO:0033063	Rad51B-Rad51C-Rad51D-XRCC2 complex	4	1	0.04	50	0.03491	0.03491	Cellular Component	Habro	Background	0
GO:0030956	glutamyl-tRNA(Gln) amidotransferase comp...	4	1	0.04	51	0.03491	0.03491	Cellular Component	Habro	Background	0
GO:0000795	synaptonemal complex	4	1	0.04	52	0.03491	0.03491	Cellular Component	Habro	Background	0
GO:0099086	synaptonemal structure	4	1	0.04	53	0.03491	0.03491	Cellular Component	Habro	Background	0
GO:0030684	preribosome	83	3	0.73	54	0.03715	0.03715	Cellular Component	Habro	Background	0
GO:0005846	nuclear cap binding complex	5	1	0.04	55	0.04345	0.04345	Cellular Component	Habro	Background	0
GO:0005669	transcription factor TFIID complex	38	2	0.34	56	0.04432	0.04432	Cellular Component	Habro	Background	0
GO:0031346	positive regulation of cell projection o...	155	3	0.07	1	0.00101	2.5e-05	Biological Process	Habro	Canon Immune	0
GO:1901699	cellular response to nitrogen compound	260	3	0.11	5	0.02935	0.00012	Biological Process	Habro	Canon Immune	0
GO:0012501	programmed cell death	770	4	0.33	6	0.00143	0.00012	Biological Process	Habro	Canon Immune	0
GO:0042594	response to starvation	282	3	0.12	7	0.03023	0.00015	Biological Process	Habro	Canon Immune	0
GO:0006950	response to stress	1831	5	0.78	10	0.03803	0.00019	Biological Process	Habro	Canon Immune	0
GO:0031667	response to nutrient levels	339	3	0.14	11	0.04605	0.00026	Biological Process	Habro	Canon Immune	0
GO:0009991	response to extracellular stimulus	344	3	0.15	12	0.04743	0.00027	Biological Process	Habro	Canon Immune	0
GO:0060292	long-term synaptic depression	1	1	0	15	0.00042	0.00042	Biological Process	Habro	Canon Immune	0
GO:0034769	basement membrane disassembly	1	1	0	16	0.00042	0.00042	Biological Process	Habro	Canon Immune	0
GO:0010976	positive regulation of neuron projection...	81	2	0.03	17	0.02447	0.00048	Biological Process	Habro	Canon Immune	0
GO:0120035	regulation of plasma membrane bounded ce...	437	3	0.18	18	0.0085	0.00054	Biological Process	Habro	Canon Immune	0
GO:0045793	positive regulation of cell size	90	2	0.04	22	0.00059	0.00059	Biological Process	Habro	Canon Immune	0
GO:0030307	positive regulation of cell growth	102	2	0.04	28	0.00075	0.00075	Biological Process	Habro	Canon Immune	0
GO:0055088	lipid homeostasis	108	2	0.05	29	0.03037	0.00085	Biological Process	Habro	Canon Immune	0
GO:0071902	positive regulation of protein serine/th...	112	2	0.05	31	0.00091	0.00091	Biological Process	Habro	Canon Immune	0
GO:0038202	TORC1 signaling	119	2	0.05	32	0.00103	0.00103	Biological Process	Habro	Canon Immune	0
GO:0032103	positive regulation of response to exter...	128	2	0.05	33	0.04064	0.00119	Biological Process	Habro	Canon Immune	0
GO:0006915	apoptotic process	572	3	0.24	34	0.01466	0.00119	Biological Process	Habro	Canon Immune	1
GO:0031054	pre-miRNA processing	3	1	0	35	0.00127	0.00127	Biological Process	Habro	Canon Immune	0
GO:0048646	anatomical structure formation involved ...	1425	4	0.6	36	0.00839	0.00129	Biological Process	Habro	Canon Immune	0
GO:0008286	insulin receptor signaling pathway	145	2	0.06	37	0.00152	0.00152	Biological Process	Habro	Canon Immune	0
GO:0031175	neuron projection development	1499	4	0.63	38	0.00975	0.00157	Biological Process	Habro	Canon Immune	0
GO:0045666	positive regulation of neuron differenti...	153	2	0.06	39	0.00169	0.00169	Biological Process	Habro	Canon Immune	0
GO:0035087	siRNA loading onto RISC involved in RNA ...	4	1	0	40	0.00169	0.00169	Biological Process	Habro	Canon Immune	1
GO:0007561	imaginal disc eversion	5	1	0	50	0.00212	0.00212	Biological Process	Habro	Canon Immune	0
GO:0009267	cellular response to starvation	175	2	0.07	51	0.0022	0.0022	Biological Process	Habro	Canon Immune	0
GO:0048477	oogenesis	1660	4	0.7	54	0.01298	0.00231	Biological Process	Habro	Canon Immune	0
GO:0050769	positive regulation of neurogenesis	187	2	0.08	57	0.00251	0.00251	Biological Process	Habro	Canon Immune	0
GO:0031104	dendrite regeneration	6	1	0	58	0.00254	0.00254	Biological Process	Habro	Canon Immune	0
GO:0045886	negative regulation of synaptic assembly...	194	2	0.08	62	0.0027	0.0027	Biological Process	Habro	Canon Immune	0
GO:0006309	apoptotic DNA fragmentation	7	1	0	72	0.00296	0.00296	Biological Process	Habro	Canon Immune	0
GO:0007292	female gamete generation	1801	4	0.76	73	0.01636	0.00315	Biological Process	Habro	Canon Immune	0
GO:0090278	negative regulation of peptide hormone s...	8	1	0	75	0.00338	0.00338	Biological Process	Habro	Canon Immune	0
GO:0046844	chorion micropyle formation	8	1	0	77	0.00338	0.00338	Biological Process	Habro	Canon Immune	0
GO:0010506	regulation of autophagy	218	2	0.09	79	0.00339	0.00339	Biological Process	Habro	Canon Immune	0
GO:0007281	germ cell development	1857	4	0.79	80	0.01783	0.00354	Biological Process	Habro	Canon Immune	0
GO:0010897	negative regulation of triglyceride cata...	10	1	0	84	0.00423	0.00423	Biological Process	Habro	Canon Immune	0
GO:0048680	positive regulation of axon regeneration	11	1	0	90	0.00465	0.00465	Biological Process	Habro	Canon Immune	0
GO:0030381	chorion-containing eggshell pattern form...	12	1	0.01	94	0.00507	0.00507	Biological Process	Habro	Canon Immune	0
GO:0048584	positive regulation of response to stimu...	954	3	0.4	96	0.03869	0.00521	Biological Process	Habro	Canon Immune	0
GO:0042592	homeostatic process	965	3	0.41	98	0.03882	0.00538	Biological Process	Habro	Canon Immune	0
GO:0022412	cellular process involved in reproductio...	2079	4	0.88	99	0.02447	0.0054	Biological Process	Habro	Canon Immune	0
GO:0071276	cellular response to cadmium ion	13	1	0.01	101	0.00549	0.00549	Biological Process	Habro	Canon Immune	0
GO:0071243	cellular response to arsenic-containing ...	13	1	0.01	103	0.00549	0.00549	Biological Process	Habro	Canon Immune	0
GO:0000278	mitotic cell cycle	994	3	0.42	109	0.00586	0.00586	Biological Process	Habro	Canon Immune	0
GO:0043652	engulfment of apoptotic cell	14	1	0.01	112	0.00591	0.00591	Biological Process	Habro	Canon Immune	1
GO:0071230	cellular response to amino acid stimulus	14	1	0.01	113	0.00591	0.00591	Biological Process	Habro	Canon Immune	0
GO:0003006	developmental process involved in reprod...	2163	4	0.92	114	0.02731	0.00626	Biological Process	Habro	Canon Immune	0
GO:0048583	regulation of response to stimulus	2229	4	0.94	119	0.02993	0.00701	Biological Process	Habro	Canon Immune	0
GO:0007276	gamete generation	2240	4	0.95	122	0.03009	0.00714	Biological Process	Habro	Canon Immune	0
GO:0008340	determination of adult lifespan	323	2	0.14	125	0.00731	0.00731	Biological Process	Habro	Canon Immune	0
GO:0030422	production of siRNA involved in RNA inte...	18	1	0.01	132	0.0076	0.0076	Biological Process	Habro	Canon Immune	1
GO:0042632	cholesterol homeostasis	21	1	0.01	148	0.00886	0.00886	Biological Process	Habro	Canon Immune	0
GO:0032233	positive regulation of actin filament bu...	21	1	0.01	149	0.00886	0.00886	Biological Process	Habro	Canon Immune	0
GO:0010884	positive regulation of lipid storage	24	1	0.01	162	0.01012	0.01012	Biological Process	Habro	Canon Immune	0
GO:0001709	cell fate determination	387	2	0.16	165	0.01037	0.01037	Biological Process	Habro	Canon Immune	0
GO:1902533	positive regulation of intracellular sig...	395	2	0.17	166	0.01079	0.01079	Biological Process	Habro	Canon Immune	0
GO:0007279	pole cell formation	26	1	0.01	167	0.01096	0.01096	Biological Process	Habro	Canon Immune	0
GO:1902745	positive regulation of lamellipodium org...	27	1	0.01	169	0.01138	0.01138	Biological Process	Habro	Canon Immune	0
GO:0010592	positive regulation of lamellipodium ass...	27	1	0.01	171	0.01138	0.01138	Biological Process	Habro	Canon Immune	0
GO:0043331	response to dsRNA	28	1	0.01	174	0.0118	0.0118	Biological Process	Habro	Canon Immune	1
GO:0071359	cellular response to dsRNA	28	1	0.01	175	0.0118	0.0118	Biological Process	Habro	Canon Immune	1
GO:0002682	regulation of immune system process	416	2	0.18	176	0.01192	0.01192	Biological Process	Habro	Canon Immune	1
GO:0019953	sexual reproduction	2576	4	1.09	177	0.04411	0.01195	Biological Process	Habro	Canon Immune	0
GO:0044703	multi-organism reproductive process	2576	4	1.09	178	0.04411	0.01195	Biological Process	Habro	Canon Immune	0
GO:0048609	multicellular organismal reproductive pr...	2582	4	1.09	179	0.04439	0.01205	Biological Process	Habro	Canon Immune	0
GO:0061723	glycophagy	30	1	0.01	181	0.01264	0.01264	Biological Process	Habro	Canon Immune	0
GO:0032504	multicellular organism reproduction	2636	4	1.12	188	0.04694	0.013	Biological Process	Habro	Canon Immune	0
GO:0061912	selective autophagy	31	1	0.01	191	0.01305	0.01305	Biological Process	Habro	Canon Immune	0
GO:0042981	regulation of apoptotic process	443	2	0.19	192	0.01345	0.01345	Biological Process	Habro	Canon Immune	1
GO:0044247	cellular polysaccharide catabolic proces...	33	1	0.01	194	0.01389	0.01389	Biological Process	Habro	Canon Immune	0
GO:0007395	dorsal closure, spreading of leading edg...	33	1	0.01	195	0.01389	0.01389	Biological Process	Habro	Canon Immune	0
GO:0005980	glycogen catabolic process	33	1	0.01	196	0.01389	0.01389	Biological Process	Habro	Canon Immune	0
GO:0000272	polysaccharide catabolic process	33	1	0.01	197	0.01389	0.01389	Biological Process	Habro	Canon Immune	0
GO:0009251	glucan catabolic process	33	1	0.01	198	0.01389	0.01389	Biological Process	Habro	Canon Immune	0
GO:1905954	positive regulation of lipid localizatio...	34	1	0.01	200	0.01431	0.01431	Biological Process	Habro	Canon Immune	0
GO:0008545	JUN kinase kinase activity	1	1	0	1	0.00051	0.00051	Molecular Function	Habro	Canon Immune	1
GO:0030674	protein-macromolecule adaptor activity	131	2	0.07	2	0.04849	0.0018	Molecular Function	Habro	Canon Immune	0
GO:0060090	molecular adaptor activity	133	2	0.07	3	0.04931	0.00185	Molecular Function	Habro	Canon Immune	0
GO:0004530	deoxyribonuclease I activity	4	1	0	4	0.00204	0.00204	Molecular Function	Habro	Canon Immune	0
GO:0016443	bidentate ribonuclease III activity	4	1	0	6	0.00204	0.00204	Molecular Function	Habro	Canon Immune	0
GO:0070883	pre-miRNA binding	4	1	0	7	0.00204	0.00204	Molecular Function	Habro	Canon Immune	0
GO:0019776	Atg8 ligase activity	5	1	0	8	0.00255	0.00255	Molecular Function	Habro	Canon Immune	0
GO:0005078	MAP-kinase scaffold activity	15	1	0.01	13	0.00764	0.00764	Molecular Function	Habro	Canon Immune	0
GO:0003725	double-stranded RNA binding	31	1	0.02	17	0.01574	0.01574	Molecular Function	Habro	Canon Immune	0
GO:0005112	Notch binding	36	1	0.02	19	0.01826	0.01826	Molecular Function	Habro	Canon Immune	0
GO:0004674	protein serine/threonine kinase activity	545	2	0.28	21	0.02847	0.02847	Molecular Function	Habro	Canon Immune	0
GO:0003727	single-stranded RNA binding	91	1	0.05	26	0.04561	0.04561	Molecular Function	Habro	Canon Immune	0
GO:0031901	early endosome membrane	2	1	0	1	0.00096	0.00096	Cellular Component	Habro	Canon Immune	0
GO:0000153	cytoplasmic ubiquitin ligase complex	5	1	0	2	0.00239	0.00239	Cellular Component	Habro	Canon Immune	0
GO:0031931	TORC1 complex	5	1	0	3	0.00239	0.00239	Cellular Component	Habro	Canon Immune	0
GO:0070578	RISC-loading complex	8	1	0	5	0.00382	0.00382	Cellular Component	Habro	Canon Immune	1
GO:0016442	RISC complex	13	1	0.01	8	0.0062	0.0062	Cellular Component	Habro	Canon Immune	1
GO:1905348	endonuclease complex	22	1	0.01	10	0.01047	0.01047	Cellular Component	Habro	Canon Immune	0
GO:0005776	autophagosome	80	1	0.04	13	0.03765	0.03765	Cellular Component	Habro	Canon Immune	0
GO:0000413	protein peptidyl-prolyl isomerization	37	1	0	1	0.0026	0.0026	Biological Process	Habro	Non-Canon	0
GO:0003755	peptidyl-prolyl cis-trans isomerase acti...	37	1	0	1	0.0032	0.0032	Molecular Function	Habro	Non-Canon	0
GO:0005615	extracellular space	291	1	0.02	1	0.023	0.023	Cellular Component	Habro	Non-Canon	0
GO:0007040	lysosome organization	23	4	0.35	1	0.00038	0.00038	Biological Process	Lasio	Background	1
GO:0000712	resolution of meiotic recombination inte...	13	3	0.2	3	9e-04	9e-04	Biological Process	Lasio	Background	0
GO:0006999	nuclear pore organization	14	3	0.21	4	0.00114	0.00114	Biological Process	Lasio	Background	0
GO:0042816	vitamin B6 metabolic process	4	2	0.06	5	0.00137	0.00137	Biological Process	Lasio	Background	0
GO:0006725	cellular aromatic compound metabolic pro...	4140	83	63.39	6	0.03194	0.00245	Biological Process	Lasio	Background	0
GO:0047496	vesicle transport along microtubule	40	4	0.61	10	0.00317	0.00317	Biological Process	Lasio	Background	0
GO:0048308	organelle inheritance	6	2	0.09	12	0.00336	0.00336	Biological Process	Lasio	Background	0
GO:0071596	ubiquitin-dependent protein catabolic pr...	6	2	0.09	13	0.00336	0.00336	Biological Process	Lasio	Background	0
GO:0051100	negative regulation of binding	22	3	0.34	14	0.0044	0.0044	Biological Process	Lasio	Background	0
GO:0009301	snRNA transcription	7	2	0.11	15	0.00466	0.00466	Biological Process	Lasio	Background	0
GO:0009451	RNA modification	111	6	1.7	20	0.00718	0.00718	Biological Process	Lasio	Background	0
GO:0001710	mesodermal cell fate commitment	27	3	0.41	22	0.0079	0.0079	Biological Process	Lasio	Background	0
GO:0008407	chaeta morphogenesis	116	6	1.78	23	0.00884	0.00884	Biological Process	Lasio	Background	0
GO:0006265	DNA topological change	10	2	0.15	24	0.00968	0.00968	Biological Process	Lasio	Background	0
GO:0031573	mitotic intra-S DNA damage checkpoint si...	11	2	0.17	26	0.01172	0.01172	Biological Process	Lasio	Background	0
GO:0070647	protein modification by small protein co...	511	15	7.82	27	0.01221	0.01221	Biological Process	Lasio	Background	0
GO:0006302	double-strand break repair	90	5	1.38	28	0.01234	0.01234	Biological Process	Lasio	Background	0
GO:0006281	DNA repair	204	8	3.12	29	0.01337	0.01337	Biological Process	Lasio	Background	0
GO:0000289	nuclear-transcribed mRNA poly(A) tail sh...	33	3	0.51	30	0.01377	0.01377	Biological Process	Lasio	Background	0
GO:0007500	mesodermal cell fate determination	12	2	0.18	31	0.01392	0.01392	Biological Process	Lasio	Background	0
GO:0010603	regulation of cytoplasmic mRNA processin...	12	2	0.18	32	0.01392	0.01392	Biological Process	Lasio	Background	0
GO:0008090	retrograde axonal transport	12	2	0.18	33	0.01392	0.01392	Biological Process	Lasio	Background	0
GO:0060066	oviduct development	1	1	0.02	35	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0000495	box H/ACA RNA 3'-end processing	1	1	0.02	36	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:1990116	ribosome-associated ubiquitin-dependent ...	1	1	0.02	37	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:1902321	methyl-branched fatty acid biosynthetic ...	1	1	0.02	38	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0033979	box H/ACA RNA metabolic process	1	1	0.02	39	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0097089	methyl-branched fatty acid metabolic pro...	1	1	0.02	40	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0097049	motor neuron apoptotic process	1	1	0.02	41	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:1990882	rRNA acetylation	1	1	0.02	42	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:1990884	RNA acetylation	1	1	0.02	43	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0090204	protein localization to nuclear pore	1	1	0.02	44	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0048240	sperm capacitation	1	1	0.02	45	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0042732	D-xylose metabolic process	1	1	0.02	46	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:1904812	rRNA acetylation involved in maturation ...	1	1	0.02	47	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0060962	regulation of ribosomal protein gene tra...	1	1	0.02	48	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0060963	positive regulation of ribosomal protein...	1	1	0.02	49	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0002101	tRNA wobble cytosine modification	1	1	0.02	50	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0000011	vacuole inheritance	1	1	0.02	51	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:1904030	negative regulation of cyclin-dependent ...	1	1	0.02	52	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0042817	pyridoxal metabolic process	1	1	0.02	53	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0051391	tRNA acetylation	1	1	0.02	54	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0045736	negative regulation of cyclin-dependent ...	1	1	0.02	55	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0035848	oviduct morphogenesis	1	1	0.02	56	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:2000671	regulation of motor neuron apoptotic pro...	1	1	0.02	57	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:2000672	negative regulation of motor neuron apop...	1	1	0.02	58	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0034428	nuclear-transcribed mRNA catabolic proce...	1	1	0.02	59	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0009443	pyridoxal 5'-phosphate salvage	1	1	0.02	60	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0048621	post-embryonic digestive tract morphogen...	1	1	0.02	61	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0034964	box H/ACA RNA processing	1	1	0.02	62	0.01531	0.01531	Biological Process	Lasio	Background	0
GO:0044774	mitotic DNA integrity checkpoint signali...	35	3	0.54	63	0.01616	0.01616	Biological Process	Lasio	Background	0
GO:0007093	mitotic cell cycle checkpoint signaling	98	5	1.5	65	0.0173	0.0173	Biological Process	Lasio	Background	0
GO:0061842	microtubule organizing center localizati...	67	4	1.03	68	0.01934	0.01934	Biological Process	Lasio	Background	0
GO:0051642	centrosome localization	67	4	1.03	69	0.01934	0.01934	Biological Process	Lasio	Background	0
GO:0006974	cellular response to DNA damage stimulus	264	9	4.04	70	0.02059	0.02059	Biological Process	Lasio	Background	0
GO:0045786	negative regulation of cell cycle	180	7	2.76	71	0.02093	0.02093	Biological Process	Lasio	Background	0
GO:0007060	male meiosis chromosome segregation	15	2	0.23	72	0.02149	0.02149	Biological Process	Lasio	Background	0
GO:0016441	posttranscriptional gene silencing	106	5	1.62	78	0.02343	0.02343	Biological Process	Lasio	Background	0
GO:0006405	RNA export from nucleus	108	5	1.65	79	0.02516	0.02516	Biological Process	Lasio	Background	0
GO:0048134	germ-line cyst formation	74	4	1.13	80	0.02675	0.02675	Biological Process	Lasio	Background	0
GO:0001522	pseudouridine synthesis	17	2	0.26	81	0.02728	0.02728	Biological Process	Lasio	Background	0
GO:0006081	cellular aldehyde metabolic process	17	2	0.26	82	0.02728	0.02728	Biological Process	Lasio	Background	0
GO:0051865	protein autoubiquitination	44	3	0.67	85	0.0296	0.0296	Biological Process	Lasio	Background	0
GO:0000075	cell cycle checkpoint signaling	113	5	1.73	86	0.02983	0.02983	Biological Process	Lasio	Background	0
GO:0090092	regulation of transmembrane receptor pro...	113	5	1.73	87	0.02983	0.02983	Biological Process	Lasio	Background	0
GO:0006915	apoptotic process	572	15	8.76	88	0.03008	0.03008	Biological Process	Lasio	Background	1
GO:0022401	negative adaptation of signaling pathway	2	1	0.03	90	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0008583	mystery cell differentiation	2	1	0.03	91	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0097017	renal protein absorption	2	1	0.03	92	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0043143	regulation of translation by machinery l...	2	1	0.03	93	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0003376	sphingosine-1-phosphate receptor signali...	2	1	0.03	94	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0044208	'de novo' AMP biosynthetic process	2	1	0.03	95	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0090241	negative regulation of histone H4 acetyl...	2	1	0.03	96	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0035192	nuclear cortical migration	2	1	0.03	97	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0140024	plus-end-directed endosome transport alo...	2	1	0.03	98	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0036261	7-methylguanosine cap hypermethylation	2	1	0.03	99	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0070481	nuclear-transcribed mRNA catabolic proce...	2	1	0.03	100	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0030473	nuclear migration along microtubule	2	1	0.03	101	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0090520	sphingolipid mediated signaling pathway	2	1	0.03	102	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0070293	renal absorption	2	1	0.03	103	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0045744	negative regulation of G protein-coupled...	2	1	0.03	104	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0006907	pinocytosis	2	1	0.03	105	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0072383	plus-end-directed vesicle transport alon...	2	1	0.03	106	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0072386	plus-end-directed organelle transport al...	2	1	0.03	107	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0046826	negative regulation of protein export fr...	2	1	0.03	108	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0044351	macropinocytosis	2	1	0.03	109	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0071326	cellular response to monosaccharide stim...	2	1	0.03	110	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:2000619	negative regulation of histone H4-K16 ac...	2	1	0.03	111	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0002029	desensitization of G protein-coupled rec...	2	1	0.03	112	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0002032	desensitization of G protein-coupled rec...	2	1	0.03	113	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0043392	negative regulation of DNA binding	18	2	0.28	114	0.03039	0.03039	Biological Process	Lasio	Background	0
GO:0016567	protein ubiquitination	377	11	5.77	115	0.03082	0.03082	Biological Process	Lasio	Background	0
GO:0030727	germarium-derived female germ-line cyst ...	46	3	0.7	117	0.03318	0.03318	Biological Process	Lasio	Background	0
GO:0007506	gonadal mesoderm development	19	2	0.29	118	0.03363	0.03363	Biological Process	Lasio	Background	0
GO:0006607	NLS-bearing protein import into nucleus	19	2	0.29	119	0.03363	0.03363	Biological Process	Lasio	Background	0
GO:0046825	regulation of protein export from nucleu...	19	2	0.29	120	0.03363	0.03363	Biological Process	Lasio	Background	0
GO:0040029	regulation of gene expression, epigeneti...	335	10	5.13	121	0.03376	0.03376	Biological Process	Lasio	Background	0
GO:0016073	snRNA metabolic process	47	3	0.72	123	0.03506	0.03506	Biological Process	Lasio	Background	0
GO:0097193	intrinsic apoptotic signaling pathway	47	3	0.72	124	0.03506	0.03506	Biological Process	Lasio	Background	0
GO:0048636	positive regulation of muscle organ deve...	20	2	0.31	125	0.037	0.037	Biological Process	Lasio	Background	0
GO:0031570	DNA integrity checkpoint signaling	49	3	0.75	128	0.03897	0.03897	Biological Process	Lasio	Background	0
GO:0008347	glial cell migration	84	4	1.29	129	0.03993	0.03993	Biological Process	Lasio	Background	0
GO:0007630	jump response	21	2	0.32	130	0.04049	0.04049	Biological Process	Lasio	Background	0
GO:0002224	toll-like receptor signaling pathway	21	2	0.32	131	0.04049	0.04049	Biological Process	Lasio	Background	0
GO:0010948	negative regulation of cell cycle proces...	164	6	2.51	132	0.0405	0.0405	Biological Process	Lasio	Background	0
GO:0001510	RNA methylation	51	3	0.78	134	0.04309	0.04309	Biological Process	Lasio	Background	0
GO:0048135	female germ-line cyst formation	51	3	0.78	135	0.04309	0.04309	Biological Process	Lasio	Background	0
GO:0051168	nuclear export	126	5	1.93	138	0.04438	0.04438	Biological Process	Lasio	Background	0
GO:0000103	sulfate assimilation	3	1	0.05	139	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0042276	error-prone translesion synthesis	3	1	0.05	140	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0050427	3'-phosphoadenosine 5'-phosphosulfate me...	3	1	0.05	141	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0050428	3'-phosphoadenosine 5'-phosphosulfate bi...	3	1	0.05	142	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0034036	purine ribonucleoside bisphosphate biosy...	3	1	0.05	143	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0046900	tetrahydrofolylpolyglutamate metabolic p...	3	1	0.05	144	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0046901	tetrahydrofolylpolyglutamate biosyntheti...	3	1	0.05	145	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0032091	negative regulation of protein binding	3	1	0.05	146	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0007493	endodermal cell fate determination	3	1	0.05	147	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0042822	pyridoxal phosphate metabolic process	3	1	0.05	148	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0042823	pyridoxal phosphate biosynthetic process	3	1	0.05	149	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0042819	vitamin B6 biosynthetic process	3	1	0.05	150	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0038063	collagen-activated tyrosine kinase recep...	3	1	0.05	151	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0038065	collagen-activated signaling pathway	3	1	0.05	152	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0070940	dephosphorylation of RNA polymerase II C...	3	1	0.05	153	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0043393	regulation of protein binding	3	1	0.05	154	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:1990481	mRNA pseudouridine synthesis	3	1	0.05	155	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:2000618	regulation of histone H4-K16 acetylation	3	1	0.05	156	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0000350	generation of catalytic spliceosome for ...	3	1	0.05	157	0.04524	0.04524	Biological Process	Lasio	Background	0
GO:0032446	protein modification by small protein co...	402	11	6.15	158	0.04553	0.04553	Biological Process	Lasio	Background	0
GO:0060485	mesenchyme development	23	2	0.35	164	0.04782	0.04782	Biological Process	Lasio	Background	0
GO:0051254	positive regulation of RNA metabolic pro...	1043	23	15.97	166	0.04903	0.04903	Biological Process	Lasio	Background	0
GO:0007280	pole cell migration	54	3	0.83	167	0.04966	0.04966	Biological Process	Lasio	Background	0
GO:0017056	structural constituent of nuclear pore	25	4	0.37	2	0.00045	0.00045	Molecular Function	Lasio	Background	0
GO:0008270	zinc ion binding	315	12	4.64	4	0.00243	0.00243	Molecular Function	Lasio	Background	0
GO:0004842	ubiquitin-protein transferase activity	287	11	4.23	5	0.00349	0.00349	Molecular Function	Lasio	Background	0
GO:0003916	DNA topoisomerase activity	7	2	0.1	7	0.00432	0.00432	Molecular Function	Lasio	Background	0
