Gene	dN/dS
LOC100576748	  0.22429
LOC100576754	  0.19660
LOC100576765	  0.09479
LOC100576768	  0.06905
LOC100576770	  0.19109
LOC100576774	  0.19130
LOC100576775	  0.13464
LOC100576784	  0.02297
LOC100576789	  0.23292
LOC100576794	  0.00784
LOC100576799	  0.13272
LOC100576812	  0.17960
LOC100576817	  0.03163
LOC100576829	  0.06798
LOC100576843	  0.20580
LOC100576847	  0.23672
LOC100576848	  0.13650
LOC100576850	  0.06868
LOC100576863	  0.18809
LOC100576864	  0.14315
LOC100576872	  0.13696
LOC100576876	  0.17777
LOC100576894	  0.19227
LOC100576908	  0.06336
LOC100576912	  0.09225
LOC100576930	  0.18068
LOC100576938	  0.24165
LOC100576947	  0.13718
LOC100576951	  0.16979
LOC100576956	  0.18134
LOC100576963	  0.07160
LOC100576965	  0.04296
LOC100576966	  0.05303
LOC100576968	  0.00396
LOC100576972	  0.05156
LOC100576974	  0.07452
LOC100576993	  0.11550
LOC100576994	  0.19191
LOC100577004	  0.05526
LOC100577026	  0.11548
LOC100577027	  0.09958
LOC100577030	  0.08436
LOC100577033	  0.05828
LOC100577081	  0.10210
LOC100577082	  0.14672
LOC100577092	  0.29433
LOC100577094	  0.10123
LOC100577098	  0.17437
LOC100577110	  0.03752
LOC100577118	
LOC100577120	  0.15730
LOC100577127	  0.17120
LOC100577128	  0.27308
LOC100577135	  0.19318
LOC100577147	  0.24160
LOC100577149	  0.09156
LOC100577194	  0.18902
LOC100577198	  0.09294
LOC100577231	  0.07091
LOC100577239	  0.09087
LOC100577253	  0.29438
LOC100577263	  0.03129
LOC100577272	  0.15738
LOC100577273	  0.02771
LOC100577280	  0.07979
LOC100577296	  0.10245
LOC100577300	  0.07959
LOC100577308	  0.06338
LOC100577324	  0.24580
LOC100577325	  0.18036
LOC100577341	  0.10934
LOC100577342	  0.12175
LOC100577344	  0.18985
LOC100577348	  0.09232
LOC100577362	  0.08933
LOC100577363	  0.04752
LOC100577369	  0.10953
LOC100577378	  0.09039
LOC100577382	  0.15822
LOC100577386	  0.10481
LOC100577393	  0.03282
LOC100577397	  0.05336
LOC100577409	  0.06599
LOC100577410	  0.08341
LOC100577418	  0.17594
LOC100577430	  0.28967
LOC100577449	  0.18208
LOC100577450	  0.12579
LOC100577451	  0.17130
LOC100577452	  0.13474
LOC100577454	  0.09642
LOC100577472	  0.02470
LOC100577499	  0.17398
LOC100577501	  0.05785
LOC100577506	  0.23707
LOC100577520	  0.07690
LOC100577525	  0.10945
LOC100577527	  0.24781
LOC100577530	  0.06533
LOC100577533	  0.24758
LOC100577546	  0.10793
LOC100577561	  0.07422
LOC100577575	  0.17628
LOC100577576	  0.02275
LOC100577578	  0.02748
LOC100577579	  0.03726
LOC100577580	  0.14957
LOC100577596	  0.13764
LOC100577600	  0.13145
LOC100577606	  0.21300
LOC100577610	  0.01061
LOC100577623	  0.10228
LOC100577638	  0.08091
LOC100577644	  0.17564
LOC100577651	  0.24964
LOC100577656	  0.09177
LOC100577673	  0.26462
LOC100577676	  0.12461
LOC100577680	  0.17340
LOC100577689	  0.12002
LOC100577696	  0.02136
LOC100577697	  0.15926
LOC100577699	  0.13754
LOC100577702	  0.11025
LOC100577712	  0.27540
LOC100577717	  0.13768
LOC100577719	  0.15066
LOC100577722	  0.16270
LOC100577724	  0.09009
LOC100577727	  0.03963
LOC100577742	  0.06923
LOC100577743	  0.23150
LOC100577746	  0.12751
LOC100577753	  0.07599
LOC100577756	  0.03106
LOC100577766	  0.12503
LOC100577771	  0.13292
LOC100577803	  0.35590
LOC100577816	  0.17411
LOC100577823	  0.09931
LOC100577836	  0.14067
LOC100577839	  0.19632
LOC100577845	  0.33579
LOC100577856	  0.06837
LOC100577872	  0.10195
LOC100577875	  0.18255
LOC100577876	  0.07929
LOC100577877	  0.07690
LOC100577883	  0.11876
LOC100577889	  0.08144
LOC100577899	  0.09944
LOC100577901	  0.13896
LOC100577905	  0.17261
LOC100577909	  0.02240
LOC100577912	  0.20763
LOC100577923	  0.09010
LOC100577927	  0.26771
LOC100577936	  0.19364
LOC100577941	  0.04926
LOC100577942	  0.06361
LOC100577943	  0.20045
LOC100577945	  0.03575
LOC100577949	  0.14640
LOC100577955	  0.10363
LOC100577963	  0.13385
LOC100577967	  0.11690
LOC100577980	  0.05754
LOC100577982	  0.30275
LOC100577988	  0.09686
LOC100577995	  0.07437
LOC100578005	  0.04458
LOC100578011	  0.12441
LOC100578014	  0.10159
LOC100578017	  0.14364
LOC100578031	  0.12901
LOC100578046	  0.20060
LOC100578051	  0.03391
LOC100578072	  0.10150
LOC100578115	  0.05007
LOC100578119	  0.24615
LOC100578126	  0.08766
LOC100578132	  0.04989
LOC100578144	  0.11703
LOC100578159	  0.03888
LOC100578207	  0.26660
LOC100578218	  0.16326
LOC100578226	  0.06946
LOC100578237	  0.22989
LOC100578243	  0.02261
LOC100578246	  0.05828
LOC100578247	  0.26449
LOC100578257	  0.03880
LOC100578260	  0.02754
LOC100578262	  0.05374
LOC100578266	  0.07218
LOC100578276	  0.13033
LOC100578281	  0.09388
LOC100578286	  0.16556
LOC100578289	  0.16154
LOC100578296	  0.11802
LOC100578311	  0.10311
LOC100578332	  0.06134
LOC100578334	  0.05242
LOC100578345	  0.09814
LOC100578346	  0.24529
LOC100578349	  0.03510
LOC100578355	  0.10522
LOC100578363	  0.26053
LOC100578368	  0.11685
LOC100578370	  0.06972
LOC100578388	  0.10556
LOC100578399	  0.17117
LOC100578404	  0.06665
LOC100578406	  0.08373
LOC100578420	  0.06620
LOC100578424	  0.23065
LOC100578429	  0.08647
LOC100578466	  0.13443
LOC100578473	  0.09893
LOC100578503	  0.01256
LOC100578507	  0.10497
LOC100578515	  0.04964
LOC100578522	  0.15571
LOC100578526	  0.06114
LOC100578529	  0.12233
LOC100578534	  0.03723
LOC100578546	  0.12395
LOC100578556	  0.21911
LOC100578557	  0.03773
LOC100578562	  0.15345
LOC100578563	  0.20790
LOC100578580	  0.08300
LOC100578587	  0.23916
LOC100578600	  0.05214
LOC100578606	  0.23725
LOC100578614	  0.21319
LOC100578621	  0.04507
LOC100578631	  0.02947
LOC100578664	  0.18937
LOC100578675	  0.04419
LOC100578699	  0.24325
LOC100578706	  0.07604
LOC100578708	  0.19821
LOC100578713	  0.19719
LOC100578733	  0.12856
LOC100578734	  0.12462
LOC100578736	  0.00379
LOC100578745	  0.11552
LOC100578773	  0.04220
LOC100578776	  0.13992
LOC100578779	  0.17193
LOC100578780	  0.04825
LOC100578801	  0.07860
LOC100578813	  0.03868
LOC100578814	  0.27905
LOC100578818	  0.02007
LOC100578828	  0.04526
LOC100578833	  0.10915
LOC100578852	  0.12880
LOC100578853	  0.26211
LOC100578854	  0.13535
LOC100578860	  0.17529
LOC100578883	  0.09684
LOC100578888	  0.16730
LOC100578890	  0.44499
LOC100578892	  0.10466
LOC100578907	  0.12080
LOC100578913	  0.20452
LOC100578920	  0.04456
LOC100578925	  0.01546
LOC100578928	  0.17541
LOC100578929	  0.10630
LOC100578936	  0.06638
LOC100578939	  0.05690
LOC100578947	  0.13381
LOC100578953	  0.04236
LOC100578966	  0.27382
LOC100578975	  0.12630
LOC100578988	  0.10366
LOC100578999	  0.16229
LOC100579024	
LOC100579026	  0.14235
LOC100579031	  0.10616
LOC100579034	  0.18203
LOC100579038	  0.14912
LOC100579040	  0.08528
LOC100579053	  0.12362
LOC100579055	  0.07439
LOC100579061	  0.16655
LOC100642173	  0.11447
LOC100820634	  0.02268
LOC101664701	  0.06148
LOC102653601	  0.05016
LOC102653621	  0.16948
LOC102653654	  0.01208
LOC102653659	  0.11117
LOC102653702	  0.00616
LOC102653708	  0.14049
LOC102653718	  0.11762
LOC102653759	  0.09592
LOC102653761	  0.09238
LOC102653773	  0.04578
LOC102653780	  0.11376
LOC102653798	  0.10801
LOC102653815	  0.12606
LOC102653826	  0.28590
LOC102653850	  0.09074
LOC102653901	  0.05312
LOC102653922	  0.10875
LOC102653940	  0.09836
LOC102653955	  0.24809
LOC102653993	  0.05896
LOC102654012	  0.00795
LOC102654029	  0.23126
LOC102654047	  0.15436
LOC102654054	  0.01254
LOC102654083	  0.05993
LOC102654090	  0.13704
LOC102654127	  0.05819
LOC102654160	  0.30070
LOC102654169	  0.27255
LOC102654186	  0.01693
LOC102654206	  0.20883
LOC102654231	  0.06098
LOC102654261	  0.18110
LOC102654281	  0.11080
LOC102654282	  0.23003
LOC102654289	  0.20088
LOC102654384	  0.12343
LOC102654398	  0.22545
LOC102654426	  0.03408
LOC102654488	  0.14545
LOC102654498	  0.00288
LOC102654569	  0.08514
LOC102654594	  0.11911
LOC102654608	  0.10406
LOC102654640	  0.11473
LOC102654653	  0.09758
LOC102654682	  0.33867
LOC102654691	  0.00894
LOC102654708	  0.05980
LOC102654715	  0.33413
LOC102654768	  0.32802
LOC102654791	  0.10968
LOC102654871	  0.05760
LOC102654890	  0.12698
LOC102654919	  0.12363
LOC102654924	  0.05806
LOC102654925	  0.18843
LOC102654947	  0.12298
LOC102654952	  0.08690
LOC102654955	  0.18761
LOC102654970	  0.04588
LOC102654975	  0.14467
LOC102655020	  0.10720
LOC102655073	  0.00154
LOC102655090	  0.13497
LOC102655112	  0.10060
LOC102655126	  0.16971
LOC102655131	  0.08805
LOC102655155	  0.06388
LOC102655156	  0.19965
LOC102655195	  0.03467
LOC102655203	  0.13006
LOC102655217	  0.02146
LOC102655238	  0.11425
LOC102655263	  0.09584
LOC102655282	  0.17243
LOC102655284	  0.15645
LOC102655306	  0.25100
LOC102655329	  0.02709
LOC102655332	  0.04605
LOC102655354	  0.03085
LOC102655392	  0.02728
LOC102655399	  0.16369
LOC102655407	  0.04608
LOC102655411	  0.16953
LOC102655422	  0.08270
LOC102655429	  0.18996
LOC102655457	  0.16218
LOC102655466	  0.01425
LOC102655479	  0.04553
LOC102655481	  0.05526
LOC102655617	  0.11656
LOC102655618	  0.10199
LOC102655622	  0.22211
LOC102655631	  0.17076
LOC102655673	  0.06865
LOC102655706	  0.02996
LOC102655740	  0.10726
LOC102655746	  0.10719
LOC102655815	  0.05267
LOC102655819	  0.14767
LOC102655824	  0.05808
LOC102655841	  0.06174
LOC102655868	  0.05785
LOC102655994	  0.19161
LOC102656021	  0.06510
LOC102656070	  0.02149
LOC102656074	  0.10296
LOC102656116	  0.10611
LOC102656131	  0.03210
LOC102656132	  0.10256
LOC102656134	  0.06784
LOC102656136	  0.08758
LOC102656142	  0.20095
LOC102656171	  0.07021
LOC102656174	  0.08025
LOC102656198	  0.09814
LOC102656244	  0.17878
LOC102656245	  0.26306
LOC102656258	  0.07389
LOC102656302	  0.02692
LOC102656311	  0.11794
LOC102656337	  0.06673
LOC102656369	  0.16125
LOC102656384	  0.15485
LOC102656444	  0.21690
LOC102656473	  0.03547
LOC102656490	  0.19757
LOC102656491	  0.06836
LOC102656501	  0.04264
LOC102656529	  0.20765
LOC102656541	  0.10776
LOC102656579	  0.18053
LOC102656652	  0.08611
LOC102656656	  0.10855
LOC102656712	  0.00915
LOC102656719	  0.10530
LOC102656725	  0.25425
LOC102656733	  0.17539
LOC102656766	  0.08090
LOC102656780	  0.08682
LOC102656796	  0.22197
LOC102656812	  0.17241
LOC102656856	  0.08062
LOC102656871	  0.19006
LOC102656893	  0.07185
LOC102656914	  0.09194
LOC107963960	  0.02150
LOC107963962	  0.02019
LOC107963964	  0.05873
LOC107963965	  0.01358
LOC107963971	  0.10056
LOC107963973	  0.09085
LOC107963974	  0.11846
LOC107963986	  0.07863
LOC107963990	  0.04903
LOC107964211	  0.09426
LOC107964212	  0.13432
LOC107964222	  0.04357
LOC107964262	  0.28566
LOC107964323	  0.08606
LOC107964403	  0.19587
LOC107964412	  0.14344
LOC107964413	  0.01144
LOC107964436	  0.03123
LOC107964582	  0.10105
LOC107964598	  0.07967
LOC107964622	  0.04419
LOC107964623	  0.04419
LOC107964653	  0.19385
LOC107964764	  0.06516
LOC107964838	  0.18958
LOC107964884	  0.31532
LOC107964903	  0.03438
LOC107964911	  0.11561
LOC107964950	  0.00502
LOC107964998	  0.17549
LOC107965022	  0.15132
LOC107965041	  0.05598
LOC107965168	  0.07659
LOC107965192	  0.04904
LOC107965252	  0.05920
LOC107965262	  0.13901
LOC107965281	  0.00394
LOC107965288	  0.00826
LOC107965313	  0.09262
LOC107965340	  0.28562
LOC107965347	  0.08161
LOC107965363	  0.02149
LOC107965413	  0.05614
LOC107965448	  0.09543
LOC107965473	  0.17013
LOC107965519	  0.07764
LOC107965534	  0.01480
LOC107965562	  0.03992
LOC107965577	  0.12911
LOC107965706	  0.12941
LOC107965832	  0.19933
LOC107965854	  0.18958
LOC107966047	  0.14062
LOC107966055	  0.06411
LOC113218521	  0.04114
LOC113218554	  0.04703
LOC113218569	  0.08662
LOC113218580	  0.38735
LOC113218594	  0.34784
LOC113218605	  0.09194
LOC113218623	  0.08323
LOC113218647	  0.04854
LOC113218665	  0.13871
LOC113218673	  0.21803
LOC113218708	  0.27165
LOC113218709	  0.14558
LOC113218757	  0.02261
LOC113218759	  0.07110
LOC113218774	  0.24050
LOC113218779	  0.13101
LOC113218781	  0.06872
LOC113218782	  0.05293
LOC113218799	  0.11142
LOC113218809	  0.12328
LOC113218810	  0.12328
LOC113218829	  0.02261
LOC113218841	  0.16086
LOC113218850	  0.01654
LOC113218878	  0.20452
LOC113218880	  0.04332
LOC113218904	  0.02646
LOC113218924	  0.10378
LOC113218927	  0.07065
LOC113218929	  0.15492
LOC113218930	  0.28783
LOC113218959	  0.13387
LOC113218977	  0.12287
LOC113219032	  0.07237
LOC113219045	  0.24113
LOC113219059	  0.05526
LOC113219071	  0.05920
LOC113219085	  0.05567
LOC113219096	  0.03882
LOC113219102	  0.11112
LOC113219128	  0.04552
LOC113219190	  0.07477
LOC113219199	  0.10250
LOC113219214	  0.05238
LOC113219222	  0.19331
LOC113219230	  0.06461
LOC113219288	  0.11260
LOC113219294	  0.08974
LOC113219304	  0.19332
LOC113219307	  0.09238
LOC113219324	  0.10857
LOC113219359	  0.05934
LOC113219364	  0.02692
LOC113219365	  0.02692
LOC113219391	  0.18276
LOC113219396	  0.02489
LOC113219399	  0.05821
LOC113219426	  0.05982
LOC406096	  0.05523
LOC406118	  0.06042
LOC406124	  0.06397
LOC406132	  0.00154
LOC406152	  0.15801
LOC408267	  0.06051
LOC408269	  0.01358
LOC408272	  0.12313
LOC408277	  0.01253
LOC408284	  0.08534
LOC408285	  0.11742
LOC408288	  0.09015
LOC408291	  0.10122
LOC408292	  0.01080
LOC408293	  0.05346
LOC408294	  0.01830
LOC408295	  0.02799
LOC408298	  0.02376
LOC408299	  0.11306
LOC408302	  0.14423
LOC408308	  0.10497
LOC408310	  0.05950
LOC408315	  0.04813
LOC408317	  0.04552
LOC408319	  0.03902
LOC408324	  0.08035
LOC408327	  0.19381
LOC408328	  0.13559
LOC408332	  0.13779
LOC408333	  0.10424
LOC408336	  0.18330
LOC408337	  0.07659
LOC408339	  0.03564
LOC408343	  0.10494
LOC408345	  0.06826
LOC408347	  0.09440
LOC408349	  0.32139
LOC408352	  0.13588
LOC408353	  0.06237
LOC408354	  0.08422
LOC408359	  0.02852
LOC408365	  0.01159
LOC408368	  0.04851
LOC408371	  0.05554
LOC408372	  0.01972
LOC408373	  0.07737
LOC408374	  0.09323
LOC408381	  0.07894
LOC408382	  0.05513
LOC408384	  0.07752
LOC408390	  0.02488
LOC408392	  0.08351
LOC408393	  0.04216
LOC408397	  0.01185
LOC408405	  0.10918
LOC408406	  0.08856
LOC408411	  0.02245
LOC408412	  0.06010
LOC408413	  0.01308
LOC408414	  0.04228
LOC408416	  0.09789
LOC408418	  0.00824
LOC408420	  0.06489
LOC408431	  0.07665
LOC408432	  0.03129
LOC408433	  0.17278
LOC408441	  0.08275
LOC408442	  0.02688
LOC408443	  0.06642
LOC408447	  0.06206
LOC408451	  0.12566
LOC408456	  0.12373
LOC408462	  0.07383
LOC408464	  0.06977
LOC408470	  0.02847
LOC408471	  0.02610
LOC408477	  0.22599
LOC408478	  0.07055
LOC408480	  0.03833
LOC408494	  0.11775
LOC408503	  0.06313
LOC408504	  0.08072
LOC408507	  0.02894
LOC408509	  0.11145
LOC408515	  0.01542
LOC408516	  0.08566
LOC408517	  0.07412
LOC408522	  0.01341
LOC408523	  0.10782
LOC408526	  0.09268
LOC408532	  0.03543
LOC408534	  0.22843
LOC408539	  0.09736
LOC408541	  0.02910
LOC408543	  0.07992
LOC408548	  0.17177
LOC408551	  0.22777
LOC408554	  0.01426
LOC408557	  0.07874
LOC408559	  0.09051
LOC408565	  0.09923
LOC408568	  0.18140
LOC408569	  0.09262
LOC408570	  0.11968
LOC408574	  0.10442
LOC408578	  0.10834
LOC408580	  0.10071
LOC408585	  0.06553
LOC408586	  0.07798
LOC408587	  0.04687
LOC408589	  0.12698
LOC408590	  0.05313
LOC408591	  0.04845
LOC408598	  0.04953
LOC408600	  0.11975
LOC408601	  0.10397
LOC408607	  0.10732
LOC408609	  0.06702
LOC408614	  0.09625
LOC408615	  0.02369
LOC408619	  0.04643
LOC408620	  0.03075
LOC408621	  0.02372
LOC408622	  0.04228
LOC408624	  0.06263
LOC408625	  0.06365
LOC408626	  0.16304
LOC408632	  0.02136
LOC408633	  0.03895
LOC408641	  0.24599
LOC408655	  0.02419
LOC408656	  0.14004
LOC408657	  0.09754
LOC408660	  0.19670
LOC408666	  0.27895
LOC408672	  0.03010
LOC408673	  0.04200
LOC408674	  0.12281
LOC408675	  0.13441
LOC408685	  0.11381
LOC408691	  0.01020
LOC408693	  0.02106
LOC408708	  0.06732
LOC408710	  0.04573
LOC408711	  0.09012
LOC408712	  0.08225
LOC408713	  0.12507
LOC408714	  0.06494
LOC408721	  0.01259
LOC408723	  0.13055
LOC408724	  0.05603
LOC408729	  0.07313
LOC408734	  0.07295
LOC408749	  0.04165
LOC408750	  0.01221
LOC408761	  0.10249
LOC408762	  0.20491
LOC408773	  0.07737
LOC408784	  0.11969
LOC408790	  0.17274
LOC408794	  0.06903
LOC408796	  0.01662
LOC408803	  0.08606
LOC408805	  0.08265
LOC408810	  0.02509
LOC408814	  0.10019
LOC408824	  0.09324
LOC408826	  0.12165
LOC408830	  0.08620
LOC408831	  0.14284
LOC408835	  0.02099
LOC408837	  0.14040
LOC408840	  0.07023
LOC408841	  0.08193
LOC408842	  0.04867
LOC408845	  0.06974
LOC408846	  0.01971
LOC408847	  0.16101
LOC408848	  0.11044
LOC408850	  0.03888
LOC408857	  0.10065
LOC408860	  0.08323
LOC408862	  0.03901
LOC408863	  0.05477
LOC408866	  0.05925
LOC408869	  0.04034
LOC408874	  0.06807
LOC408876	  0.02312
LOC408878	  0.08683
LOC408883	  0.12695
LOC408884	  0.04156
LOC408887	  0.07967
LOC408888	  0.04419
LOC408889	  0.13968
LOC408891	  0.04088
LOC408898	  0.00680
LOC408902	  0.06340
LOC408903	  0.10710
LOC408904	  0.08665
LOC408905	  0.07341
LOC408909	  0.07073
LOC408910	  0.02646
LOC408914	  0.03921
LOC408915	  0.25336
LOC408916	  0.05785
LOC408917	  0.14272
LOC408918	  0.10355
LOC408923	  0.07612
LOC408926	  0.19784
LOC408935	  0.06240
LOC408942	  0.14046
LOC408950	  0.10497
LOC408952	  0.07351
LOC408959	  0.06487
LOC408968	  0.08744
LOC408969	  0.08780
LOC408980	  0.13191
LOC408981	  0.05342
LOC408988	  0.11916
LOC408990	  0.07053
LOC408991	  0.04249
LOC409000	  0.09834
LOC409001	  0.00907
LOC409005	  0.06261
LOC409011	  0.05155
LOC409015	  0.17424
LOC409025	  0.08138
LOC409027	  0.05318
LOC409028	  0.04185
LOC409034	  0.05625
LOC409038	  0.08181
LOC409039	  0.15467
LOC409046	  0.08224
LOC409047	  0.05531
LOC409049	  0.02783
LOC409053	  0.08365
LOC409056	  0.06613
LOC409059	  0.05932
LOC409062	  0.00503
LOC409063	  0.09892
LOC409065	  0.01347
LOC409066	  0.09501
LOC409070	  0.03248
LOC409077	  0.16230
LOC409079	  0.12812
LOC409082	  0.03984
LOC409083	  0.16927
LOC409086	  0.06299
LOC409088	  0.10365
LOC409089	  0.02894
LOC409091	  0.25534
LOC409092	  0.06729
LOC409102	  0.09658
LOC409106	  0.11250
LOC409108	  0.03601
LOC409113	  0.01773
LOC409114	  0.02133
LOC409118	  0.03558
LOC409119	  0.01831
LOC409122	  0.07029
LOC409130	  0.08357
LOC409131	  0.06587
LOC409132	  0.01152
LOC409134	  0.02427
LOC409136	  0.02254
LOC409139	  0.06750
LOC409140	  0.01729
LOC409141	
LOC409142	  0.07107
LOC409143	  0.25982
LOC409144	  0.02091
LOC409145	  0.04358
LOC409150	  0.07822
LOC409152	  0.04890
LOC409153	  0.10232
LOC409159	  0.07400
LOC409164	  0.02321
LOC409167	  0.01430
LOC409169	  0.02552
LOC409170	  0.04199
LOC409178	  0.13724
LOC409182	  0.03975
LOC409183	  0.04028
LOC409184	  0.04599
LOC409186	  0.08104
LOC409193	  0.05821
LOC409195	  0.05865
LOC409197	  0.00995
LOC409198	  0.00689
LOC409204	  0.13184
LOC409207	  0.03270
LOC409212	  0.04223
LOC409221	  0.09030
LOC409222	  0.10715
LOC409225	  0.02091
LOC409228	  0.06732
LOC409230	  0.04463
LOC409231	  0.06977
LOC409232	  0.10043
LOC409234	  0.00831
LOC409235	  0.13717
LOC409240	  0.05496
LOC409241	  0.05059
LOC409243	  0.07622
LOC409244	  0.03437
LOC409246	  0.02329
LOC409247	  0.07664
LOC409250	  0.06890
LOC409251	  0.03337
LOC409252	  0.07341
LOC409253	  0.04405
LOC409254	  0.05175
LOC409256	  0.10469
LOC409258	  0.03337
LOC409259	  0.04108
LOC409267	  0.03343
LOC409269	  0.13574
LOC409272	  0.10150
LOC409273	  0.12431
LOC409276	  0.01717
LOC409283	  0.05109
LOC409290	  0.07049
LOC409291	  0.19267
LOC409294	  0.00126
LOC409295	  0.07597
LOC409296	  0.03729
LOC409300	  0.17133
LOC409303	  0.05032
LOC409305	  0.11305
LOC409307	  0.15553
LOC409310	  0.08842
LOC409312	  0.03291
LOC409313	  0.00689
LOC409317	  0.02943
LOC409318	  0.07170
LOC409324	  0.12907
LOC409325	  0.12338
LOC409326	  0.01342
LOC409331	  0.16352
LOC409333	  0.09845
LOC409337	  0.04021
LOC409342	  0.01131
LOC409347	  0.03358
LOC409357	  0.02599
LOC409358	  0.09956
LOC409367	  0.05947
LOC409368	  0.04557
LOC409382	  0.05550
LOC409383	  0.08719
LOC409384	  0.01559
LOC409385	  0.08815
LOC409387	  0.13093
LOC409390	  0.12167
LOC409392	  0.08815
LOC409396	  0.08733
LOC409397	  0.10337
LOC409403	  0.10095
LOC409404	  0.24239
LOC409406	  0.03691
LOC409422	  0.13146
LOC409423	  0.12070
LOC409430	  0.00500
LOC409438	  0.07009
LOC409439	  0.11118
LOC409440	  0.01716
LOC409442	  0.12645
LOC409443	  0.07587
LOC409451	  0.19584
LOC409452	  0.12115
LOC409457	  0.04133
LOC409460	  0.05251
LOC409467	  0.09541
LOC409468	  0.10047
LOC409472	  0.03314
LOC409473	  0.15054
LOC409474	  0.06171
LOC409475	  0.02044
LOC409476	  0.00886
LOC409479	  0.05928
LOC409481	  0.00545
LOC409483	  0.03209
LOC409486	  0.08459
LOC409487	  0.05358
LOC409489	  0.01594
LOC409492	  0.08048
LOC409493	  0.05390
LOC409494	  0.08101
LOC409497	  0.04514
LOC409498	  0.05686
LOC409500	  0.09838
LOC409501	  0.02792
LOC409502	  0.10984
LOC409505	  0.03044
LOC409508	  0.16495
LOC409510	  0.04861
LOC409513	  0.19765
LOC409517	  0.10025
LOC409521	  0.09909
LOC409522	  0.03885
LOC409525	  0.09320
LOC409527	  0.04658
LOC409532	  0.07313
LOC409534	  0.10159
LOC409536	  0.11616
LOC409543	  0.10084
LOC409547	  0.07660
LOC409549	  0.19504
LOC409550	  0.01233
LOC409553	  0.13758
LOC409556	  0.11508
LOC409558	  0.02422
LOC409563	  0.04903
LOC409564	  0.12630
LOC409569	  0.09046
LOC409571	  0.12735
LOC409573	  0.01288
LOC409574	  0.02371
LOC409576	  0.02225
LOC409579	  0.10907
LOC409581	  0.00808
LOC409589	  0.02850
LOC409594	  0.04705
LOC409600	  0.07328
LOC409602	  0.19194
LOC409603	  0.10610
LOC409604	  0.08415
LOC409610	  0.15673
LOC409611	  0.03634
LOC409613	  0.06211
LOC409614	  0.04222
LOC409616	  0.16259
LOC409620	  0.02985
LOC409622	  0.12911
LOC409624	  0.07502
LOC409628	  0.11867
LOC409636	  0.18574
LOC409637	  0.07182
LOC409638	  0.09516
LOC409642	  0.03045
LOC409646	  0.12628
LOC409650	  0.05592
LOC409653	  0.02103
LOC409658	  0.04856
LOC409659	  0.07473
LOC409663	  0.15309
LOC409664	  0.06685
LOC409666	  0.07665
LOC409671	  0.01868
LOC409672	  0.03856
LOC409674	  0.09063
LOC409676	  0.02012
LOC409688	  0.00356
LOC409691	  0.02211
LOC409696	  0.01879
LOC409702	  0.12016
LOC409706	  0.02257
LOC409712	  0.07164
LOC409713	  0.03291
LOC409714	  0.21874
LOC409718	  0.06191
LOC409728	  0.00909
LOC409733	  0.12537
LOC409752	  0.03366
LOC409753	  0.03636
LOC409755	  0.01907
LOC409756	  0.01783
LOC409764	  0.07284
LOC409765	  0.03414
LOC409767	  0.06509
LOC409771	  0.04940
LOC409777	  0.09238
LOC409778	  0.04356
LOC409782	  0.03535
LOC409787	  0.06060
LOC409789	  0.12542
LOC409793	  0.02831
LOC409794	  0.06207
LOC409799	  0.01962
LOC409806	  0.03551
LOC409810	  0.06935
LOC409819	  0.07965
LOC409820	  0.11243
LOC409822	  0.01083
LOC409825	  0.03910
LOC409826	  0.10629
LOC409829	  0.08781
LOC409831	  0.07601
LOC409832	  0.01914
LOC409835	  0.20663
LOC409839	  0.00381
LOC409845	  0.05119
LOC409846	  0.06265
LOC409856	  0.04723
LOC409859	  0.09847
LOC409861	  0.06312
LOC409862	  0.00856
LOC409865	  0.06749
LOC409866	  0.00184
LOC409867	  0.04402
LOC409870	  0.10668
LOC409881	  0.07592
LOC409882	  0.03287
LOC409887	  0.03623
LOC409891	  0.04405
LOC409894	  0.07863
LOC409897	  0.13587
LOC409908	  0.01604
LOC409913	  0.06177
LOC409915	  0.02541
LOC409918	  0.01869
LOC409919	  0.05920
LOC409921	  0.09105
LOC409926	  0.18887
LOC409931	  0.06968
LOC409933	  0.16684
LOC409934	  0.28709
LOC409937	  0.08693
LOC409942	  0.06896
LOC409949	  0.03159
LOC409954	  0.05066
LOC409955	  0.01055
LOC409956	  0.17249
LOC409961	  0.05975
LOC409969	  0.06202
LOC409972	  0.16322
LOC409977	  0.08075
LOC409978	  0.03382
LOC409979	  0.05174
LOC409985	  0.10565
LOC409986	  0.12873
LOC409991	  0.07412
LOC409992	  0.08331
LOC409995	  0.01572
LOC410004	  0.03141
LOC410006	  0.04009
LOC410007	  0.14588
LOC410009	  0.02216
LOC410012	  0.07451
LOC410013	  0.12458
LOC410015	  0.06530
LOC410018	  0.09088
LOC410022	  0.05890
LOC410026	  0.00405
LOC410030	  0.01390
LOC410033	  0.02497
LOC410035	  0.03924
LOC410040	  0.00712
LOC410041	  0.08666
LOC410042	  0.10459
LOC410043	  0.04851
LOC410044	  0.03106
LOC410045	  0.10907
LOC410050	  0.00631
LOC410057	  0.08804
LOC410058	  0.09992
LOC410061	  0.06627
LOC410067	  0.07977
LOC410070	  0.10936
LOC410072	  0.00901
LOC410076	  0.03724
LOC410078	  0.02805
LOC410085	  0.04451
LOC410092	  0.03557
LOC410093	  0.09967
LOC410094	  0.10348
LOC410095	  0.01727
LOC410096	  0.16266
LOC410098	  0.02653
LOC410099	  0.02307
LOC410100	  0.02351
